block,m2,Rp,C1
1,0.04744920580019922,-0.39253333333333335,213508.06613333334
2,0.04589499904061862,-0.4570666666666667,207816.7328
3,0.05028497755529534,-0.29306666666666664,220565.1208
4,0.04653421964009079,-0.4424,209588.58986666668
5,0.0496174268547494,-0.30266666666666664,219792.35626666667
6,0.045940966111406065,-0.46026666666666666,209526.87413333333
7,0.0487455679228151,-0.3536,215063.64106666666
8,0.0461468586151915,-0.4352,209888.92666666667
9,0.04612102018772663,-0.47386666666666666,208379.99866666668
10,0.045953093857655766,-0.4434666666666667,209906.9144
11,0.04618500053747557,-0.4512,209049.1392
12,0.044426864853693404,-0.5098666666666667,204615.93706666667
13,0.041946196370694085,-0.5866666666666667,198781.9824
14,0.046230398191871545,-0.44666666666666666,209260.564
15,0.04697045567849903,-0.41813333333333336,211018.9984
16,0.04867113578575275,-0.3584,213753.42026666665
17,0.04670101931854733,-0.4256,210169.48826666665
18,0.04421573178698212,-0.4885333333333333,204696.46773333332
19,0.045422110221678545,-0.48906666666666665,206378.76746666667
20,0.0484555109792777,-0.3762666666666667,215179.3224
