block,m2,Rp,C1
1,0.14573030971365805,0.8717333333333334,398619.0288
2,0.1475827508049959,0.888,401045.21493333334
3,0.14592114067374107,0.8786666666666667,399205.78266666667
4,0.14612200898886077,0.8794666666666666,398574.1728
5,0.14621712842117898,0.884,398765.22346666665
6,0.14263653789989378,0.8434666666666667,393896.68213333335
7,0.14560727241413843,0.8778666666666667,398078.2733333333
8,0.14481671806332597,0.8650666666666667,396955.5773333333
9,0.14597064603673449,0.8672,398925.812
10,0.14551164307742243,0.8776,398830.52293333336
11,0.14532451105361882,0.8746666666666667,398170.2917333333
12,0.1481894221458652,0.8986666666666666,401813.8418666667
13,0.14480662800598074,0.8829333333333333,397363.4992
14,0.14763262659491738,0.8901333333333333,400904.5968
15,0.14485690339354623,0.8437333333333333,396720.0168
16,0.14752122639708298,0.8952,400709.3008
17,0.14914143491808401,0.8933333333333333,403068.0909333333
18,0.14713961375593984,0.888,400378.02053333336
19,0.14576261679753466,0.8709333333333333,398330.36453333334
20,0.14713415130456173,0.8906666666666667,400699.09973333334
