block,m2,Rp,C1
1,0.22595527429517825,0.9912,124470.459
2,0.22608374910363926,0.9926,124538.9136
3,0.2264278622114798,0.9922,124587.7828
4,0.22690786084218417,0.993,124733.6138
5,0.2272599252530723,0.9948,124831.3432
6,0.22605646251948783,0.9904,124465.7678
7,0.22689748572390528,0.9918,124691.4762
8,0.2248771538824076,0.9918,124194.6324
9,0.22651549866135465,0.9924,124634.918
10,0.22459314155393512,0.9904,124096.8334
11,0.22590270450364333,0.9922,124509.909
12,0.22474878575120819,0.99,124115.9218
13,0.2257137777359225,0.9902,124403.2528
14,0.2261959047891665,0.9932,124555.7844
15,0.22680917884467636,0.9916,124649.9614
16,0.22568105560281546,0.9938,124317.1902
17,0.22509328778844792,0.9922,124176.3856
18,0.22478917068545706,0.9876,124182.2136
19,0.22543193079351914,0.992,124250.1512
20,0.22537639142783591,0.9908,124303.7826
