block,m2,Rp,C1
1,0.022304731861304026,-1.9478,28573.3522
2,0.02400864098171005,-1.9366,29535.7578
3,0.024739380259835162,-1.9386,29398.7186
4,0.022736594513664023,-1.9446,28110.0758
5,0.02300295852428535,-1.9506,28947.957
6,0.02268513292714488,-1.944,28900.1978
7,0.022989116780867333,-1.948,28580.4544
8,0.022270015416911336,-1.9398,28026.0562
9,0.023557122383988462,-1.9414,28961.098
10,0.023573998068878426,-1.9388,29148.8958
11,0.02229680074051721,-1.9444,28426.2816
12,0.023026866072311532,-1.9422,28778.4702
13,0.023575689616950696,-1.933,29096.256
14,0.022190370864071884,-1.948,28356.8012
15,0.02392158730479423,-1.9392,29426.614
16,0.023767588632495607,-1.9436,29065.2116
17,0.022463579906860834,-1.946,28644.7954
18,0.022664788133779076,-1.9398,28790.4394
19,0.023193583432259038,-1.9346,29183.9976
20,0.022547665216040333,-1.949,28430.0238
