block,m2,Rp,C1
1,0.16847548757029,0.9928,107398.582
2,0.16630444730177987,0.9932,106755.3344
3,0.16887699881771115,0.9946,107538.7042
4,0.16695379264293006,0.9936,106919.7284
5,0.16740373356610072,0.9952,107109.5632
6,0.16839979672788177,0.9952,107395.4268
7,0.16909656201601028,0.9912,107539.0368
8,0.16852330506655852,0.9942,107448.8106
9,0.16718677244874416,0.9928,107054.0662
10,0.16727274004238424,0.991,107082.2194
11,0.1677830518558272,0.9934,107239.4982
12,0.16894115516225575,0.9952,107522.1436
13,0.1680952578015742,0.9938,107339.5736
14,0.1684996407423052,0.9922,107426.883
15,0.16827583618302597,0.9908,107323.9912
16,0.16755384957061614,0.9908,107135.3996
17,0.16897185679860413,0.992,107540.2406
18,0.16731591162254336,0.9936,107054.2336
19,0.16892506877663546,0.9926,107524.4168
20,0.16809078407164196,0.9938,107303.3396
