block,m2,Rp,C1
1,0.12514931824306894,0.04171428571428572,805447.8691428571
2,0.1261789270485283,0.005142857142857143,807748.3971428572
3,0.12643912006078517,0.04971428571428571,811530.0908571428
4,0.13081551950497222,0.08571428571428572,822315.7594285714
5,0.12002988864011761,-0.10171428571428572,782034.8131428572
6,0.12787459259639483,0.08571428571428572,817894.896
7,0.1281807082157403,0.006285714285714286,813190.7422857143
8,0.12224294455340494,-0.045142857142857144,792163.5742857143
9,0.12562280753171942,-0.025142857142857144,803434.9297142858
10,0.1262887741497605,0.054285714285714284,809896.4365714286
11,0.12576533921696434,0.03485714285714286,808669.5177142858
12,0.12670224843209082,0.02057142857142857,808834.6874285714
13,0.12541615886675445,-0.0017142857142857142,802952.2325714285
14,0.13240447972965141,0.10571428571428572,828896.1434285714
15,0.13180781629758867,0.116,829123.528
16,0.123377011188641,-0.037142857142857144,794746.7977142857
17,0.12789017671147382,0.04285714285714286,812104.5034285714
18,0.12248743080371262,-0.05657142857142857,796243.8582857143
19,0.12342313793337142,-0.013142857142857144,795349.2982857142
20,0.13437333325370554,0.1662857142857143,838883.7331428571
