block,m2,Rp,C1
1,0.0900622445911169,-1.1222,4322.3632
2,0.09154516918063164,-1.0934,4363.5372
3,0.08823784178495407,-1.1168,4267.0442
4,0.09067949465811252,-1.0788,4340.1058
5,0.09351135042905807,-1.085,4389.5476
6,0.08767461578249931,-1.13,4235.188
7,0.09037475015223026,-1.0968,4312.655
8,0.09097536445260047,-1.0732,4332.2114
9,0.0917619983136654,-1.1072,4336.3048
10,0.0889790847748518,-1.107,4288.592
11,0.09249739491939545,-1.0834,4379.1442
12,0.08797938805818557,-1.1498,4270.1454
13,0.08703910456001758,-1.1262,4253.2916
14,0.08783684085905552,-1.1328,4292.3936
15,0.09019037030935287,-1.115,4335.5882
16,0.09219983586966991,-1.0668,4384.255
17,0.09106315142214298,-1.1044,4308.154
18,0.0864272706270218,-1.158,4203.3742
19,0.08907676138877868,-1.1294,4297.7938
20,0.08789544472396374,-1.1242,4254.8838
