block,m2,Rp,C1
1,0.1472540614695116,-0.0106,218203.4248
2,0.151111823852604,0.0106,220738.092
3,0.15022121091278523,0.0146,220518.9156
4,0.15027425120315616,-0.0024,220010.6938
5,0.14893332823280384,0.0048,219446.2374
6,0.14901720555346043,0.0018,219201.9616
7,0.14887304325519982,0.001,219021.475
8,0.1488015087559934,-0.0168,218543.1002
9,0.15213183583002995,0.0142,221867.0078
10,0.14951641386602027,0.0142,219153.8268
11,0.15044746087380445,0.0202,220181.5236
12,0.14923669803647072,-0.0072,218521.1134
13,0.14587270760170104,-0.0652,216586.5836
14,0.14362563623264663,-0.0638,214603.6978
15,0.15119939695383522,0.0616,221203.7686
16,0.1459977243862241,-0.0326,216544.4672
17,0.1492019265340526,0.0014,219517.1462
18,0.14919176878194426,0.0022,218955.6556
19,0.1499852751691193,0.0236,220675.9562
20,0.1479498989022969,-0.0148,217299.0866
