block,m2,Rp,C1
1,0.20426078186035157,0.0052,1765.7234
2,0.20960575757026673,0.0202,1788.8588
3,0.20372190413475036,0.017,1767.3066
4,0.2172461603164673,0.1248,1835.0668
5,0.20939343948364258,0.0362,1789.6858
6,0.2083582770347595,0.0368,1790.4588
7,0.20861184067726135,0.025,1781.0156
8,0.20169745388031005,-0.018,1749.2872
9,0.21459964270591736,0.0944,1816.4128
10,0.20491935157775878,0.0228,1768.7318
11,0.20609353590011598,0.0038,1773.4056
12,0.20897893810272217,0.0702,1792.6982
13,0.21018989272117614,0.0566,1792.9358
14,0.2130365574836731,0.0622,1811.78
15,0.20841787109375,0.0586,1789.9524
16,0.21735348806381224,0.1358,1834.2628
17,0.20953216395378113,0.07,1795.0674
18,0.2059975917339325,0.0032,1771.1278
19,0.20896871418952942,0.071,1787.0506
20,0.2114042625427246,0.071,1804.3178
