block,m2,m4,Qm,chi,Rp,C1
1,0.3227283853925765,0.12186654313543824,0.8546530332147575,5287.581866271973,0.03775,8986.3025
2,0.3210868478342891,0.12045216080946247,0.8559146067561525,5260.6869149169925,0.0255,8942.979
3,0.3205467360690236,0.12105621447774215,0.848780960546196,5251.837723754883,-0.02025,8909.08075
4,0.33507815447077155,0.1299015250686945,0.8643268009683776,5489.920482849121,0.10075,9164.63125
5,0.32752242795750497,0.12426183581541077,0.8632653791991978,5366.127459655761,0.044,9039.2885
6,0.3364181640222669,0.1306565089343449,0.8662192339838543,5511.8751993408205,0.12225,9197.3425
7,0.3202328313291073,0.12063532771793342,0.8500749175302462,5246.694708496094,0.0145,8936.72525
8,0.32291227116063237,0.12184228348413785,0.8557976088792899,5290.594650695801,0.0135,8984.92325
9,0.32446481185406445,0.12228937653472005,0.8608876511984128,5316.031477416992,0.01875,8996.5645
10,0.32013062142580745,0.12079394212200646,0.8484168408955585,5245.020101440429,0.00875,8919.452
11,0.32960574074834587,0.12610279617714087,0.8615189165326324,5400.260456420899,0.077,9082.96225
12,0.323890130598098,0.12219856056434689,0.8584783340685309,5306.615899719238,0.0065,9009.954
13,0.3228835103586316,0.12204129355391348,0.8542498872765305,5290.12343371582,0.01175,8963.41825
14,0.3222985143400729,0.12131447979948633,0.8562566687629485,5280.538858947754,0.02925,8985.09725
15,0.32016167243942617,0.12085518291012476,0.8481514324084738,5245.528841247558,0.03025,8932.00825
16,0.32366599594429135,0.12247388089784446,0.8553634143266036,5302.9436775512695,-0.0055,8957.08525
17,0.3235461424551904,0.12348054994749251,0.8477619053539057,5300.97999798584,-0.004,8971.65575
18,0.3238742820397019,0.12279529341350241,0.8542228912105707,5306.356236938476,-0.0065,8945.5135
19,0.31613397724926473,0.11925952021598835,0.8380101763820464,5179.539083251953,-0.037,8858.93
20,0.32461322528496384,0.1231116603104372,0.85592011158161,5318.4630830688475,0.05225,9007.21475
21,0.33176827611401677,0.12743800301050195,0.86371558275749,5435.691435852051,0.08225,9112.024
22,0.31944694530591367,0.12003271439849443,0.8501544881047809,5233.8187518920895,-0.047,8907.8995
23,0.3334727794714272,0.12803706692016026,0.8685304757702892,5463.618018859864,0.07225,9138.348
24,0.3209434341676533,0.11901964686666416,0.8654427285498616,5258.337225402832,-0.001,8941.4535
25,0.32097286357358096,0.1218320971595689,0.8456193528023248,5258.81939678955,0.0025,8924.95725
26,0.3248989718109369,0.12304410103739485,0.8578984363640724,5323.14475415039,0.04575,9023.16125
27,0.32811282029002903,0.12534741199247754,0.858877109047435,5375.800447631836,0.0455,9023.65975
28,0.31777191163226964,0.1186303716549636,0.8512068740383311,5206.375000183106,-0.0295,8873.11875
29,0.3212585059069097,0.12141318470659127,0.8500479405671749,5263.499360778808,0.01375,8948.98675
30,0.32763284134864806,0.12348026248737415,0.8693152781495281,5367.93647265625,0.0875,9109.082
31,0.3246696568392217,0.12314198860441335,0.8560068524694926,5319.387657653809,0.0455,9007.51875
32,0.3391647170819342,0.13083283761856604,0.8792341999692634,5556.87472467041,0.12675,9238.81425
33,0.3210297492556274,0.11920772886172523,0.8645420971544164,5259.751411804199,0.0145,8963.63425
34,0.32852318054810165,0.1252205688258282,0.8618989768969912,5382.523790100097,0.0765,9047.6345
35,0.31951998161152007,0.11993555009861587,0.8512323374102266,5235.015378723145,-0.001,8929.88075
36,0.32421804625168443,0.12240419253856936,0.8587723944352402,5311.988469787598,0.042,8984.2695
37,0.31295233969017866,0.11708194473332512,0.8365010261883742,5127.411133483887,-0.06,8792.8445
38,0.3236756946519017,0.12298424348172125,0.8518648596148183,5303.102581176758,0.01975,8983.6265
39,0.3378081836216152,0.13087048701502813,0.8719641190655224,5534.649280456543,0.05775,9185.62725
40,0.32328632183372974,0.12111220768733173,0.862952198465407,5296.723096923828,0.01075,8976.10225
41,0.32124053182825446,0.12145533490071499,0.8496578546644992,5263.204873474121,0.0065,8927.47625
42,0.32820605297386646,0.12588137317882134,0.8557200361618509,5377.327971923828,0.035,9042.2455
43,0.33256874821707605,0.12769925746228264,0.8661128849816563,5448.806370788574,0.086,9146.14425
44,0.3247331744842231,0.12218291636047036,0.8630636569476867,5320.428330749512,0.019,9010.979
45,0.3291791023276746,0.1255750248352249,0.8629015327804105,5393.270412536621,0.072,9062.038
46,0.3191389317885041,0.118819595799191,0.857178961921708,5228.772258422851,0.01275,8936.435
47,0.3348841271772981,0.12818670906224192,0.874875246082235,5486.741539672852,0.0985,9194.4365
48,0.32560599195584655,0.12481654173739651,0.8494007326417231,5334.72857220459,0.03975,8983.20075
49,0.3313175533898175,0.12735536351104929,0.8619293146196458,5428.30679473877,0.0735,9104.9775
50,0.3247092076912522,0.12356614654321496,0.8532763423403066,5320.035658813476,0.00925,8994.61775
