block,m2,Rp,C1
1,0.19863359011951834,0.8688,29036.5236
2,0.198774613876082,0.8714,29018.7086
3,0.19554751001242549,0.857,28797.8736
4,0.20271616942621767,0.889,29318.8946
5,0.19926301228515803,0.8718,29065.787
6,0.19687159115746616,0.8686,28911.5076
7,0.1961620744170621,0.8622,28857.387
8,0.19882371168211102,0.8704,29032.4534
9,0.1967301490779966,0.8586,28903.62
10,0.1954990676233545,0.8494,28799.1346
11,0.19690534704569726,0.8606,28897.0004
12,0.20181544144470245,0.8892,29253.7646
13,0.20071507826764137,0.8732,29157.093
14,0.19931450218446553,0.8666,29063.2066
15,0.19871509121619166,0.8584,29006.2716
16,0.19753159653227775,0.8566,28922.9278
17,0.1970448700385168,0.8608,28927.886
18,0.19825826418083162,0.8634,28975.7004
19,0.20027692139875145,0.8762,29173.4462
20,0.19998733712453395,0.8768,29093.7318
