block,m2,m4
1,0.1678639409762807,0.029499235130320777
2,0.12156430050404743,0.019750545104244528
3,0.15579382455903104,0.02597037873941845
4,0.15038370730346068,0.024385576888470418
5,0.1378416968153324,0.02006400981997298
6,0.11837155484412797,0.018565313533593947
7,0.13300899352971465,0.020557046193135867
8,0.10878124608830549,0.014471458953135076
9,0.14130502922474406,0.02221644887529761
10,0.18131596631631255,0.03385590158444541
11,0.15872550701168367,0.028077457066988887
12,0.16637071689707228,0.028966508428498412
13,0.06104023627340793,0.00782742457658172
14,0.13218814053544775,0.018811875903547912
15,0.1398448154203128,0.022126871500703357
16,0.14755166623140686,0.02327808192295235
17,0.15763588047060184,0.027301152412405508
18,0.17086227841041982,0.03048079857324975
19,0.14390100082778373,0.022200912300953796
20,0.17393335621696898,0.031055980998233725
21,0.10781654722103849,0.015203575126135209
22,0.1398924083896447,0.021021757342237494
23,0.1798070901640691,0.03310283637502163
24,0.050741963348910214,0.0060028710976810585
25,0.11810395519277081,0.01652680306745454
26,0.05986969524375163,0.005944889229432582
27,0.044357319427561014,0.004237035169741754
28,0.12739257188695483,0.01928993077135783
29,0.163176854019193,0.027966890605643033
30,0.1375488570973277,0.020590965053056864
31,0.15780260773175395,0.026168452108684598
32,0.1487246603057254,0.025842489697251652
33,0.04661922717583366,0.00423840516565975
34,0.15027651015776208,0.023912029087054306
35,0.17965566710792483,0.03347854940738734
36,0.1509656439186074,0.024092970833146498
37,0.15108345755510963,0.02403750573451766
38,0.16780287492172793,0.02990954883978843
39,0.12313886177218519,0.01778964704406041
40,0.12130179662788287,0.018777013262735343
41,0.10566762241735123,0.013061802655943712
42,0.1230595751203131,0.018851316453148467
43,0.14572488713511267,0.02274344088027031
44,0.1671324427140411,0.02877900727697371
45,0.1399128512999043,0.021258669978561066
46,0.16724835013546982,0.029174746863115195
47,0.09996676534400321,0.012261272819893131
48,0.1671666391987819,0.029628965287383152
49,0.17736672979774884,0.03332601041082932
50,0.10407288548704237,0.011875369016376971
