block,m2,m4
1,0.14013316328302025,0.025506015574427096
2,0.12985750776529312,0.020225392808858243
3,0.13952083942964674,0.022616962046987935
4,0.13133960948362947,0.021976661530816427
5,0.12782632629424334,0.020630940552548514
6,0.07845594758763909,0.010574854637249567
7,0.1478119955651462,0.02579819767854545
8,0.12745632353276015,0.021394941696165883
9,0.09962841463685036,0.016176721765177045
10,0.10752496213689447,0.017609306496320077
11,0.11169922588020563,0.017626391327213026
12,0.15913150581270458,0.030784077010778593
13,0.0937366066366434,0.015747588160998322
14,0.14693168692141773,0.026038678659704634
15,0.13471987405121327,0.024188415535014652
16,0.1042657957047224,0.016133718599636294
17,0.13714589929506182,0.024198130557950684
18,0.10995703563764692,0.016259191065850637
19,0.14356579404696823,0.02617170113351564
20,0.13709592765793205,0.02205413865784159
21,0.13355953603759407,0.023807175958716745
22,0.1601086296312511,0.029326461943363632
23,0.16429726898223163,0.030394040111179844
24,0.12090267652645707,0.021040688993425632
25,0.13472443992123007,0.02365057777654331
26,0.1351239410497248,0.02277130719468439
27,0.1725236088708043,0.032885073183459096
28,0.17237725666314363,0.03273299740714409
29,0.11981383862048388,0.020734998479439947
30,0.15851138983145358,0.027925031145497468
31,0.13047195138931275,0.022810921140049432
32,0.12771823070719837,0.020919931136800823
33,0.14132462067976595,0.02458798977740557
34,0.1335056206986308,0.021188917832669525
35,0.14031867809966206,0.023584251461680906
36,0.15282292214334012,0.02647292941259004
37,0.1672731717377901,0.030724458444700564
38,0.16073903260231018,0.030260019514057716
39,0.14439546154364943,0.025418157674090024
40,0.16043851772025228,0.030434157059368083
41,0.09751816459298134,0.01515766617312665
42,0.05974351095706224,0.0065118524044241784
43,0.1487622261404991,0.026379811475094182
44,0.1372285305686295,0.024382220773064695
45,0.14174424513578415,0.02379093938583963
46,0.11858341965973378,0.0199537117240774
47,0.09482309008464217,0.013466661909177993
48,0.16830128862261773,0.030472342695868286
49,0.1384750305376947,0.024524925144717533
50,0.08358993734046817,0.012210435794435884
