block,m2,Rp,C1
1,0.12256734783114807,0.8616,365271.5146666667
2,0.12348467071122626,0.8725333333333334,366136.28106666665
3,0.12317819927598951,0.8802666666666666,366235.552
4,0.12163038044237376,0.8717333333333334,363911.74693333334
5,0.12459863686639194,0.8869333333333334,367560.2896
6,0.12108208757416385,0.8714666666666666,362811.44053333334
7,0.11972721995154086,0.8432,360868.8114666667
8,0.12351181093287887,0.8925333333333333,366849.39866666665
9,0.12237617317991487,0.8712,365044.53626666666
10,0.12285360820037215,0.8858666666666667,366067.9976
11,0.12351538984023888,0.8872,367018.5405333333
12,0.12252306095903817,0.8714666666666666,364929.82453333336
13,0.11955538270001805,0.84,360583.456
14,0.12280972327293421,0.8829333333333333,365942.06666666665
15,0.12143129033186803,0.8922666666666667,363967.1645333333
16,0.12085998166207962,0.8602666666666666,362716.9341333333
17,0.12212380746363488,0.8784,364821.30586666666
18,0.12194502543967004,0.876,364036.4949333333
19,0.12397244412412692,0.8858666666666667,367139.672
20,0.12064108911687606,0.8538666666666667,362354.1528
