block,m2,Rp,C1
1,0.1035477623624727,-0.2878,19754.9676
2,0.10181560074351728,-0.3164,19591.0454
3,0.10256679166853427,-0.311,19733.5018
4,0.10491739615220577,-0.2816,19930.8056
5,0.1053383588835597,-0.2792,20006.425
6,0.10389474418219179,-0.2932,19864.2808
7,0.10397350838407875,-0.282,19858.446
8,0.09854157074969262,-0.3864,19260.091
9,0.10112134800571948,-0.332,19479.0546
10,0.09927455334831028,-0.3704,19313.2746
11,0.10222515968643128,-0.3218,19724.6774
12,0.10494717721696943,-0.2838,19944.7626
13,0.10294185873754323,-0.2716,19794.912
14,0.10170247474703938,-0.3454,19553.811
15,0.10351564516834914,-0.2848,19712.584
16,0.1025500644646585,-0.2908,19714.5882
17,0.10302511032167821,-0.3124,19705.949
18,0.10213341461438685,-0.2984,19645.2394
19,0.10336717795729637,-0.2858,19750.0842
20,0.10216830573286861,-0.3224,19646.2926
