block,m2,Rp,C1
1,0.1018464965838939,-0.3246,19631.522
2,0.10313634901046753,-0.2994,19811.9014
3,0.10411046157926321,-0.3116,19946.2448
4,0.10739330884702504,-0.2148,20316.0572
5,0.10532250484135001,-0.1954,20075.9462
6,0.10001454437207431,-0.3412,19368.3686
7,0.10270035776030272,-0.2936,19727.059
8,0.10781457225047052,-0.2314,20316.8402
9,0.1003445067672059,-0.342,19457.1676
10,0.09935879459697754,-0.3466,19409.736
11,0.09771082188580185,-0.4066,19172.8456
12,0.10010125380158424,-0.3482,19476.6884
13,0.1079477075913921,-0.2312,20207.1578
14,0.10137264801319688,-0.3226,19600.8796
15,0.10175130959469825,-0.307,19652.4828
16,0.10303444801419974,-0.3124,19697.519
17,0.10314945375565439,-0.2896,19795.5394
18,0.10831942052617669,-0.202,20232.7702
19,0.09944254806432873,-0.3652,19324.6554
20,0.10174127629194409,-0.2926,19647.2768
