block,m2,Rp,C1
1,0.16795528611470945,0.9918,107253.996
2,0.16786870018055197,0.9924,107220.055
3,0.16821713836077834,0.9954,107389.6864
4,0.16803132576530333,0.9938,107330.3328
5,0.1678618881964707,0.9926,107197.5712
6,0.1684895945364493,0.9944,107421.4668
7,0.16650901013578986,0.991,106847.436
8,0.16830853918200592,0.9944,107364.791
9,0.16748625831014943,0.9934,107117.5504
10,0.16878378905807623,0.9918,107525.9878
11,0.1682787822710583,0.9946,107324.93
12,0.16650794073161668,0.9932,106872.3998
13,0.16711463970401091,0.9916,107005.5312
14,0.16821147393935826,0.9952,107354.361
15,0.16791680650351337,0.9932,107303.3404
16,0.1677649430615944,0.9914,107159.7388
17,0.16821096043495928,0.993,107322.2804
18,0.16939878579251236,0.9936,107688.6204
19,0.1672798507247586,0.992,107061.7406
20,0.16932135059337597,0.9944,107711.7804
