distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000002087100777,2.0871007766487537e-07,2.0871007766487537e-07
2,0.14865088937534013,0.14865041794602335,4.7142931677846e-07,3.171385780196119e-06
3,0.04874348196120343,0.04874501891324501,1.5369520415808857e-06,3.153143722486214e-05
4,0.02209708691207961,0.02209455617789553,2.530734184082173e-06,0.00011452795538848696
5,0.011962790249769765,0.011964448129012399,1.6578792426339556e-06,0.00013858633379163886
6,0.007245761944783737,0.0072461826121752145,4.206673914772599e-07,5.805702625658308e-05
7,0.004742205719235527,0.0047415178343927,6.878848428275644e-07,0.00014505588402403927
8,0.0032847516220848223,0.0032843717674718026,3.7985461301967907e-07,0.00011564180696821955
9,0.002375927033702164,0.0023760386242256963,1.1159052353253845e-07,4.696715090558079e-05
10,0.0017782794100389228,0.001778539675785175,2.6026574625223446e-07,0.00014635818464913666
11,0.001368264678315456,0.0013684276735134056,1.6299519794960547e-07,0.00011912548831581153
12,0.0010770889572940968,0.0010771066411244179,1.768383032108717e-08,1.6418170663928398e-05
13,0.0008642826227200463,0.0008642103004820679,7.232223797842916e-08,8.3678921775401e-05
14,0.0007049330977651856,0.0007048402617377096,9.283602747601951e-08,0.00013169480589056318
15,0.0005831080507453127,0.0005830390616346069,6.898911070587002e-08,0.00011831273915304381
16,0.00048828125,0.00048825107631535327,3.0173684646727424e-08,6.179570615649776e-05
17,0.00041330005798268486,0.0004133040808712795,4.0228885946199874e-09,9.733578587565855e-06
18,0.00035318366665074033,0.000353208906763951,2.5240113210687077e-08,7.146455398133336e-05
19,0.00030438804926809216,0.00030442099025109246,3.294098300030265e-08,0.00010822035582379131
20,0.00026434281586014104,0.0002643732932957547,3.047743561365203e-08,0.00011529511598218384
21,0.00023115161893187263,0.00023117384744507653,2.2228513203904508e-08,9.616421164004878e-05
22,0.0002033937613324562,0.00020340578123073517,1.2019898278960162e-08,5.909669106965921e-05
23,0.00017999003066448938,0.00017999254493046698,2.5142659775987883e-09,1.396891799127202e-05
24,0.00016011023143812524,0.00016010541206876684,4.819369358395522e-09,3.0100320979536976e-05
25,0.00014310835055998653,0.00014309888436418635,9.466195800177579e-09,6.614705405475026e-05
26,0.00012847638053898645,0.00012846482904330358,1.1551495682871971e-08,8.991143457194954e-05
27,0.00011581095650839697,0.00011579940223066235,1.1554277734628364e-08,9.976843368693368e-05
28,0.00010478893193290843,0.00010477884269138063,1.0089241527804394e-08,9.628155704711328e-05
29,9.514927988462354e-05,9.51415172440643e-05,7.762640559240115e-09,8.158380776662699e-05
30,8.66795303452117e-05,8.667443923802459e-05,5.091107187113171e-09,5.8734826629046345e-05
31,7.92055003783212e-05,7.920303325520136e-05,2.4671231198388974e-09,3.114838121159268e-05
32,7.25834420778028e-05,7.258328682708108e-05,1.552507217157965e-10,2.138927519438689e-06
33,6.669398466562124e-05,6.669567852043741e-05,1.6938548161749695e-09,2.5397415144219163e-05
34,6.143742119800576e-05,6.144044232178622e-05,3.0211237804657733e-09,4.917400049603381e-05
35,5.6730012340473174e-05,5.6733847051746866e-05,3.834711273692536e-09,6.759581243659838e-05
36,5.250106616047621e-05,5.2505253482963704e-05,4.18732248749315e-09,7.975690388256238e-05
37,4.869061486110715e-05,4.869477196736065e-05,4.157106253505039e-09,8.537797818662653e-05
38,4.524755423892675e-05,4.525138700978192e-05,3.832770855170331e-09,8.470669674059366e-05
39,4.2128144429936165e-05,4.213144725736783e-05,3.3028274316621985e-09,7.839954681970794e-05
40,3.929479467759173e-05,3.929744314109354e-05,2.6484635018127287e-09,6.73998559743854e-05
41,3.6715072828822024e-05,3.6717012207576104e-05,1.9393787540798128e-09,5.2822413375614057e-05
42,3.436089373477257e-05,3.436212562457194e-05,1.2318897993636685e-09,3.585150633369642e-05
43,3.220785090659961e-05,3.220841957368791e-05,5.686670882993662e-10,1.765616370829767e-05
44,3.023466351546528e-05,3.0234643078449526e-05,2.043701575430313e-11,6.759465255450726e-07
45,2.8422716752936642e-05,2.842219985085542e-05,5.169020812202348e-10,1.8186230602562943e-05
46,2.6755678136971087e-05,2.6754766412645253e-05,9.11724325834126e-10,3.407591918121867e-05
47,2.5219175892585318e-05,2.5217972383387544e-05,1.2035091977737305e-09,4.772198754232782e-05
48,2.380052830136886e-05,2.37991316689748e-05,1.3966323940619197e-09,5.868073079628211e-05
49,2.248851508355014e-05,2.2487015514125263e-05,1.4995694248788518e-09,6.668156698241735e-05
50,2.1273183587779955e-05,2.127166013972383e-05,1.5234480561255052e-09,7.161354340027536e-05
51,2.014568392084333e-05,2.0144203076015834e-05,1.4808448274955782e-09,7.350680340831971e-05
52,1.9098128230844975e-05,1.9096743406786442e-05,1.3848240585330527e-09,7.251098336937822e-05
53,1.8123470223124363e-05,1.812222202002155e-05,1.2482031028142695e-09,6.88721910013483e-05
54,1.7215401684382046e-05,1.721431866526845e-05,1.0830191135958003e-09,6.290989507252242e-05
55,1.63682633528565e-05,1.6367363184286865e-05,9.00168569634781e-10,5.499475113697315e-05
56,1.5576967928518818e-05,1.557625873859574e-05,7.091899230787519e-10,4.5528110883527215e-05
57,1.4836933388705148e-05,1.4836415227793763e-05,5.181609113846374e-10,3.4923720273563785e-05
58,1.4144025078272452e-05,1.4143691393754074e-05,3.336845183778375e-10,2.3591906584670286e-05
59,1.3494505292537387e-05,1.3494344351850328e-05,1.6094068705869633e-10,1.1926386597343316e-05
60,1.2884989276452504e-05,1.2884985492191481e-05,3.784261022693968e-12,2.936953179782429e-07
