Lmax,Lmin,b,beta,decaying_chi2,decaying_reduced_chi2,delta_AICc_ordered_minus_decaying,ordered_chi2,ordered_g0,ordered_reduced_chi2,p_shared_from_M2,residual_at_largest_L,residual_at_smallest_L,rho,warning
8192,64,149.0,1,10.451112012682927,1.0451112012682926,62.2789360218052,72.73004803448814,0.15718068681508407,7.2730048034488135,0.31641011125504076,0.08553158845936759,-0.3763851482798518,-0.8,"b uncertainty omitted; rho is assumed, not measured."
8192,64,149.0,1,10.544392214759082,1.0544392214759082,62.867094648901684,73.41148686366077,0.15718400026898988,7.341148686366077,0.31641011125504076,0.08553158845936759,-0.3763851482798518,-0.6000000000000001,"b uncertainty omitted; rho is assumed, not measured."
8192,64,149.0,1,10.639354650596804,1.0639354650596804,63.46648988177103,74.10584453236784,0.1571873780964574,7.410584453236784,0.31641011125504076,0.08553158845936759,-0.3763851482798518,-0.4,"b uncertainty omitted; rho is assumed, not measured."
8192,64,149.0,1,10.736045302174434,1.0736045302174433,64.0774474496535,74.81349275182794,0.15719082219383312,7.481349275182794,0.31641011125504076,0.08553158845936759,-0.3763851482798518,-0.19999999999999996,"b uncertainty omitted; rho is assumed, not measured."
8192,64,149.0,1,10.834511845095196,1.0834511845095196,64.70030581793196,75.53481766302717,0.15719433453276102,7.553481766302717,0.31641011125504076,0.08553158845936759,-0.3763851482798518,0.0,"b uncertainty omitted; rho is assumed, not measured."
8192,64,149.0,1,10.934803727406049,1.0934803727406048,65.33541681790449,76.27022054531054,0.15719791716396256,7.627022054531054,0.31641011125504076,0.08553158845936759,-0.3763851482798518,0.19999999999999996,"b uncertainty omitted; rho is assumed, not measured."
8192,64,149.0,1,11.036972252867397,1.1036972252867396,65.98314631435073,77.02011856721813,0.1572015722212443,7.702011856721813,0.31641011125504076,0.08553158845936759,-0.3763851482798518,0.40000000000000013,"b uncertainty omitted; rho is assumed, not measured."
8192,64,149.0,1,11.141070668964902,1.1141070668964903,66.64387491360586,77.78494558257077,0.15720530192575352,7.778494558257077,0.31641011125504076,0.08553158845936759,-0.3763851482798518,0.6000000000000001,"b uncertainty omitted; rho is assumed, not measured."
8192,64,149.0,1,11.247154259993213,1.1247154259993213,67.31799871500124,78.56515297499445,0.157209108590497,7.8565152974994446,0.31641011125504076,0.08553158845936759,-0.3763851482798518,0.8,"b uncertainty omitted; rho is assumed, not measured."
8192,64,175.0,2,27.72545358882783,2.772545358882783,-0.3676722254388025,27.357781363389023,0.5486972603285706,2.735778136338902,0.10218888921727108,0.5083862004790674,0.22920539369294302,-0.8,"b uncertainty omitted; rho is assumed, not measured."
