block,m2,Rp,C1
1,0.14615964155197145,-0.7416,1418.8962
2,0.14523270874023436,-0.7598,1420.3442
3,0.14629794788360595,-0.7304,1418.2372
4,0.15721770057678222,-0.6754,1478.4296
5,0.14805668330192565,-0.7488,1423.7692
6,0.1462693379878998,-0.7514,1422.4562
7,0.15048812398910522,-0.7332,1439.8224
8,0.14516789503097535,-0.7374,1415.9064
9,0.14819824800491332,-0.7688,1431.7538
10,0.1481699420452118,-0.7274,1430.349
11,0.14475158514976502,-0.7676,1410.0626
12,0.1551331400871277,-0.6632,1469.9924
13,0.14813123726844787,-0.737,1437.3158
14,0.14620438618659973,-0.7336,1421.8956
15,0.14760704917907716,-0.7448,1429.9008
16,0.15069058542251587,-0.6856,1442.3934
17,0.15187067079544067,-0.6836,1447.8976
18,0.1491262237071991,-0.7464,1438.9626
19,0.15084129538536073,-0.7076,1441.7936
20,0.14941945071220397,-0.7354,1435.3892
