n_particles,energy,sector_gap,ground_multiplicity,residual,q_a_sq,q_b_sq,q_cross,channel_balance,commutator_sq,nematic_sq,bond_sq,mode,variant,m,t,g_a,g_b_over_g_a,v_asymmetry,mu,grand_energy,density,charge_gap,fidelity_previous_g
5,-2.97799526915084,0.00014118167633991874,1,7.691793412653751e-16,1.7701212509714237,0.5925925925925928,-3.04040347880461e-28,-0.4983797177074129,9.739023521247059e-33,0.1426683767995512,2.3627138435640163,m3,commuting,3,0.0,1.0,0.0,0.15,0.0,-2.97799526915084,0.5555555555555556,0.4500000000000002,nan
5,-3.2002174913730603,0.00014118167633547785,1,1.9016712861730545e-15,1.770121250971422,0.5925925925925921,4.662906924194723e-16,-0.4983797177074129,1.4608535281870588e-32,0.14266837679955108,2.3627138435640145,m3,commuting,3,0.0,1.0,0.25,0.15,0.0,-3.2002174913730603,0.5555555555555556,0.8388888888888859,0.9999999999999994
5,-3.422439713595283,0.00014118167633636602,1,1.386472751360118e-15,1.770121250971423,0.5925925925925927,1.2567651866918185e-16,-0.4983797177074127,1.2173779401558823e-32,0.1426683767995512,2.362713843564016,m3,commuting,3,0.0,1.0,0.5,0.15,0.0,-3.422439713595283,0.5555555555555556,1.2277777777777708,0.9999999999999992
4,-4.155555555555556,0.8775739384871235,1,1.8459966430726635e-15,3.2898565298918834e-31,2.3703703703703756,-1.4385577761584612e-32,1.0,2.2845017357133905e-63,0.19753086419753121,2.3703703703703756,m3,commuting,3,0.0,1.0,1.0,0.15,0.0,-4.155555555555556,0.4444444444444444,1.2953650830803625,nan
4,-7.711111111111112,2.549999999999998,1,1.9998886701106153e-15,5.426305651278998e-32,2.370370370370369,1.1519561764896924e-32,1.0,6.988036362152887e-64,0.19753086419753074,2.370370370370369,m3,commuting,3,0.0,1.0,2.0,0.15,0.0,-7.711111111111112,0.4444444444444444,3.762249241120088,1.0000000000000004
5,-4.553017675476827,1.3160254037844372,1,1.1112795527013298e-15,1.7729782059370107,0.592592592592593,1.0245500143022237,-0.49898553620890324,1.4608535281870588e-32,0.1441316747910936,4.414670827134051,m3,commuting,3,0.25,1.0,0.0,0.15,0.0,-4.553017675476827,0.5555555555555556,1.316025403784435,nan
5,-4.775239897699049,1.482692070451106,1,3.0033650252828447e-15,1.7729782059370125,0.5925925925925937,1.0245500143022246,-0.49898553620890324,1.9478047042494118e-32,0.14413167479109373,4.414670827134056,m3,commuting,3,0.25,1.0,0.25,0.15,0.0,-4.775239897699049,0.5555555555555556,1.704914292673326,1.0000000000000009
5,-4.997462119921279,1.6493587371177765,1,6.781082983967314e-15,1.7729782059370127,0.5925925925925939,1.0245500143022248,-0.49898553620890307,1.9478047042494118e-32,0.14413167479109368,4.4146708271340565,m3,commuting,3,0.25,1.0,0.5,0.15,0.0,-4.997462119921279,0.5555555555555556,2.0938031815622278,1.0000000000000013
5,-5.4419065643657145,0.756647041672216,1,2.853854196135592e-15,1.7729782059370112,0.5925925925925932,1.024550014302224,-0.49898553620890324,1.4608535281870588e-32,0.14413167479109365,4.414670827134052,m3,commuting,3,0.25,1.0,1.0,0.15,0.0,-5.4419065643657145,0.5555555555555556,1.0812097989135303,1.000000000000001
4,-8.865811649490357,2.7321392588119577,1,8.153281635925025e-15,9.695719912877808e-32,2.370370370370371,4.532661267757227e-32,1.0,6.237785638940001e-64,0.19753086419753085,2.370370370370371,m3,commuting,3,0.25,1.0,2.0,0.15,0.0,-8.865811649490357,0.4444444444444444,3.831794318181906,nan
