block,m2,Rp,C1
1,0.28463154225349424,0.0026,2092.6264
2,0.2797394726753235,-0.0672,2074.8268
3,0.28031303176879885,-0.0628,2067.6986
4,0.2840528549671173,-0.0098,2098.9182
5,0.26813543243408205,-0.1224,2030.2414
6,0.27829414486885073,-0.0746,2070.4936
7,0.2818733802318573,-0.0072,2090.438
8,0.2744697855472565,-0.0956,2048.503
9,0.2909481077671051,0.034,2122.5126
10,0.2865940488815308,-0.0004,2105.7716
11,0.28369958810806273,-0.0124,2086.1866
12,0.28052662863731387,-0.0432,2081.654
13,0.2848252552986145,-0.014,2096.1328
14,0.28492009997367856,0.0094,2106.845
15,0.2810086885929108,-0.0348,2080.4724
16,0.28524282302856446,-0.0246,2094.9754
17,0.28386168065071105,-0.021,2092.4498
18,0.2756100046634674,-0.0692,2051.2146
19,0.26913893671035766,-0.1324,2035.0948
20,0.2796910184383392,-0.0712,2068.6244
