block,m2,Rp,C1
1,0.03649713004335967,-0.41,746031.268
2,0.03789190357650773,-0.315,773673.636
3,0.03340119879613007,-0.547,708340.295
4,0.035859877062885286,-0.413,740988.478
5,0.038820959113313847,-0.253,780935.963
6,0.0350814191538866,-0.49,727760.185
7,0.041619394724722494,-0.189,810185.438
8,0.040873760367666594,-0.177,799408.364
9,0.037736601493213354,-0.394,761180.355
10,0.037773053581204065,-0.351,766590.7
11,0.03513524626368417,-0.561,730615.149
12,0.03802974355115657,-0.331,763088.443
13,0.03214533624292858,-0.616,697690.718
14,0.035980723784718976,-0.463,742175.258
15,0.03469229298115306,-0.527,720216.241
16,0.039844107626060124,-0.271,775831.776
17,0.03369257424135526,-0.502,716242.545
18,0.042094931687900045,-0.127,812808.389
19,0.03842681277815223,-0.313,772458.439
20,0.03980695277901873,-0.255,783700.025
