distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,0.9999999999999818,1.8207657603852567e-14,1.8207657603852567e-14
2,0.14865088937534013,0.14865088939624216,2.0902030106739744e-11,1.4061153750626134e-10
3,0.04874348196120343,0.048743481800306826,1.6089660159757102e-10,3.3008844490353404e-09
4,0.02209708691207961,0.022097087737565628,8.254860163481315e-10,3.7357232635803705e-08
5,0.011962790249769765,0.011962787677608638,2.5721611264517552e-09,2.1501347701898048e-07
6,0.007245761944783737,0.007245766692074338,4.747290600556897e-09,6.551816961050586e-07
7,0.004742205719235527,0.004742201166662975,4.552572552447842e-09,9.60011611048739e-07
8,0.0032847516220848223,0.0032847524088357085,7.867508862273442e-10,2.395160964188811e-07
9,0.002375927033702164,0.002375929024507976,1.9908058123026262e-09,8.379069660235136e-07
10,0.0017782794100389228,0.0017782791252121063,2.8482681642925944e-10,1.6016988940057806e-07
11,0.001368264678315456,0.0013682635487902693,1.129525186707378e-09,8.255165865262246e-07
12,0.0010770889572940968,0.0010770885564002546,4.008938422114111e-10,3.7220123695126506e-07
13,0.0008642826227200463,0.0008642830044795238,3.817594775457761e-10,4.4170676062456663e-07
14,0.0007049330977651856,0.0007049336338879287,5.361227430967022e-10,7.605299634764569e-07
15,0.0005831080507453127,0.0005831082986375088,2.4789219602808915e-10,4.251222319966945e-07
16,0.00048828125,0.00048828115959768676,9.040231323947934e-11,1.8514393751445368e-07
17,0.00041330005798268486,0.0004132998015764753,2.5640620957825475e-10,6.2038754804384e-07
18,0.00035318366665074033,0.00035318343302264625,2.3362809408421226e-10,6.614917849959484e-07
19,0.00030438804926809216,0.0003043879401232106,1.0914488155497684e-10,3.5857150705298104e-07
20,0.00026434281586014104,0.00026434283851558605,2.2655445011329767e-11,8.570478807079194e-08
21,0.00023115161893187263,0.00023115172468434004,1.0575246741132381e-10,4.575026032696412e-07
22,0.0002033937613324562,0.00020339388811028012,1.2677782391598558e-10,6.233122544440365e-07
23,0.00017999003066448938,0.00017999013071229566,1.0004780627548802e-10,5.558519319438434e-07
24,0.00016011023143812524,0.00016011028145291548,5.001479024230142e-11,3.123772278202576e-07
25,0.00014310835055998653,0.00014310834947707,1.0829165255493711e-12,7.567109265894631e-09
26,0.00012847638053898645,0.00012847634158535758,3.895362886961219e-11,3.03196811010656e-07
27,0.00011581095650839697,0.00011581089854212812,5.7966268856299644e-11,5.00524912356602e-07
28,0.00010478893193290843,0.0001047888727872427,5.914566572780538e-11,5.644266492349941e-07
29,9.514927988462354e-05,9.514923256037084e-05,4.7324252698023594e-11,4.973684798813844e-07
30,8.66795303452117e-05,8.667950175932159e-05,2.858589011117338e-11,3.2978824409092457e-07
31,7.92055003783212e-05,7.920549189037943e-05,8.48794176762889e-12,1.0716353949014464e-07
32,7.25834420778028e-05,7.258345095964599e-05,8.881843191151963e-12,1.2236734628307432e-07
33,6.669398466562124e-05,6.669400584216991e-05,2.1176548673797722e-11,3.17518120711621e-07
34,6.143742119800576e-05,6.14374488200304e-05,2.7622024649119267e-11,4.4959609486369315e-07
35,5.6730012340473174e-05,5.6730040966356915e-05,2.8625883740783682e-11,5.045985812409383e-07
36,5.250106616047621e-05,5.250109148685975e-05,2.5326383541355788e-11,4.823975091085286e-07
37,4.869061486110715e-05,4.869063404482565e-05,1.918371850397971e-11,3.939921185777259e-07
38,4.524755423892675e-05,4.524756590367886e-05,1.1664752111006493e-11,2.5779851104021076e-07
39,4.2128144429936165e-05,4.212814846503218e-05,4.035096014915959e-12,9.578147980447553e-08
40,3.929479467759173e-05,3.9294791927142725e-05,2.7504490045650136e-12,6.999525069750488e-08
41,3.6715072828822024e-05,3.671506474935957e-05,8.07946245307391e-12,2.2005846184053817e-07
42,3.436089373477257e-05,3.436088207559584e-05,1.1659176730083494e-11,3.393152931375772e-07
43,3.220785090659961e-05,3.220783744506228e-05,1.3461537325110389e-11,4.1795826005739575e-07
44,3.023466351546528e-05,3.023464986142045e-05,1.3654044830679413e-11,4.5160234125626226e-07
45,2.8422716752936642e-05,2.842270422345096e-05,1.2529485681942419e-11,4.408264625389081e-07
46,2.6755678136971087e-05,2.6755667693968373e-05,1.044300271461191e-11,3.903097750373119e-07
47,2.5219175892585318e-05,2.5219168131525382e-05,7.761059935722844e-12,3.077443913623153e-07
48,2.380052830136886e-05,2.380052347746131e-05,4.823907549453277e-12,2.02680692141436e-07
49,2.248851508355014e-05,2.2488513162419e-05,1.921131141538815e-12,8.542721181907117e-08
50,2.1273183587779955e-05,2.1273184309135815e-05,7.213558601089267e-13,3.390916348427032e-08
51,2.014568392084333e-05,2.0145686865963e-05,2.945119669650999e-12,1.461910988588424e-07
52,1.9098128230844975e-05,1.90981328870553e-05,4.6562103267000846e-12,2.4380453782795003e-07
53,1.8123470223124363e-05,1.8123476040744383e-05,5.817620019890005e-12,3.2099923183955703e-07
54,1.7215401684382046e-05,1.7215408123526748e-05,6.4391447021964164e-12,3.7403395054313844e-07
55,1.63682633528565e-05,1.6368269919070313e-05,6.566213813451703e-12,4.011551911098622e-07
56,1.5576967928518818e-05,1.5576974197376694e-05,6.26885787610677e-12,4.0244403820268136e-07
57,1.4836933388705148e-05,1.4836939020322933e-05,5.631617784954135e-12,3.795675047810954e-07
58,1.4144025078272452e-05,1.414402982315797e-05,4.744885518157384e-12,3.354692523450279e-07
59,1.3494505292537387e-05,1.3494508990450702e-05,3.697913315145397e-12,2.740310396699303e-07
60,1.2884989276452504e-05,1.2884991849989395e-05,2.573536891743917e-12,1.9973139569833336e-07
61,1.2312406733035988e-05,1.2312408177558998e-05,1.4445230103900643e-12,1.1732255453470343e-07
62,1.1773968074656286e-05,1.1773968446021035e-05,3.713647482383271e-13,3.154117166647475e-08
63,1.12671347677087e-05,1.1267134169008581e-05,5.987001191576184e-13,5.3136856130759753e-08
64,1.0789593218788873e-05,1.0789591787098457e-05,1.4316904154993825e-12,1.3269178795417915e-07
65,1.033923173212081e-05,1.0339229625979192e-05,2.1061416177839973e-12,2.0370387978062855e-07
66,9.914120136529894e-06,9.91411752468427e-06,2.611845623744333e-12,2.6344704197406693e-07
67,9.512491737934205e-06,9.512488789670065e-06,2.9482641405542773e-12,3.099360526955413e-07
68,9.13272730201093e-06,9.132724179232589e-06,3.1227783403711467e-12,3.4193272580070843e-07
69,8.77334081289099e-06,8.773337663985942e-06,3.148905047912283e-12,3.589174426331965e-07
70,8.432966788685358e-06,8.43296374410663e-06,3.044578727245061e-12,3.610329322451524e-07
71,8.110348964371309e-06,8.110346133800938e-06,2.8305703711240275e-12,3.4900722318591935e-07
72,7.804330177908362e-06,7.804327648818603e-06,2.529089759408594e-12,3.240623732921581e-07
73,7.51384331710893e-06,7.513841154511783e-06,2.1625971472239726e-12,2.8781504430625605e-07
74,7.237903203335731e-06,7.237901450501951e-06,1.7528337806959e-12,2.421742501181933e-07
75,6.97559930401828e-06,6.975597983950199e-06,1.3200680808262625e-12,1.8924081262320214e-07
76,6.7260891796754026e-06,6.72608829713049e-06,8.825449128351871e-13,1.31212193186796e-07
77,6.488592582935514e-06,6.488592126816435e-06,4.561190783928951e-13,7.029553367126984e-08
78,6.262386137242792e-06,6.262386083192485e-06,5.4050307388446225e-14,8.63094453199009e-09
79,6.046798531761851e-06,6.0467988448267074e-06,3.130648562247153e-13,5.177365420400369e-08
80,5.841206176645393e-06,5.841206813894555e-06,6.372491620284669e-13,1.090954749339869e-07
81,5.645029269476762e-06,5.645030182489529e-06,9.130127667219884e-13,1.6173747258650007e-07
82,5.457728229484779e-06,5.457729366640463e-06,1.1371556840156054e-12,2.0835696396025115e-07
83,5.278800461172313e-06,5.2788017696969626e-06,1.308524649752511e-12,2.478829535947102e-07
84,5.107777413405496e-06,5.107778841147486e-06,1.4277419900504814e-12,2.795231417687339e-07
85,4.944221903864541e-06,4.944223400785913e-06,1.49692137229137e-12,3.0276176947505833e-07
86,4.7877256821343866e-06,4.787727201517118e-06,1.5193827311005118e-12,3.1734957931490454e-07
87,4.637907207677644e-06,4.6379087070538014e-06,1.4993761576287748e-12,3.2328722643408874e-07
88,4.494409621538062e-06,4.494411063360253e-06,1.4418221907806024e-12,3.208034674612473e-07
89,4.356898892916898e-06,4.356900244990819e-06,1.3520739203874807e-12,3.103294232018043e-07
90,4.2250621237874115e-06,4.2250633594918925e-06,1.2357044810410323e-12,2.9247013294406367e-07
91,4.098605996498885e-06,4.09860709482086e-06,1.0983219753940413e-12,2.679745201983921e-07
92,3.977255350901096e-06,3.97725629631366e-06,9.454125646951063e-13,2.3770476906415163e-07
93,3.860751878918791e-06,3.860752661130269e-06,7.822114783762675e-13,2.0260599564749212e-07
94,3.7488529257459447e-06,3.74885353934677e-06,6.136008254571516e-13,1.6367695335368687e-07
95,3.641330387930771e-06,3.6413308319632894e-06,4.4403251835841936e-13,1.2194238672496459e-07
96,3.537969699601434e-06,3.537969977075642e-06,2.7747420763577575e-13,7.842752516140381e-08
97,3.4385688989539476e-06,3.4385690163297684e-06,1.1737582079042138e-13,3.413507893534675e-08
98,3.34293776790048e-06,3.342937734554641e-06,3.3345838907510895e-14,9.975010371926137e-09
