distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.000000000000008,7.993605777301127e-15,7.993605777301127e-15
2,0.14865088937534013,0.1486508893750925,2.4763524564264117e-13,1.66588472281096e-12
3,0.04874348196120343,0.048743481964391336,3.1879082706964823e-12,6.540173459979419e-11
4,0.02209708691207961,0.022097086888971176,2.31084353041755e-11,1.0457684035963593e-09
5,0.011962790249769765,0.011962790354061757,1.0429199170935988e-10,8.718032292789474e-09
6,0.007245761944783737,0.007245761639733255,3.0505048227019715e-10,4.2100538852205135e-08
7,0.004742205719235527,0.004742206285276267,5.660407394539324e-10,1.1936233326148947e-07
8,0.0032847516220848223,0.0032847510269294953,5.951553269309406e-10,1.811873150254196e-07
9,0.002375927033702164,0.00237592723104279,1.973406260451227e-10,8.305836974194742e-08
10,0.0017782794100389228,0.0017782796172657802,2.0722685741859925e-10,1.1653222561580663e-07
11,0.001368264678315456,0.0013682645757387459,1.0257671014674008e-10,7.49684704811848e-08
12,0.0010770889572940968,0.0010770888259737012,1.3132039552998798e-10,1.2192158747954859e-07
13,0.0008642826227200463,0.0008642826239829031,1.2628567896272314e-12,1.4611618427000226e-09
14,0.0007049330977651856,0.0007049331741285927,7.636340702572159e-11,1.0832716929849471e-07
15,0.0005831080507453127,0.0005831081052267467,5.448143401264732e-11,9.343282766034639e-08
16,0.00048828125,0.00048828124856860013,1.4313998662578153e-12,2.931506926096006e-09
17,0.00041330005798268486,0.0004133000220008485,3.5981836379785775e-11,8.705983869301375e-08
18,0.00035318366665074033,0.00035318363072772355,3.592301678562518e-11,1.017119991031439e-07
19,0.00030438804926809216,0.00030438803381299055,1.545510160821939e-11,5.077433770932048e-08
20,0.00026434281586014104,0.00026434282234340755,6.483266506117358e-12,2.452597958836731e-08
21,0.00023115161893187263,0.0002311516375702511,1.8638378465390612e-11,8.06326970648815e-08
22,0.0002033937613324562,0.00020339378045938514,1.9126928936085558e-11,9.403891648781566e-08
23,0.00017999003066448938,0.00017999004249855263,1.1834063243232329e-11,6.574843728590517e-08
24,0.00016011023143812524,0.00016011023360429643,2.166171186651286e-12,1.3529248987991159e-08
25,0.00014310835055998653,0.00014310834486932334,5.690663191322207e-12,3.9764717915163584e-08
26,0.00012847638053898645,0.00012847637080604338,9.732943075622946e-12,7.575667243108131e-08
27,0.00011581095650839697,0.0001158109466154769,9.89292007417663e-12,8.542300635829162e-08
28,0.00010478893193290843,0.0001047889246566103,7.27629813498075e-12,6.943765911880302e-08
29,9.514927988462354e-05,9.514927650356837e-05,3.381055174332334e-12,3.5534217163095154e-08
30,8.66795303452117e-05,8.667953080434094e-05,4.591292352817272e-13,5.296858825298079e-09
31,7.92055003783212e-05,7.920550373250955e-05,3.354188346342546e-12,4.234792192867199e-08
32,7.25834420778028e-05,7.258344698889038e-05,4.9110875820690056e-12,6.766126600616116e-08
33,6.669398466562124e-05,6.669398981335714e-05,5.147735902366439e-12,7.71844106807423e-08
34,6.143742119800576e-05,6.143742554591439e-05,4.34790862981118e-12,7.076971241677559e-08
35,5.6730012340473174e-05,5.673001525500388e-05,2.9145307044523006e-12,5.1375463960069905e-08
36,5.250106616047621e-05,5.25010674136516e-05,1.2531753859992313e-12,2.386952261443112e-08
37,4.869061486110715e-05,4.8690614558251656e-05,3.02855491878494e-13,6.219997277553531e-09
38,4.524755423892675e-05,4.524755271109014e-05,1.5278366069580544e-12,3.376616996557235e-08
39,4.2128144429936165e-05,4.21281421218479e-05,2.3080882636996453e-12,5.478732317627365e-08
40,3.929479467759173e-05,3.929479205116173e-05,2.6264299979664174e-12,6.683913275322868e-08
41,3.6715072828822024e-05,3.671507029225291e-05,2.5365691128488924e-12,6.908794991842254e-08
42,3.436089373477257e-05,3.436089159965827e-05,2.1351143035118654e-12,6.213791527055567e-08
43,3.220785090659961e-05,3.22078493703051e-05,1.5362945087631953e-12,4.769937967045166e-08
44,3.023466351546528e-05,3.023466266335309e-05,8.521121904869061e-13,2.8183286711659407e-08
45,2.8422716752936642e-05,2.8422716574095244e-05,1.7884139807099186e-13,6.2921992864216235e-09
46,2.6755678136971087e-05,2.6755678547417114e-05,4.104460268026817e-13,1.53405204196834e-08
47,2.5219175892585318e-05,2.521917676092837e-05,8.68343052762852e-13,3.443185679267788e-08
48,2.380052830136886e-05,2.380052947323512e-05,1.1718662573255347e-12,4.923698509911379e-08
49,2.248851508355014e-05,2.2488516402375883e-05,1.3188257418376894e-12,5.864441191149973e-08
50,2.1273183587779955e-05,2.1273184910738937e-05,1.3229589814053519e-12,6.218904546874239e-08
51,2.014568392084333e-05,2.0145685129580498e-05,1.2087371678386454e-12,5.999980802776567e-08
52,1.9098128230844975e-05,1.909812923733434e-05,1.0064893661348648e-12,5.270094293896852e-08
53,1.8123470223124363e-05,1.81234709713708e-05,7.482464355144242e-13,4.1286046562965114e-08
54,1.7215401684382046e-05,1.721540214888577e-05,4.645037237065597e-13,2.698186962015306e-08
55,1.63682633528565e-05,1.6368263534803866e-05,1.8194736624461971e-13,1.1115862588615258e-08
56,1.5576967928518818e-05,1.5576967850600826e-05,7.791799161178253e-14,5.00212826843713e-09
57,1.4836933388705148e-05,1.4836933089337875e-05,2.993672729823633e-13,2.0177166341547467e-08
58,1.4144025078272452e-05,1.414402460583442e-05,4.724380320953554e-13,3.3401950963810006e-08
59,1.3494505292537387e-05,1.3494504700073122e-05,5.924642642939982e-13,4.390411144761547e-08
60,1.2884989276452504e-05,1.2884988617135815e-05,6.593166886336181e-13,5.116936261937978e-08
61,1.2312406733035988e-05,1.231240605655146e-05,6.764845268973554e-13,5.4943321932522624e-08
62,1.1773968074656286e-05,1.1773967424547791e-05,6.501084952081947e-13,5.521575148547981e-08
63,1.12671347677087e-05,1.1267134179660949e-05,5.880477514977854e-13,5.219141899173108e-08
64,1.0789593218788873e-05,1.078959271975038e-05,4.990384936342206e-13,4.625183577497627e-08
65,1.033923173212081e-05,1.033923134014133e-05,3.919794786606985e-13,3.7911857361987444e-08
66,9.914120136529894e-06,9.914119861168285e-06,2.7536160878598517e-13,2.777468953310125e-08
67,9.512491737934205e-06,9.51249158109007e-06,1.568441353899143e-13,1.6488228290853222e-08
68,9.13272730201093e-06,9.132727259041129e-06,4.2969800149159944e-14,4.705034840983202e-09
69,8.77334081289099e-06,8.773340873886877e-06,6.099588777043908e-14,6.95241289165646e-09
70,8.432966788685358e-06,8.432966939805392e-06,1.5112003411610255e-13,1.7920150512019405e-08
71,8.110348964371309e-06,8.110349189144337e-06,2.2477302849121129e-13,2.7714347370086936e-08
72,7.804330177908362e-06,7.804330458443367e-06,2.8053500481287595e-13,3.594607076043291e-08
73,7.51384331710893e-06,7.513843635166322e-06,3.180573912356095e-13,4.232952136643529e-08
74,7.237903203335731e-06,7.237903541232467e-06,3.378967358396031e-13,4.6684340249794535e-08
75,6.97559930401828e-06,6.975599645353726e-06,3.413354465069997e-13,4.8932777189534684e-08
76,6.7260891796754026e-06,6.72608950987672e-06,3.3020131784698746e-13,4.9092616679061455e-08
77,6.488592582935514e-06,6.488592889630612e-06,3.0669509815762835e-13,4.726681391034047e-08
78,6.262386137242792e-06,6.262386410475541e-06,2.732327490211897e-13,4.363077316428284e-08
79,6.046798531761851e-06,6.046798764068728e-06,2.3230687664320404e-13,3.8418160522956426e-08
80,5.841206176645393e-06,5.841206363015219e-06,1.8636982605915514e-13,3.190605166520375e-08
81,5.645029269476762e-06,5.645029407216156e-06,1.3773939366195417e-13,2.4400120369034195e-08
82,5.457728229484779e-06,5.457728318011595e-06,8.852681584889605e-14,1.622045146378664e-08
83,5.278800461172313e-06,5.278800501758118e-06,4.058580559032198e-14,7.6884523082179e-09
84,5.107777413405496e-06,5.107777408886177e-06,4.519318879086902e-15,8.847916644186238e-10
85,4.944221903864541e-06,4.944221858335811e-06,4.5528729881495495e-14,9.208472185665652e-09
86,4.7877256821343866e-06,4.7877256006463925e-06,8.148799408006944e-14,1.702018860106074e-08
87,4.637907207677644e-06,4.637907095940258e-06,1.1173738546427963e-13,2.4092199447049804e-08
88,4.494409621538062e-06,4.4944094856458805e-06,1.3589218166948315e-13,3.023582474954265e-08
89,4.356898892916898e-06,4.356898739100591e-06,1.5381630769973655e-13,3.530408014512316e-08
90,4.2250621237874115e-06,4.225061958195877e-06,1.6559153442170186e-13,3.9192686301441415e-08
91,4.098605996498885e-06,4.0986058250147675e-06,1.7148411732498606e-13,4.1839619976028776e-08
92,3.977255350901096e-06,3.977255178990584e-06,1.7191051201656798e-13,4.322340328931095e-08
93,3.860751878918791e-06,3.86075171151527e-06,1.6740352085499541e-13,4.336034174303815e-08
94,3.7488529257459447e-06,3.7488527671660177e-06,1.5857992697443759e-13,4.230091980545848e-08
95,3.641330387930771e-06,3.6413302418203087e-06,1.4611046230802375e-13,4.0125571354993894e-08
96,3.537969699601434e-06,3.5379695689087816e-06,1.306926525585872e-13,3.694001465679885e-08
97,3.4385688989539476e-06,3.438568785926999e-06,1.1302694865724457e-13,3.287034576844706e-08
98,3.34293776790048e-06,3.3429376741041464e-06,9.379633359815772e-14,2.8058055551858558e-08
99,3.2508970384694864e-06,3.2508969648200372e-06,7.3649449118708e-14,2.265511587945645e-08
100,3.162277660168379e-06,3.1622776069812e-06,5.31871791211282e-14,1.6819262834211778e-08
101,3.0769201230734517e-06,3.0769200901209266e-06,3.295252508768399e-14,1.0709580934707077e-08
102,2.9946738319078503e-06,2.994673818484314e-06,1.342353632017971e-14,4.482470236709495e-09
103,2.915396526813165e-06,2.9153965318041615e-06,4.990996375545511e-15,1.7119442688645837e-09
104,2.8389537469193966e-06,2.8389537688727834e-06,2.1953386797926274e-14,7.732914571696814e-09
105,2.765218333176702e-06,2.7652183703734904e-06,3.71967886518749e-14,1.3451664270265043e-08
106,2.6940699672349303e-06,2.6940700177580705e-06,5.0523140223334914e-14,1.8753462544697584e-08
107,2.625394743447398e-06,2.62539480524706e-06,6.179966189804416e-14,2.3539188555278054e-08
108,2.5590847713371197e-06,2.5590848422913226e-06,7.095420298603903e-14,2.772639803915738e-08
109,2.4950378060998944e-06,2.4950378840696376e-06,7.79697432072774e-14,3.1249924556917e-08
110,2.4331569049319054e-06,2.433156987810214e-06,8.287830845397849e-14,3.406204847948264e-08
111,2.3733501071622796e-06,2.3733501929168117e-06,8.57545320696743e-14,3.613227218811285e-08
112,2.3155301363454723e-06,2.3155302230545503e-06,8.670907806189064e-14,3.744674996920611e-08
113,2.2596141226263094e-06,2.2596142085084144e-06,8.588210497240969e-14,3.8007420874405954e-08
114,2.2055233438336993e-06,2.205523427270602e-06,8.343690254225371e-14,3.783088615930107e-08
115,2.1531829838889143e-06,2.1531830634427556e-06,7.955384135534282e-14,3.694708807871905e-08
116,2.1025219072323146e-06,2.1025219816570314e-06,7.442471677598971e-14,3.5397831775251166e-08
117,2.053472448079566e-06,2.053472516327129e-06,6.824756298968006e-14,3.323519780044094e-08
118,2.005970213415917e-06,2.0059702746378983e-06,6.122198119285199e-14,3.0519885481548896e-08
