distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.00010339178391,7.616941773735952e-05,7.616734428202309e-05
2,0.1486781971224892,0.14822312926143938,0.0004550678610498182,0.0030607571914186486
3,0.04877093262343844,0.050855145636531984,0.0020842130130935416,0.042734737700953984
4,0.02212473895190495,0.021530353182901578,0.0005943857690033708,0.026865210491091192
5,0.011990703446034532,0.0112993717853697,0.0006913316606648318,0.057655638284796654
6,0.007273997797641701,0.0069856137275688904,0.00028838407007281044,0.0396458836111151
7,0.004770827877587333,0.004750611819165965,2.0216058421367554e-05,0.004237431938456574
8,0.0033138263394606174,0.00339760256718553,8.377622772491253e-05,0.025280814123334102
9,0.0024055236591666437,0.0025023266991632113,9.68030399965676e-05,0.040241982084725576
10,0.0018084709214844735,0.0018828853695266874,7.441444804221387e-05,0.04114771609439602
11,0.001399128266477947,0.0014442017636231669,4.5073497145219814e-05,0.032215414572878444
12,0.0011087066700138993,0.001128893592433357,2.018692241945782e-05,0.018207631437091244
13,0.0008967420804198297,0.0008994746602738401,2.732579854010375e-06,0.003047230540057914
14,0.0007383282928790199,0.0007305229485012695,7.805344377750326e-06,0.010571644691163536
15,0.0006175402459769032,0.0006045023703835941,1.3037875593309152e-05,0.021112592544772837
16,0.0005238599928950874,0.000509214762037021,1.4645230858066475e-05,0.02795638349309765
17,0.00045014433247692433,0.0004361312204664437,1.4013112010480646e-05,0.03113026422741643
18,0.00039142320613279736,0.00037926301136525093,1.216019476754643e-05,0.031066616840854513
19,0.0003441648404469724,0.0003343867568328953,9.778083614077142e-06,0.028411047454406403
20,0.00030581282856092357,0.00029850951076551747,7.303317795406101e-06,0.02388165934625318
21,0.0002744868041402074,0.00026949841062574864,4.988393514458744e-06,0.01817352761304577
22,0.0002487843687193614,0.00024582386778823357,2.960500931127835e-06,0.01189986712737325
23,0.0002276473079068371,0.00022638128419979212,1.2660237070449918e-06,0.005561338364533185
24,0.00021026958150190757,0.00021036715647537979,9.757497347221778e-08,0.00046404702370767106
25,0.0001960330405115649,0.00019719289195838959,1.1598514468246738e-06,0.005916612035389252
26,0.0001844619174188649,0.0001864248092550498,1.962891836184891e-06,0.010641176583498672
27,0.00017519027370047036,0.00017774235490162766,2.552081201157301e-06,0.014567482242311544
28,0.00016793856510123034,0.00017090903248657754,2.9704673853472017e-06,0.01768782163618379
29,0.000162496757364122,0.00016575225073569693,3.2554933715749264e-06,0.020034205139737228
30,0.00015871226215949662,0.00016214948796361536,3.4372258041187446e-06,0.021656964353923277
31,0.00015648152731797158,0.0001600190053787424,3.53747806077081e-06,0.022606362050535393
32,0.0001557445077040282,0.0001593139354712269,3.5694277671986763e-06,0.022918482454494644
33,0.00015648152731797158,0.0001600190053787424,3.53747806077081e-06,0.022606362050535393
34,0.00015871226215949662,0.00016214948796361536,3.4372258041187446e-06,0.021656964353923277
35,0.000162496757364122,0.00016575225073569693,3.2554933715749264e-06,0.020034205139737228
36,0.00016793856510123034,0.00017090903248657754,2.9704673853472017e-06,0.01768782163618379
37,0.00017519027370047036,0.00017774235490162766,2.552081201157301e-06,0.014567482242311544
38,0.0001844619174188649,0.0001864248092550498,1.962891836184891e-06,0.010641176583498672
39,0.0001960330405115649,0.00019719289195838959,1.1598514468246738e-06,0.005916612035389252
40,0.00021026958150190757,0.00021036715647537979,9.757497347221778e-08,0.00046404702370767106
41,0.0002276473079068371,0.00022638128419979212,1.2660237070449918e-06,0.005561338364533185
42,0.0002487843687193614,0.00024582386778823357,2.960500931127835e-06,0.01189986712737325
43,0.0002744868041402074,0.00026949841062574864,4.988393514458744e-06,0.01817352761304577
44,0.00030581282856092357,0.00029850951076551747,7.303317795406101e-06,0.02388165934625318
45,0.0003441648404469724,0.0003343867568328953,9.778083614077142e-06,0.028411047454406403
46,0.00039142320613279736,0.00037926301136525093,1.216019476754643e-05,0.031066616840854513
47,0.00045014433247692433,0.0004361312204664437,1.4013112010480646e-05,0.03113026422741643
48,0.0005238599928950874,0.000509214762037021,1.4645230858066475e-05,0.02795638349309765
49,0.0006175402459769032,0.0006045023703835941,1.3037875593309152e-05,0.021112592544772837
50,0.0007383282928790199,0.0007305229485012695,7.805344377750326e-06,0.010571644691163536
51,0.0008967420804198297,0.0008994746602738401,2.732579854010375e-06,0.003047230540057914
52,0.0011087066700138993,0.001128893592433357,2.018692241945782e-05,0.018207631437091244
53,0.001399128266477947,0.0014442017636231669,4.5073497145219814e-05,0.032215414572878444
54,0.0018084709214844735,0.0018828853695266874,7.441444804221387e-05,0.04114771609439602
55,0.0024055236591666437,0.0025023266991632113,9.68030399965676e-05,0.040241982084725576
56,0.0033138263394606174,0.00339760256718553,8.377622772491253e-05,0.025280814123334102
57,0.004770827877587333,0.004750611819165965,2.0216058421367554e-05,0.004237431938456574
58,0.007273997797641701,0.0069856137275688904,0.00028838407007281044,0.0396458836111151
59,0.011990703446034532,0.0112993717853697,0.0006913316606648318,0.057655638284796654
60,0.02212473895190495,0.021530353182901578,0.0005943857690033708,0.026865210491091192
61,0.04877093262343844,0.05085514563653198,0.0020842130130935346,0.042734737700953845
62,0.1486781971224892,0.14822312926143938,0.0004550678610498182,0.0030607571914186486
63,1.0000272223661726,1.0001033917839102,7.616941773758157e-05,7.616734428224512e-05
