distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000000000000009,8.881784197001252e-16,8.881784197001252e-16
2,0.14865088937534013,0.14865088940250182,2.7161689564181302e-11,1.8272133909403427e-10
3,0.04874348196120343,0.048743481810648984,1.5055444391176565e-10,3.0887092561749483e-09
4,0.02209708691207961,0.02209708744334375,5.312641368493409e-10,2.4042270321112762e-08
5,0.011962790249769765,0.011962789279295425,9.704743397787041e-10,8.11244132444253e-08
6,0.007245761944783737,0.0072457623446893675,3.999056303119475e-10,5.519166008480884e-08
7,0.004742205719235527,0.004742207367117635,1.6478821076790218e-09,3.4749275026066784e-07
8,0.0032847516220848223,0.003284748989503378,2.632581444072385e-09,8.014552535334447e-07
9,0.002375927033702164,0.002375927422761851,3.89059687244675e-10,1.637506883527661e-07
10,0.0017782794100389228,0.0017782808213897894,1.4113508666879077e-09,7.936609166818258e-07
11,0.001368264678315456,0.0013682648115080419,1.3319258586677596e-10,9.734416738050747e-08
12,0.0010770889572940968,0.0010770882192766608,7.380174360093611e-10,6.8519636285515e-07
13,0.0008642826227200463,0.0008642820734665698,5.492534764679757e-10,6.355021633309952e-07
14,0.0007049330977651856,0.0007049331141114166,1.6346231009392587e-11,2.3188343775053592e-08
15,0.0005831080507453127,0.0005831084049171992,3.541718864800286e-10,6.07386377237179e-07
16,0.00048828125,0.0004882815905786473,3.4057864731554255e-10,6.975050697022311e-07
17,0.00041330005798268486,0.0004133001936925238,1.3570983892858754e-10,3.283566897884952e-07
18,0.00035318366665074033,0.00035318359607773613,7.057300420052967e-11,1.9981955810634523e-07
19,0.00030438804926809216,0.0003043878722043472,1.770637449594742e-10,5.817039972010331e-07
20,0.00026434281586014104,0.0002643426410387273,1.7482141374727117e-10,6.613435405022166e-07
21,0.00023115161893187263,0.00023115151395168362,1.0498018901124e-10,4.5416159963033107e-07
22,0.0002033937613324562,0.000203393743681188,1.765126819664939e-11,8.678372473675631e-08
23,0.00017999003066448938,0.00017999008186942301,5.120493363087314e-11,2.8448760990724956e-07
24,0.00016011023143812524,0.00016011031736011736,8.592199212320226e-11,5.366427326438966e-07
25,0.00014310835055998653,0.0001431084378553564,8.729536988020745e-11,6.099949411660361e-07
26,0.00012847638053898645,0.00012847644588470842,6.534572197041365e-11,5.086205082698787e-07
27,0.00011581095650839697,0.00011581098921621413,3.2707817154025744e-11,2.824242035480834e-07
28,0.00010478893193290843,0.0001047889322113179,2.784094704994314e-13,2.6568595114385196e-09
29,9.514927988462354e-05,9.514925510848682e-05,2.4776136722218407e-11,2.603922673115503e-07
30,8.66795303452117e-05,8.667949109057646e-05,3.9254635241132985e-11,4.528708806427153e-07
31,7.92055003783212e-05,7.920545722643243e-05,4.315188877339511e-11,5.448092438944546e-07
32,7.25834420778028e-05,7.258340356486319e-05,3.8512939609354827e-11,5.306022765918498e-07
33,6.669398466562124e-05,6.669395634237928e-05,2.8323241958705912e-11,4.2467461047211504e-07
34,6.143742119800576e-05,6.143740555221696e-05,1.564578879593905e-11,2.5466219920778366e-07
35,5.6730012340473174e-05,5.673000927188157e-05,3.068591604774018e-12,5.409114996057876e-08
36,5.250106616047621e-05,5.2501073723559265e-05,7.563083053710104e-12,1.4405579937353225e-07
37,4.869061486110715e-05,4.8690630057961895e-05,1.5196854747366075e-11,3.121105533523452e-07
38,4.524755423892675e-05,4.524757372134484e-05,1.9482418093077006e-11,4.305739485984452e-07
39,4.2128144429936165e-05,4.212816503783046e-05,2.0607894297280938e-11,4.891716589026175e-07
40,3.929479467759173e-05,3.9294813792692535e-05,1.9115100805379773e-11,4.864537647344003e-07
41,3.6715072828822024e-05,3.6715088556693123e-05,1.5727871099675134e-11,4.2837641022813004e-07
42,3.436089373477257e-05,3.4360904946966175e-05,1.1212193601675951e-11,3.26306809369438e-07
43,3.220785090659961e-05,3.2207857181852074e-05,6.275252466638771e-12,1.9483611262473055e-07
44,3.023466351546528e-05,3.0234665018052645e-05,1.5025873645639013e-12,4.9697505771655615e-08
45,2.8422716752936642e-05,2.842271408095401e-05,2.6719826302706515e-12,9.400869922100539e-08
46,2.6755678136971087e-05,2.675567216589314e-05,5.971077947949759e-12,2.231704955255424e-07
47,2.5219175892585318e-05,2.5219167631735634e-05,8.260849683206775e-12,3.2756223749704467e-07
48,2.380052830136886e-05,2.3800518773929307e-05,9.527439553708595e-12,4.0030370053427067e-07
49,2.248851508355014e-05,2.2488505235011036e-05,9.848539105278883e-12,4.3793638969443895e-07
50,2.1273183587779955e-05,2.1273174223436795e-05,9.364343159815004e-12,4.4019472314403394e-07
51,2.014568392084333e-05,2.0145675670023577e-05,8.250819752626034e-12,4.095576891330797e-07
52,1.9098128230844975e-05,1.909812153380956e-05,6.697035416188598e-12,3.5066449105584915e-07
53,1.8123470223124363e-05,1.8123465335788568e-05,4.887335795669776e-12,2.6966887331731066e-07
54,1.7215401684382046e-05,1.7215398695891735e-05,2.988490311201788e-12,1.7359399251851157e-07
55,1.63682633528565e-05,1.636826221141147e-05,1.141445028367315e-12,6.973525558336745e-08
56,1.5576967928518818e-05,1.5576968471468617e-05,5.429497997033739e-13,3.4855936161319546e-08
57,1.4836933388705148e-05,1.4836935373706434e-05,1.9850012865379628e-12,1.3378784109451327e-07
58,1.4144025078272452e-05,1.4144028213085304e-05,3.134812852348596e-12,2.2163513108897015e-07
