block,m2,m4,Qm,chi,Rp,C1
1,0.18866013453065533,0.04245366580763076,0.8383880563437098,197824.48922561645,-0.039,436049.984
2,0.19427506646786788,0.04383011188583588,0.8611157906555886,203712.17209661103,0.061,448157.864
3,0.19147318288243695,0.04324539441268544,0.8477661092247284,200774.1842141342,0.033,443544.607
4,0.2029985857991487,0.04621961675483716,0.8915787003392153,212859.44510292815,0.136,456591.968
5,0.1899292931511918,0.04258889993518466,0.8470079399047749,199155.2984953041,-0.003,440479.786
6,0.1983491965241119,0.04593185125409066,0.856538604205659,207984.20709446716,0.043,448700.705
7,0.19865636719358007,0.04589374116807281,0.8599070640596399,208306.2988863754,0.151,449815.641
8,0.1843835835377613,0.04047330232016655,0.8399933766038862,193340.2004916916,-0.099,433591.292
9,0.1921452051241431,0.0430103513558107,0.8583928912082965,201478.85060825347,0.037,443638.354
10,0.19521640026105888,0.04416451946708836,0.8628972621175085,204699.23212014008,0.08,449217.98
11,0.17456477750090926,0.03761356927137064,0.8101560722432212,183044.43613279343,-0.126,418375.173
12,0.2015090052673586,0.04704047071426631,0.8632115832872718,211297.5067072258,0.15,453114.258
13,0.19425660236289696,0.0443109968868812,0.8516086347122728,203692.81107927705,-0.046,440415.944
14,0.17549711498503529,0.03825344765734269,0.8051362492593221,184022.06284254836,-0.16,417950.758
15,0.19283743390360542,0.0432836511566989,0.8591298312589825,202204.70509290695,-0.027,441908.39
16,0.20261988581132026,0.047174298574372955,0.8702793547945861,212462.34938449095,0.165,454670.435
17,0.19957880545604711,0.04594527560938497,0.8669378746555286,209273.54550988006,0.084,455037.691
18,0.20356271893302982,0.04657453761600995,0.8897088980474066,213450.98156792068,0.153,460469.761
19,0.19282439295936638,0.042943800484655625,0.8658117376787245,202191.03067176056,0.058,443280.794
20,0.2036849826403377,0.047054398464071376,0.8816938162512631,213579.18435707473,0.079,455572.14
21,0.1929525538578746,0.04325195392287526,0.8607862689085427,202325.41711407472,0.039,446396.522
22,0.19021241140313214,0.04158229232478706,0.8701002140333463,199452.16949945068,0.074,445036.04
23,0.18187788239733346,0.03970761724109723,0.8330785477377132,190712.78241266633,-0.108,430313.1
24,0.19304529081456712,0.04294988365236668,0.867673696332057,202422.65886117553,0.052,446639.217
25,0.21241545361925818,0.05043479205235335,0.8946269648428113,222733.74669426726,0.246,470353.622
26,0.19519689473821564,0.04421266812964005,0.861785305598842,204678.7790970192,0.055,447349.392
27,0.1903582813035755,0.04308020847276131,0.8411350953364721,199605.12517617797,-0.012,440834.1
28,0.18674043896754666,0.041375280399728175,0.8428218783991883,195811.5425308342,0.023,436366.939
29,0.2080007301121914,0.049200657764492374,0.8793440106897941,218104.5735781212,0.217,464100.445
30,0.190922807023122,0.0438272297202953,0.8317093841938291,200197.07329707718,-0.01,436756.514
31,0.19413899624326222,0.04374964194151374,0.8614916188966029,203569.49212477493,0.045,446858.824
32,0.2049413512364954,0.046779105148860196,0.8978572230696884,214896.5823141594,0.105,458353.436
33,0.20112592654312902,0.047209935958648384,0.8568458631942245,210895.81955088806,0.079,452643.325
34,0.19105309043569288,0.04258420806321984,0.8571553875286309,200333.6853566971,0.003,441960.06
35,0.1924813502215984,0.04344678231867796,0.8527460080099433,201831.32428996277,0.012,441210.641
36,0.20013671484249063,0.045366530021309796,0.8829131213943343,209858.55590267945,0.114,454581.922
37,0.18451640635230432,0.03992500079677404,0.8527565067930982,193479.47530727385,-0.076,436262.394
38,0.20740949472216744,0.048170344822564055,0.893053571847256,217484.61833779144,0.189,463851.979
39,0.1700304469300645,0.035793716333053796,0.8076935240317626,178289.8459201393,-0.224,410951.403
40,0.18385786890553937,0.04013834757481735,0.8421800597415432,192788.94874549485,-0.105,429394.579
41,0.20025849666499562,0.04548278629885431,0.8817284240902861,209986.25339899445,0.159,457855.225
42,0.19286639421993096,0.043558628316848494,0.853962749901604,202235.07218555833,0.014,442479.202
43,0.18746077954012072,0.04152838333867765,0.8462054392823066,196566.87436706162,-0.081,434511.054
44,0.1944654084954527,0.04326713536110479,0.8740304803099789,203911.76017852782,0.059,448923.35
45,0.18648162051600958,0.04155489342567461,0.8368543852116125,195540.15171419526,-0.127,431983.619
46,0.1904340012584653,0.04301636609014195,0.843053752130402,199684.5233035965,0.001,439691.251
47,0.19516734331072438,0.04419515940545327,0.8618656976778811,204647.79217938613,0.041,447627.181
48,0.19682544135703575,0.04469226258967857,0.8668224010287356,206386.43399639512,-0.009,445685.947
49,0.19513596068070183,0.043938142782925994,0.8666284175665528,204614.8851067276,0.063,445760.39
50,0.19807754892497906,0.045821901732616126,0.8562437154414331,207699.36394155884,0.052,446624.095
