distance,exact,compact,absolute_error,relative_error
1,1.000052617581135,1.0000526165491606,1.0319745058495755e-09,1.0319202087042691e-09
2,0.16499125179559293,0.16499125075858384,1.0370090897104944e-09,6.2852368136174955e-09
3,0.05752876820642566,0.057528767188618976,1.0178066861543655e-09,1.7692134177152117e-08
4,0.027258053949700867,0.02725805286936223,1.0803386379931723e-09,3.963374054460069e-08
5,0.015283024472873663,0.015283023478480661,9.943930019684633e-10,6.506519725421128e-08
6,0.009534306635690078,0.009534305779892746,8.557973323053414e-10,8.97597869468355e-08
7,0.006404578716629596,0.006404576963968286,1.7526613103543975e-09,2.7365754843540027e-07
8,0.004542868054691859,0.004542868044477183,1.0214676327002792e-11,2.2485082560241008e-09
9,0.00336011285367251,0.00336011141835734,1.435315170102841e-09,4.2716278667071596e-07
10,0.0025695430954432363,0.0025695415968898672,1.4985533690684005e-09,5.831983794028976e-07
11,0.002019347819611336,0.0020193469733665276,8.462448086027363e-10,4.1906837464266707e-07
12,0.0016236771099730739,0.001623676405976898,7.039961758079777e-10,4.3358138849395515e-07
13,0.0013313196944375843,0.0013313187171235972,9.773139871167846e-10,7.340941407237656e-07
14,0.0011103495905792466,0.0011103483861967748,1.2043824717915264e-09,1.0846876353268386e-06
15,0.0009401126059090508,0.0009401113935338982,1.2123751526359541e-09,1.289606314196411e-06
16,0.000806818794021053,0.0008068177056138872,1.0884071657184594e-09,1.3490106747439733e-06
17,0.0007010081287538415,0.0007010071602960033,9.684578382296305e-10,1.381521552326683e-06
18,0.0006160366044174789,0.0006160356826133168,9.218041620816242e-10,1.4963464110274382e-06
19,0.0005471414426576701,0.0005471404974521936,9.452054764965204e-10,1.7275340575652701e-06
20,0.0004908468972832691,0.0004908458959118963,1.001371372866093e-09,2.040089034704031e-06
21,0.00044457677875584645,0.00044457572492737513,1.0538284713184493e-09,2.3704082661888036e-06
22,0.0004063959998866779,0.0004063949170045975,1.0828820803921411e-09,2.6645982753129927e-06
23,0.0003748346938970317,0.0003748336078112316,1.08608580007101e-09,2.8975060680198436e-06
24,0.0003487663943867433,0.0003487653228486279,1.0715381153995202e-09,3.0723662963103695e-06
25,0.0003273223596064113,0.0003273213091607136,1.0504456976565685e-09,3.2092084968459738e-06
26,0.00030983054130957933,0.000309829509282778,1.0320268013113733e-09,3.330939541819356e-06
27,0.00029577167962922395,0.00029577065832350513,1.021305718815202e-09,3.4530206546329902e-06
28,0.0002847475301684119,0.0002847465110642276,1.0191041842876059e-09,3.578974622483517e-06
29,0.00027645786519622415,0.00027645684196510523,1.0232311189214797e-09,3.7012190562753974e-06
