distance,exact,compact,absolute_error,relative_error
1,1.0003198947034746,1.0003198926356072,2.067867432842263e-09,2.0672061445456326e-09
2,0.16526193576958317,0.16526193370252712,2.0670560541002914e-09,1.250775651679579e-08
3,0.05780522607162188,0.05780522403058407,2.041037810984747e-09,3.530888035029668e-08
4,0.027542801479869265,0.027542799380426457,2.0994428071019477e-09,7.622473729247941e-08
5,0.01557879615250289,0.015578794136804165,2.015698724253112e-09,1.2938732264811551e-07
6,0.009844137176999654,0.009844135289175524,1.8878241296593767e-09,1.9177141639901012e-07
7,0.006731901076236008,0.006731898273128999,2.803107009528849e-09,4.163915924766e-07
8,0.004891634449078602,0.004891633367325811,1.0817527915096825e-09,2.2114342409896218e-07
9,0.003734947547569542,0.0037349450261685716,2.5214009703906914e-09,6.750833681804858e-07
10,0.0029759390953299153,0.0029759365138944654,2.5814354499484327e-09,8.674355782345916e-07
11,0.0024639245983671823,0.0024639226982939026,1.900073279704345e-09,7.711572346668012e-07
12,0.0021145240072563435,0.002114522301888794,1.7053675494330123e-09,8.065018621594068e-07
13,0.0018784611370952547,0.0018784592145757908,1.9225194639385657e-09,1.0234544787609715e-06
14,0.001726386194996725,0.0017263840688100918,2.1261866332226292e-09,1.2315822724860602e-06
15,0.0016411207346628922,0.0016411185538299014,2.1808329907571644e-09,1.328868098912379e-06
16,0.0016136375880421068,0.0016136354112277745,2.1768143323042805e-09,1.349010675281492e-06
17,0.0016411207346628922,0.0016411185538299014,2.1808329907571644e-09,1.328868098912379e-06
18,0.001726386194996725,0.0017263840688100918,2.1261866332226292e-09,1.2315822724860602e-06
19,0.0018784611370952547,0.0018784592145757908,1.9225194639385657e-09,1.0234544787609715e-06
20,0.0021145240072563435,0.002114522301888794,1.7053675494330123e-09,8.065018621594068e-07
21,0.0024639245983671823,0.0024639226982939026,1.900073279704345e-09,7.711572346668012e-07
22,0.0029759390953299153,0.0029759365138944654,2.5814354499484327e-09,8.674355782345916e-07
23,0.003734947547569542,0.0037349450261685716,2.5214009703906914e-09,6.750833681804858e-07
24,0.004891634449078602,0.004891633367325811,1.0817527915096825e-09,2.2114342409896218e-07
25,0.006731901076236008,0.006731898273128999,2.803107009528849e-09,4.163915924766e-07
26,0.009844137176999654,0.009844135289175524,1.8878241296593767e-09,1.9177141639901012e-07
27,0.01557879615250289,0.015578794136804165,2.015698724253112e-09,1.2938732264811551e-07
28,0.027542801479869265,0.027542799380426457,2.0994428071019477e-09,7.622473729247941e-08
29,0.05780522607162188,0.057805224030584065,2.041037817923641e-09,3.530888047033589e-08
30,0.16526193576958317,0.16526193370252712,2.0670560541002914e-09,1.250775651679579e-08
31,1.0003198947034746,1.0003198926356072,2.067867432842263e-09,2.0672061445456326e-09
