block,m2,Rp,C1
1,0.22667366931736468,0.4958,7653.98
2,0.22672531946003438,0.5214,7662.8424
3,0.22930368033349513,0.5072,7709.172
4,0.2299032464236021,0.5616,7726.2824
5,0.23046163425445557,0.5494,7734.2248
6,0.22637795431911945,0.5238,7664.2336
7,0.22806265359222888,0.5368,7672.8284
8,0.22554455944895743,0.5042,7632.3022
9,0.22847392232716082,0.5388,7697.9106
10,0.2235928429454565,0.4784,7601.1174
11,0.23007026889026164,0.5378,7724.7408
12,0.23260393339693547,0.5626,7788.3986
13,0.23153063955307007,0.5402,7746.9214
14,0.2241491886138916,0.5054,7610.8122
15,0.23041621831059456,0.5392,7725.0186
16,0.2309806596457958,0.5578,7739.1956
17,0.22852341579794883,0.5262,7683.5516
18,0.22675139766037464,0.507,7659.073
19,0.23219729239344597,0.5516,7756.4406
20,0.22630489973723888,0.5028,7644.783
