block,m2,m4
1,0.1292131217155198,0.0172581985311307
2,0.13482862312090002,0.019100120243847052
3,0.1199394003634603,0.015584749477372395
4,0.0655135045202449,0.004563104748976247
5,0.05918797260422143,0.00396064595606004
6,0.13442346551447698,0.018502322758061313
7,0.089834657646477,0.008388454288937811
8,0.1281279234030284,0.01720646079716692
9,0.15290885394899523,0.024001568543936428
10,0.12395192965085153,0.015828318171244506
11,0.11580846102597715,0.014889361014564886
12,0.0754543923074234,0.0060246329062573776
13,0.06695902111819596,0.004640785615312209
14,0.09202832731274248,0.008869391333378204
15,0.0708598044706392,0.005546260568305922
16,0.0864447314535937,0.00920779613646016
17,0.12796250342750864,0.01689668584143533
18,0.12335146956964163,0.015507819041905827
19,0.13635632832868724,0.019303413342325063
20,0.09464377603475005,0.009316239394923107
21,0.1203481542894704,0.015014734727437418
22,0.11218076687488647,0.013067949081968445
23,0.09348737087174086,0.009222630046835397
24,0.07390174526777119,0.0061168839631694
25,0.11560323201488064,0.014929685768462422
26,0.058592089303815736,0.0036766675744995423
27,0.07913173640765599,0.006973302644620814
28,0.049314613126424954,0.0026083193790173566
29,0.03853218994645868,0.001748017721165094
30,0.05834097624688584,0.0037724981368771836
31,0.10549853716798244,0.012143597712106307
32,0.15197966579509667,0.02356815272827345
33,0.13452634420707474,0.01882566252790193
34,0.11053637553061708,0.012944143093233385
35,0.10044437946830002,0.010475311435455114
36,0.1488137041923881,0.023174490206619425
37,0.15883830828394274,0.025721798846881996
38,0.08974739032456419,0.008976985055968728
39,0.049801877837444775,0.0034494914664272413
40,0.024831696068053133,0.0008967819514097595
41,0.037540767290096845,0.002361956600223855
42,0.04231111160667206,0.0022991624903589652
43,0.03159666489686351,0.0013161943107939447
44,0.03883650508764549,0.001982753635223692
45,0.04232766655887244,0.002614051110013144
46,0.006580003264770494,0.0001449771945023502
47,0.006608166765194619,8.972837954759694e-5
48,0.002445031589688733,1.5339416369199098e-5
49,0.07722483595117229,0.006804314127913889
50,0.10740904632851889,0.012026966796038275
