block,m2,Rp,C1
1,0.15401139867007732,-0.8212,5855.9804
2,0.13829530714452268,-0.9916,5452.3916
3,0.15048695365786552,-0.8742,5759.7994
4,0.15209032280147075,-0.8278,5774.9764
5,0.1567402302980423,-0.8072,5922.013
6,0.1495218400269747,-0.8642,5765.416
7,0.1460151040673256,-0.9166,5626.4174
8,0.14801524524986745,-0.9286,5690.1938
9,0.1453430638551712,-0.9324,5640.0158
10,0.15047993721961975,-0.8816,5735.222
11,0.1543738403916359,-0.8408,5809.0046
12,0.14707358294427395,-0.8802,5696.2454
13,0.15121055126190186,-0.8184,5804.8314
14,0.149214985370636,-0.8934,5729.5022
15,0.15064941985309124,-0.8676,5765.7566
16,0.15372549201250077,-0.8508,5829.0282
17,0.15691450494527817,-0.8216,5861.8674
18,0.1560836352646351,-0.8214,5886.5354
19,0.15437261629104615,-0.84,5853.9036
20,0.1557953645080328,-0.8064,5870.8196
