block,m2,m4,Qm,chi,Rp,C1
1,0.18440981402194667,0.04012430881180648,0.8475405686640137,193367.70514787675,-0.04,435306.222
2,0.21908245638285734,0.054114656708827424,0.8869523639963716,229724.60578411102,0.275,474705.371
3,0.18004303383090156,0.03980267089655626,0.814404995968242,188788.80424227144,-0.133,422788.01
4,0.1800348767798714,0.039059341279200015,0.8298285581790878,188780.25095433043,-0.104,428857.407
5,0.18881492772677666,0.041257882770210134,0.8641034037308724,197986.80165603256,0.026,439394.636
6,0.19429268976456296,0.04360910824857154,0.8656368087321582,203730.65146256637,0.019,444900.423
7,0.18720404572010738,0.041614622387227206,0.8421403997824702,196297.6694450073,-0.06,435603.109
8,0.20383950849419852,0.04751394388113773,0.8744916087601672,213741.2164588127,0.159,459215.698
9,0.18892721487175368,0.041607390635490495,0.8578642393582777,198104.543261364,-0.025,437210.349
10,0.18425772352285638,0.04041530471872017,0.8400507905140076,193208.22670070265,-0.044,431883.524
11,0.20297816917176534,0.04698355211438043,0.8769055404755468,212838.036717453,0.119,458009.227
12,0.19764084819545677,0.04573010310688571,0.8541836169518263,207241.45003739928,0.082,451151.118
13,0.1895983121581121,0.0417700916068694,0.8606042886267715,198808.23976950455,0.013,437235.967
14,0.19972827020563272,0.04591854994185597,0.8687421961243639,209430.27065914153,0.081,450026.681
15,0.20926021097618286,0.0490655861241563,0.8924755486868148,219425.23498456192,0.228,468026.1
16,0.1823524080598363,0.040303883300062515,0.8250421051901338,191210.3586337509,-0.145,427145.577
17,0.19306086132252312,0.04359569381879629,0.854958205953003,202438.985722126,0.038,440190.995
18,0.19300857949951022,0.04323116062713874,0.8617004776187593,202384.16425727843,0.041,444292.16
19,0.1989588493068877,0.044984727352270534,0.8799569553359285,208623.47437081908,0.168,454516.329
20,0.18120666584739228,0.03888531852127704,0.8444281028471339,190008.9608475952,-0.082,429470.13
21,0.18971777721410035,0.042329911654100785,0.8502931753124069,198933.5079600525,0.084,441119.655
22,0.18766693234747436,0.040813195923109745,0.8629286851993244,196783.04125318528,-0.091,436684.458
23,0.1934441248468902,0.0444616734126715,0.8416378999157154,202840.86665545273,0.015,441799.626
24,0.19014001449922216,0.04241232021833773,0.8524227141464642,199376.25584353638,0.049,438912.424
25,0.19025361786405484,0.04213172732712908,0.8591254478914878,199495.37760541917,-0.033,440591.562
26,0.18487915351866832,0.04159308716261351,0.8217784189028109,193859.84327999115,-0.044,434636.882
27,0.1913086681691384,0.04282692731144246,0.8545793222683762,200601.67803412248,-0.013,440109.085
28,0.19791126396912295,0.04455270455111918,0.8791580399101031,207525.00152768707,0.055,450440.89
29,0.19657941945107812,0.044990880109116636,0.8589178086314535,206128.4613303337,0.093,448828.635
30,0.19369989362766138,0.043787453792812146,0.8568584272768632,203109.05966051866,0.011,445811.26
31,0.18715945729612576,0.04142182701504065,0.8456571083323073,196250.91509374237,0.007,436839.716
32,0.19778959100599605,0.04571133098024805,0.8558211163709788,207397.41817870332,0.064,451033.899
33,0.18732799956305463,0.042137714532150594,0.8327879148149141,196427.64446982957,-0.024,437961.918
34,0.18683217503834385,0.04145056623633733,0.842117847812608,195907.73477300644,-0.017,436458.253
35,0.19663671917339162,0.04449408165201607,0.8690144372386049,206188.5444439583,0.044,447241.031
36,0.16536588025920354,0.03373847623458366,0.8105248785915923,173398.6932586746,-0.251,408388.019
37,0.20056158923334078,0.046043133628299066,0.8736362603061454,210304.06899193954,0.103,451853.67
38,0.18819812873317643,0.04166234420116173,0.8501330479066422,197340.0410345192,-0.004,439275.691
39,0.19709693393453198,0.04464242184106481,0.8701857955801863,206671.1145973358,0.095,450562.631
40,0.19710486216427672,0.04443350192067052,0.8743476208145842,206679.42794876863,0.096,452640.629
41,0.18122212952938935,0.03927183628229667,0.8362598579575805,190025.17569340896,-0.094,425598.153
42,0.1621201039095722,0.032678280570190316,0.8042934827980583,169995.2500770836,-0.319,401434.954
43,0.19517696307693405,0.04392939474618305,0.8671653032334301,204657.8792353592,0.004,445417.529
44,0.18921317103851107,0.04239149104956089,0.8445474128898255,198404.39003487778,-0.025,437292.39
45,0.18911715463861764,0.04188338538506412,0.8539256760118763,198303.70954234313,-0.044,438455.998
46,0.18290998269569536,0.04000055906845376,0.8363898542639253,191795.01801512146,-0.065,430072.146
47,0.2053291898563657,0.046821366233308445,0.9004452368388823,215303.26058282852,0.156,465574.734
48,0.1969263155464796,0.04524484462469277,0.8571136463478349,206492.2082504654,0.111,447536.689
49,0.193528530750551,0.04294730975956379,0.872075397135361,202929.37266028975,0.024,449601.4
50,0.1959027494464608,0.0445255298287905,0.8619299397054542,205418.92140357208,0.055,447582.375
