block,m2,Rp,C1
1,0.012423532980063464,-1.9672,20378.4228
2,0.011912940361490473,-1.9602,20389.8152
3,0.012281166714953724,-1.9604,20503.1002
4,0.011807992998324334,-1.9582,20300.4644
5,0.012551281405915507,-1.9452,20964.523
6,0.012920782339049038,-1.9556,20696.7542
7,0.012213679645687807,-1.9566,20553.758
8,0.011901517253450584,-1.9602,20166.2936
9,0.012081392508745193,-1.9582,20229.1182
10,0.01255485524282558,-1.9542,20916.7218
11,0.012312368786905427,-1.966,20317.4162
12,0.01162376661892049,-1.9616,19826.0452
13,0.012212827570317313,-1.9628,20405.045
14,0.012197033748857212,-1.9518,20530.868
15,0.011139618827286176,-1.967,19787.4516
16,0.011722944754885976,-1.9602,19777.033
17,0.012291796044970396,-1.9602,20422.3776
18,0.01125908259662101,-1.963,19577.7292
19,0.011699435068387538,-1.9644,19989.2988
20,0.012943890044803265,-1.9484,20854.2174
