distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0000272539256598,3.155948724575808e-08,3.15586281452268e-08
2,0.1486781971224892,0.1486782287033606,3.158087139021326e-08,2.124109116294652e-07
3,0.04877093262343844,0.048770964023295435,3.139985699229797e-08,6.438231812119942e-07
4,0.02212473895190495,0.022124771337760574,3.238585562573282e-08,1.463784756788933e-06
5,0.011990703446034532,0.011990732442660197,2.899662566481498e-08,2.418258928287023e-06
6,0.007273997797641701,0.007274034091203531,3.6293561830359755e-08,4.989493101321322e-06
7,0.004770827877587333,0.004770854919098261,2.7041510928041412e-08,5.6680961086604204e-06
8,0.0033138263394606174,0.0033138586654183487,3.232595773136268e-08,9.754873798433351e-06
9,0.0024055236591666437,0.002405557218445384,3.355927874048453e-08,1.3950924412071933e-05
10,0.0018084709214844735,0.001808502216571636,3.1295087162550375e-08,1.730472234348229e-05
11,0.001399128266477947,0.0013991587028759362,3.0436397989181546e-08,2.1753829665524294e-05
12,0.0011087066700138993,0.0011087378258626919,3.1155848792584553e-08,2.810107455400622e-05
13,0.0008967420804198297,0.0008967740210715408,3.194065171109161e-08,3.561854897691194e-05
14,0.0007383282928790199,0.0007383603926258153,3.2099746795420485e-08,4.3476251831352004e-05
15,0.0006175402459769032,0.0006175720580518014,3.1812074898157974e-08,5.1514172728667444e-05
16,0.0005238599928950874,0.0005238914626189786,3.146972389113118e-08,6.0072775775861875e-05
17,0.00045014433247692433,0.0004501756303439424,3.129786701805198e-08,6.952851510055699e-05
18,0.00039142320613279736,0.00039145452186736037,3.131573456300642e-08,8.000479806090493e-05
19,0.0003441648404469724,0.00034419627803045723,3.1437583484800885e-08,9.134455292984718e-05
20,0.00030581282856092357,0.0003058443977012617,3.156914033810264e-08,0.00010323026828749756
21,0.0002744868041402074,0.0002745184580917109,3.1653951503517446e-08,0.00011532048545163818
22,0.0002487843687193614,0.0002488160469157403,3.167819637888477e-08,0.00012733194027402512
23,0.0002276473079068371,0.00022767896383269864,3.1655925861531764e-08,0.0001390568865171325
24,0.00021026958150190757,0.0002103011929639029,3.1611461995321955e-08,0.00015033777957576414
25,0.0001960330405115649,0.00019606460738362958,3.156687206467006e-08,0.00016102832452271116
26,0.0001844619174188649,0.00018449345346954483,3.1536050679919006e-08,0.00017096239224440488
27,0.00017519027370047036,0.00017522179758376648,3.152388329611929e-08,0.00017994083021992933
28,0.00016793856510123034,0.00016797009333066091,3.1528229430574217e-08,0.00018773668461183747
29,0.000162496757364122,0.00016252830023228467,3.154286816266813e-08,0.00019411383140395235
30,0.00015871226215949662,0.00015874382243556733,3.156027607070962e-08,0.00019885215950733137
31,0.00015648152731797158,0.00015651310106367273,3.1573745701149935e-08,0.00020177299034787575
32,0.0001557445077040282,0.00015577608646668128,3.1578762653064604e-08,0.00020276004026463556
33,0.00015648152731797158,0.00015651310106367273,3.1573745701149935e-08,0.00020177299034787575
34,0.00015871226215949662,0.00015874382243556733,3.156027607070962e-08,0.00019885215950733137
35,0.000162496757364122,0.00016252830023228467,3.154286816266813e-08,0.00019411383140395235
36,0.00016793856510123034,0.00016797009333066091,3.1528229430574217e-08,0.00018773668461183747
37,0.00017519027370047036,0.00017522179758376648,3.152388329611929e-08,0.00017994083021992933
38,0.0001844619174188649,0.00018449345346954483,3.1536050679919006e-08,0.00017096239224440488
39,0.0001960330405115649,0.00019606460738362958,3.156687206467006e-08,0.00016102832452271116
40,0.00021026958150190757,0.0002103011929639029,3.1611461995321955e-08,0.00015033777957576414
41,0.0002276473079068371,0.00022767896383269864,3.1655925861531764e-08,0.0001390568865171325
42,0.0002487843687193614,0.0002488160469157403,3.167819637888477e-08,0.00012733194027402512
43,0.0002744868041402074,0.0002745184580917109,3.1653951503517446e-08,0.00011532048545163818
44,0.00030581282856092357,0.0003058443977012617,3.156914033810264e-08,0.00010323026828749756
45,0.0003441648404469724,0.00034419627803045723,3.1437583484800885e-08,9.134455292984718e-05
46,0.00039142320613279736,0.00039145452186736037,3.131573456300642e-08,8.000479806090493e-05
47,0.00045014433247692433,0.0004501756303439424,3.129786701805198e-08,6.952851510055699e-05
48,0.0005238599928950874,0.0005238914626189786,3.146972389113118e-08,6.0072775775861875e-05
49,0.0006175402459769032,0.0006175720580518014,3.1812074898157974e-08,5.1514172728667444e-05
50,0.0007383282928790199,0.0007383603926258153,3.2099746795420485e-08,4.3476251831352004e-05
51,0.0008967420804198297,0.0008967740210715408,3.194065171109161e-08,3.561854897691194e-05
52,0.0011087066700138993,0.0011087378258626919,3.1155848792584553e-08,2.810107455400622e-05
53,0.001399128266477947,0.0013991587028759362,3.0436397989181546e-08,2.1753829665524294e-05
54,0.0018084709214844735,0.001808502216571636,3.1295087162550375e-08,1.730472234348229e-05
55,0.0024055236591666437,0.002405557218445384,3.355927874048453e-08,1.3950924412071933e-05
56,0.0033138263394606174,0.0033138586654183487,3.232595773136268e-08,9.754873798433351e-06
57,0.004770827877587333,0.004770854919098261,2.7041510928041412e-08,5.6680961086604204e-06
58,0.007273997797641701,0.007274034091203531,3.6293561830359755e-08,4.989493101321322e-06
59,0.011990703446034532,0.011990732442660197,2.899662566481498e-08,2.418258928287023e-06
60,0.02212473895190495,0.022124771337760574,3.238585562573282e-08,1.463784756788933e-06
61,0.04877093262343844,0.048770964023295435,3.139985699229797e-08,6.438231812119942e-07
62,0.1486781971224892,0.1486782287033606,3.158087139021326e-08,2.124109116294652e-07
63,1.0000272223661726,1.0000272539256598,3.155948724575808e-08,3.15586281452268e-08
