distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0198349246039768,0.01980770223780426,0.019807163039959146
2,0.1486781971224892,0.16848115369461064,0.019802956572121444,0.13319341339474738
3,0.04877093262343844,0.06858448436514192,0.019813551741703475,0.40625738889769425
4,0.02212473895190495,0.0419225989590014,0.01979786000709645,0.8948290892892928
5,0.011990703446034532,0.03179763646299358,0.019806933016959044,1.6518574665867023
6,0.007273997797641701,0.027083516202507985,0.019809518404866285,2.7233330220815737
7,0.004770827877587333,0.024577067170884363,0.01980623929329703,4.151530887614686
8,0.0033138263394606174,0.02311844317319591,0.019804616833735293,5.9763592913438055
9,0.0024055236591666437,0.022210501171957497,0.019804977512790853,8.23312522299281
10,0.0018084709214844735,0.02161429563775858,0.019805824716274106,10.951696530468183
11,0.001399128266477947,0.021205479429350298,0.01980635116287235,14.156208288701983
12,0.0011087066700138993,0.02091516637214834,0.01980645970213444,17.864472396369848
13,0.0008967420804198297,0.020703066158250533,0.019806324077830704,22.08697964587313
14,0.0007383282928790199,0.02054445174266138,0.01980612344978236,26.825632500890396
15,0.0006175402459769032,0.020423501515052338,0.019805961269075436,32.07234086864066
16,0.0005238599928950874,0.020329731600329776,0.01980587160743469,37.80756667058784
17,0.00045014433247692433,0.020255992402710664,0.01980584807023374,43.9988835608611
18,0.00039142320613279736,0.020197291821121118,0.01980586861498832,50.59962798493052
19,0.0003441648404469724,0.0201500751269215,0.019805910286474528,57.547744449294335
20,0.00030581282856092357,0.02011176844869245,0.019805955620131526,64.76496003563112
21,0.0002744868041402074,0.020080480807705647,0.01980599400356544,72.15645234970411
22,0.0002487843687193614,0.020054805022333002,0.01980602065361364,79.61119404553753
23,0.0002276473079068371,0.020033682154735333,0.019806034846828496,87.00315865335847
24,0.00021026958150190757,0.020016307810109733,0.019806038228607825,94.19354947652351
25,0.0001960330405115649,0.02000206655744159,0.019806033516930024,101.0341596765754
26,0.0001844619174188649,0.01999048556465113,0.019806023647232267,107.37188425867846
27,0.00017519027370047036,0.019981201561677903,0.019806011287977432,113.05428588941268
28,0.00016793856510123034,0.019973937188164922,0.019805998623063693,117.93597623705426
29,0.000162496757364122,0.019968484060513287,0.019805987303149166,121.88543097366552
30,0.00015871226215949662,0.019964690750358602,0.019805978488199105,124.79173454345478
31,0.00015648152731797158,0.019962454453012715,0.019805972925694745,126.57067747970575
32,0.0001557445077040282,0.01996171553556274,0.019805971027858714,127.16962748694378
33,0.00015648152731797158,0.019962454453012715,0.019805972925694745,126.57067747970575
34,0.00015871226215949662,0.019964690750358602,0.019805978488199105,124.79173454345478
35,0.000162496757364122,0.019968484060513287,0.019805987303149166,121.88543097366552
36,0.00016793856510123034,0.019973937188164922,0.019805998623063693,117.93597623705426
37,0.00017519027370047036,0.019981201561677903,0.019806011287977432,113.05428588941268
38,0.0001844619174188649,0.01999048556465113,0.019806023647232267,107.37188425867846
39,0.0001960330405115649,0.02000206655744159,0.019806033516930024,101.0341596765754
40,0.00021026958150190757,0.020016307810109733,0.019806038228607825,94.19354947652351
41,0.0002276473079068371,0.020033682154735333,0.019806034846828496,87.00315865335847
42,0.0002487843687193614,0.020054805022333002,0.01980602065361364,79.61119404553753
43,0.0002744868041402074,0.020080480807705647,0.01980599400356544,72.15645234970411
44,0.00030581282856092357,0.02011176844869245,0.019805955620131526,64.76496003563112
45,0.0003441648404469724,0.0201500751269215,0.019805910286474528,57.547744449294335
46,0.00039142320613279736,0.020197291821121118,0.01980586861498832,50.59962798493052
47,0.00045014433247692433,0.020255992402710664,0.01980584807023374,43.9988835608611
48,0.0005238599928950874,0.020329731600329776,0.01980587160743469,37.80756667058784
49,0.0006175402459769032,0.020423501515052338,0.019805961269075436,32.07234086864066
50,0.0007383282928790199,0.02054445174266138,0.01980612344978236,26.825632500890396
51,0.0008967420804198297,0.020703066158250533,0.019806324077830704,22.08697964587313
52,0.0011087066700138993,0.02091516637214834,0.01980645970213444,17.864472396369848
53,0.001399128266477947,0.021205479429350298,0.01980635116287235,14.156208288701983
54,0.0018084709214844735,0.02161429563775858,0.019805824716274106,10.951696530468183
55,0.0024055236591666437,0.022210501171957497,0.019804977512790853,8.23312522299281
56,0.0033138263394606174,0.02311844317319591,0.019804616833735293,5.9763592913438055
57,0.004770827877587333,0.024577067170884363,0.01980623929329703,4.151530887614686
58,0.007273997797641701,0.027083516202507985,0.019809518404866285,2.7233330220815737
59,0.011990703446034532,0.03179763646299358,0.019806933016959044,1.6518574665867023
60,0.02212473895190495,0.0419225989590014,0.01979786000709645,0.8948290892892928
61,0.04877093262343844,0.06858448436514192,0.019813551741703475,0.40625738889769425
62,0.1486781971224892,0.1684811536946106,0.019802956572121416,0.1331934133947472
63,1.0000272223661726,1.019834924603977,0.01980770223780448,0.01980716303995937
