distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,0.999999999999978,2.19824158875781e-14,2.19824158875781e-14
2,0.14865088937534013,0.14865088939625806,2.09179340515675e-11,1.4071852606781376e-10
3,0.04874348196120343,0.04874348180040392,1.6079950565517365e-10,3.298892471062272e-09
4,0.02209708691207961,0.022097087736371653,8.242920408740861e-10,3.7303199473930565e-08
5,0.011962790249769765,0.011962787683794806,2.5659749585543734e-09,2.1449635954318918e-07
6,0.007245761944783737,0.007245766674668652,4.729884915156968e-09,6.527795076902903e-07
7,0.004742205719235527,0.00474220119605727,4.523178257290206e-09,9.538131673501862e-07
8,0.0032847516220848223,0.003284752382515862,7.60431039751458e-10,2.3150336075298583e-07
9,0.002375927033702164,0.0023759290269030372,1.993200873448564e-09,8.389150193483692e-07
10,0.0017782794100389228,0.0017782791388876926,2.711512301582092e-10,1.5247954209416071e-07
11,0.001368264678315456,0.001368263548792702,1.1295227539745434e-09,8.255148085567476e-07
12,0.0010770889572940968,0.0010770885480779994,4.092160974227682e-10,3.7992785521709946e-07
13,0.0008642826227200463,0.0008642829997220423,3.7700199602766493e-10,4.3620221686417196e-07
14,0.0007049330977651856,0.0007049336358076687,5.380424830713285e-10,7.632532573332956e-07
15,0.0005831080507453127,0.0005831083035021912,2.527568784696857e-10,4.3346490954226884e-07
16,0.00048828125,0.0004882811630762731,8.692372689689254e-11,1.7801979268483592e-07
17,0.00041330005798268486,0.0004132998019299395,2.560527453585558e-10,6.195323238238769e-07
18,0.00035318366665074033,0.00035318343095888725,2.3569185307863866e-10,6.673350874736569e-07
19,0.00030438804926809216,0.0003043879373406714,1.1192742078221934e-10,3.6771292779513294e-07
20,0.00026434281586014104,0.00026434283645802696,2.0597885918606507e-11,7.79211110829071e-08
21,0.00023115161893187263,0.00023115172400579254,1.0507391991535463e-10,4.5456709496948444e-07
22,0.0002033937613324562,0.00020339388872068123,1.2738822502281547e-10,6.26313335218742e-07
23,0.00017999003066448938,0.00017999013209263215,1.0142814276729688e-10,5.635208927563556e-07
24,0.00016011023143812524,0.00016011028298911807,5.155099283104918e-11,3.2197188379539074e-07
25,0.00014310835055998653,0.00014310835068694744,1.2696091465473625e-13,8.87166361417311e-10
26,0.00012847638053898645,0.00012847634221393862,3.832504783364901e-11,2.9830423049643114e-07
27,0.00011581095650839697,0.00011581089855512626,5.795327070881942e-11,5.00412676451882e-07
28,0.00010478893193290843,0.00010478887230841818,5.962449025449183e-11,5.689960681407333e-07
29,9.514927988462354e-05,9.514923179273069e-05,4.809189285410846e-11,5.05436225186611e-07
30,8.66795303452117e-05,8.667950091608858e-05,2.94291231195485e-11,3.395164118026881e-07
31,7.92055003783212e-05,7.920549114774801e-05,9.230573187854647e-12,1.1653954767996246e-07
32,7.25834420778028e-05,7.2583450433128e-05,8.355325207209073e-12,1.1511337803810586e-07
33,6.669398466562124e-05,6.669400558246167e-05,2.091684043038864e-11,3.1362409271627535e-07
34,6.143742119800576e-05,6.143744882201795e-05,2.762401219498934e-11,4.4962844560093627e-07
35,5.6730012340473174e-05,5.673004118490557e-05,2.8844432396789906e-11,5.084510157282529e-07
36,5.250106616047621e-05,5.2501091854289736e-05,2.5693813525092587e-11,4.893960333406595e-07
37,4.869061486110715e-05,4.8690634486640476e-05,1.9625533328722442e-11,4.030660402359969e-07
38,4.524755423892675e-05,4.524756635069099e-05,1.211176424182215e-11,2.6767776613663517e-07
39,4.2128144429936165e-05,4.2128148861275615e-05,4.431339450656872e-12,1.0518715007794106e-07
40,3.929479467759173e-05,3.92947922338106e-05,2.443781132587409e-12,6.219096327231863e-08
41,3.6715072828822024e-05,3.6715064945485543e-05,7.883336480352457e-12,2.1471662379936475e-07
42,3.436089373477257e-05,3.436088215639234e-05,1.1578380235913871e-11,3.369638847372811e-07
43,3.220785090659961e-05,3.220783741882361e-05,1.3487776000242757e-11,4.1877292711507865e-07
44,3.023466351546528e-05,3.02346497457759e-05,1.37696893817707e-11,4.5542724081342563e-07
45,2.8422716752936642e-05,2.842270404157506e-05,1.2711361582323213e-11,4.4722542509979704e-07
46,2.6755678136971087e-05,2.6755667471166842e-05,1.0665804245119266e-11,3.9863703661396725e-07
47,2.5219175892585318e-05,2.521916789244324e-05,8.000142076445204e-12,3.1722456397940123e-07
48,2.380052830136886e-05,2.3800523244018984e-05,5.057349877150407e-12,2.1248897558545115e-07
49,2.248851508355014e-05,2.2488512952476778e-05,2.1310733634303993e-12,9.476274247156643e-08
50,2.1273183587779955e-05,2.1273184135816774e-05,5.480368186984354e-13,2.576186194403204e-08
51,2.014568392084333e-05,2.0145686737523176e-05,2.8166798456347522e-12,1.398155484173228e-07
52,1.9098128230844975e-05,1.909813280717294e-05,4.576327964039666e-12,2.396218052745366e-07
53,1.8123470223124363e-05,1.8123476009099815e-05,5.785975451739252e-12,3.192531772616442e-07
54,1.7215401684382046e-05,1.721540813655575e-05,6.452173705392842e-12,3.747907730347243e-07
55,1.63682633528565e-05,1.6368269970791843e-05,6.617935342665077e-12,4.043150577431387e-07
