distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000017114308222,1.7114308221710672e-06,1.7114308221710672e-06
2,0.14865088937534013,0.14864785497586527,3.034399474854954e-06,2.0412925126826278e-05
3,0.04874348196120343,0.04875104245991944,7.560498716009667e-06,0.00015510789159517413
4,0.02209708691207961,0.022088955302602603,8.131609477008556e-06,0.00036799463700182684
5,0.011962790249769765,0.011963731181049927,9.409312801619829e-07,7.865483390717245e-05
6,0.007245761944783737,0.007249287708361046,3.5257635773089033e-06,0.00048659666218362575
7,0.004742205719235527,0.004742451740777431,2.460215419034309e-07,5.18791373612301e-05
8,0.0032847516220848223,0.0032833744933504576,1.3771287343646368e-06,0.00041924897003036636
9,0.002375927033702164,0.0023749098509590126,1.0171827431511987e-06,0.0004281203625879988
10,0.0017782794100389228,0.0017781086768620267,1.7073317689600583e-07,9.60103209496582e-05
11,0.001368264678315456,0.0013686196423076135,3.5496399215751914e-07,0.00025942640907352396
12,0.0010770889572940968,0.0010775517449241878,4.6278763009104107e-07,0.0004296651887079722
13,0.0008642826227200463,0.0008646091374854068,3.265147653604746e-07,0.0003777870302805307
14,0.0007049330977651856,0.0007050584399086333,1.2534214344770474e-07,0.0001778071477209266
15,0.0005831080507453127,0.0005830708115923694,3.723915294336598e-08,6.386321179371116e-05
16,0.00048828125,0.00048815413466656206,1.2711533343794362e-07,0.0002603322028809085
17,0.00041330005798268486,0.00041314941958127513,1.5063840140972905e-07,0.0003644770875305322
18,0.00035318366665074033,0.0003530538568680793,1.298097826610365e-07,0.000367541862544295
19,0.00030438804926809216,0.00030430050123054055,8.754803755160658e-08,0.0002876198252924771
20,0.00026434281586014104,0.000264301526779614,4.1289080527035036e-08,0.00015619520580759924
21,0.00023115161893187263,0.0002311499897905476,1.6291413250173973e-09,7.047933873643146e-06
22,0.0002033937613324562,0.00020342040832771187,2.6646995255659315e-08,0.00013101186133287346
23,0.00017999003066448938,0.00018003282108622768,4.279042173829903e-08,0.00023773773236398054
24,0.00016011023143812524,0.00016015862209814633,4.8390660021093487e-08,0.0003022334024905467
25,0.00014310835055998653,0.0001431544232537014,4.607269371486385e-08,0.000321942734540509
26,0.00012847638053898645,0.00012851501620607443,3.8635667087979445e-08,0.0003007219453559821
27,0.00011581095650839697,0.00011583952027145442,2.8563763057444058e-08,0.00024664128437081875
28,0.00010478893193290843,0.00010480673870841316,1.7806775504729754e-08,0.00016992992653203697
29,9.514927988462354e-05,9.515701415753505e-05,7.734272911504611e-09,8.128566943315876e-05
30,8.66795303452117e-05,8.667871833264684e-05,8.120125648676492e-10,9.367985285957493e-06
31,7.92055003783212e-05,7.919808005189631e-05,7.420326424885664e-09,9.368448389875498e-05
32,7.25834420778028e-05,7.257144300927124e-05,1.1999068531555164e-08,0.0001653141293394885
33,6.669398466562124e-05,6.667931059077244e-05,1.4674074848798819e-08,0.00022002096474470908
34,6.143742119800576e-05,6.142171901600017e-05,1.5702182005580454e-08,0.000255580095964219
35,5.6730012340473174e-05,5.671460833580477e-05,1.5404004668402604e-08,0.0002715318406058736
36,5.250106616047621e-05,5.2486950899365744e-05,1.4115261110467269e-08,0.00026885665649764465
37,4.869061486110715e-05,4.86784606789426e-05,1.2154182164545986e-08,0.00024962063426835966
38,4.524755423892675e-05,4.523775236793319e-05,9.801870993561708e-09,0.00021662764227660947
