block,m2,m4
1,0.13290915762627847,0.01798676490833409
2,0.11130761964694248,0.013741422519357548
3,0.09914690087505441,0.010257231355045995
4,0.06368563108024537,0.004621009445575044
5,0.10037177838311763,0.010549975698623537
6,0.1084866983632819,0.012162067840686665
7,0.1101206296362594,0.012726698596791992
8,0.05355692768834997,0.0031364838855577433
9,0.09373703180632147,0.009304950155031709
10,0.02906049363456259,0.0016560246395591837
11,0.03128856500027177,0.001104912251025046
12,0.09866486507640511,0.01030383362777363
13,0.1182840666081931,0.01473971778978796
14,0.11940060249922681,0.015434232738620261
15,0.06406234971842205,0.00466134925503186
16,0.03278210771159211,0.0012226455209806367
17,0.06206235810389335,0.005204718121598988
18,0.05991433400097885,0.0038137653617278276
19,0.09680220689800044,0.009988445608484704
20,0.14355496557934094,0.020993533674753047
21,0.11529938216096197,0.01374263393106552
22,0.10566262667565897,0.01238181814526302
23,0.09379300275676943,0.009945328988733735
24,0.0281332625420735,0.0011131700892876445
25,0.019329364572433404,0.0009053061791954354
26,0.004286150376364822,8.029852496028882e-5
27,0.005851756099337945,4.9676523331552915e-5
28,0.007242528756998945,0.00011136173203160429
29,0.013948222878959495,0.000271661158346557
30,0.008372903754276921,0.00016801535185814945
31,0.0014998760441463674,5.359098124143292e-6
32,0.018783098508091643,0.0006557801839034459
33,0.039923768865372404,0.0024398659812978336
34,0.0949491507109371,0.010308100982742388
35,0.08817184959557489,0.008550053049128647
36,0.12184558514869423,0.01531538444893669
37,0.09356588504385727,0.00926971486262301
38,0.06394031350194418,0.005251854137050165
39,0.11973319198373647,0.01475660085835064
40,0.12654674881793035,0.016357474249555595
41,0.1353115885928739,0.018771012717989696
42,0.08559862725609273,0.007817923418774051
43,0.05040336188677175,0.0029476832780305977
44,0.008803322980887606,0.00017503052034450483
45,0.03196035042405711,0.0014760339366985979
46,0.05083010395936726,0.004109857357866118
47,0.10960723402634903,0.012558242062446481
48,0.10339007284428225,0.011233815623265359
49,0.12679602675260976,0.016326470681602236
50,0.10829096284627449,0.012184321444104857
