block,m2,Rp,C1
1,0.17490871148109435,-0.081,1621.506
2,0.17605727891921996,-0.0908,1626.2062
3,0.17311707558631897,-0.1202,1614.834
4,0.17409210963249205,-0.089,1616.0804
5,0.1765663146018982,-0.0942,1629.1858
6,0.17796436638832092,-0.079,1630.7966
7,0.174575848197937,-0.1144,1608.9348
8,0.17567787823677064,-0.0832,1621.6632
9,0.17463672409057618,-0.1214,1615.136
10,0.17145317192077636,-0.1376,1596.711
11,0.1732026589870453,-0.1366,1604.561
12,0.17763057055473327,-0.059,1638.4402
13,0.1702165843486786,-0.1446,1593.3504
14,0.16742925310134887,-0.1804,1572.6416
15,0.1697135196208954,-0.1336,1597.2152
16,0.17435116629600525,-0.0874,1610.8148
17,0.1747606635570526,-0.1132,1616.4892
18,0.1705626200199127,-0.1424,1597.1974
19,0.1699455466747284,-0.1374,1591.2556
20,0.16634959659576415,-0.183,1571.2712
