block,m2,m4,Qm,chi,Rp,C1
1,0.13882654305845052,0.023421673223056386,0.8228621787186232,582280.7248562312,-0.25,1.5195741775e6
2,0.14838195791744113,0.02687629902716257,0.8192052563919441,622359.039620955,-0.0775,1.5540127275e6
3,0.15002208337981757,0.027100972685467142,0.8304729783256112,629238.2244083023,-0.2075,1.557197205e6
4,0.16124908234185512,0.030915660730576194,0.8410386820675195,676327.6710627723,-0.01,1.6257378625e6
5,0.15666911488284427,0.029736940889060842,0.82541145203013,657117.8952295732,-0.105,1.5923759125e6
6,0.1721062540307787,0.03287858168739923,0.9009075561145345,721865.9497063112,0.135,1.7093298075e6
7,0.17482338215203072,0.03389548477886168,0.9016898606546906,733262.4110537911,0.225,1.7039860925e6
8,0.15685577128870193,0.028472571890575997,0.8641204974783835,657900.7889392877,0.05,1.6094823225e6
9,0.1810050658415571,0.03586679158620087,0.9134587291301338,759190.2716795063,0.31,1.747822285e6
10,0.1485983813661727,0.026696038489580808,0.8271444077092068,623266.7853576636,-0.19,1.527551745e6
11,0.17073941899421016,0.03316043761056584,0.8791183500302128,716133.0280450917,0.1425,1.6834665025e6
12,0.1572539477614754,0.028809078019473605,0.8583684653099034,659570.8621117473,0.06,1.598862995e6
13,0.14795833699964192,0.027176176727446214,0.8055463322620511,620582.2447109461,-0.1275,1.547572535e6
14,0.15712258937704518,0.030869536319546028,0.7997369263015418,659019.9051144981,-0.0975,1.5719646325e6
15,0.14530569534390167,0.025015320200082423,0.8440325740585644,609456.2592037081,-0.235,1.525288205e6
16,0.16263490304735,0.030533483426766074,0.8662657751664982,682140.2243911123,0.0225,1.6359092975e6
17,0.15805381093050244,0.03028081880743412,0.8249779277277016,662925.7314010501,-0.045,1.5968789975e6
18,0.1344522865228771,0.023126834242338613,0.7816641552320752,563933.7631720495,-0.3075,1.469964185e6
19,0.143499962553837,0.024680278108576748,0.8343600976601852,601882.4669394088,-0.115,1.5380404875e6
20,0.15719467039563312,0.029755432003705416,0.8304421323042664,659322.2348190856,-0.03,1.6007941625e6
21,0.18064939348312578,0.03582880012350713,0.9108371827503662,757698.4736838484,0.25,1.7392990125e6
22,0.17514652989503873,0.03479891122857543,0.8815306528637477,734617.7909248805,0.0975,1.6885278525e6
23,0.1562756824472075,0.028416542259583108,0.8594321118046797,655467.7199910522,-0.0625,1.588114555e6
24,0.15990983395443037,0.029811000448754933,0.857775807936747,670710.4561944031,-0.0075,1.613350195e6
25,0.16952883497638538,0.03329140483229829,0.863286666129746,711055.4706567931,0.05,1.6415484375e6
26,0.1812466948927829,0.035526198009023374,0.9246799897138951,760203.7373755788,0.2925,1.738689345e6
27,0.16742518824407226,0.03150927945511352,0.8896170951320805,702232.1367528653,0.16,1.6723606425e6
28,0.1758781595374478,0.034893775887265145,0.8864941158050283,737686.4680605554,0.2775,1.7191678975e6
29,0.18595868807444105,0.03761950991164766,0.9192207381643877,779967.2692253804,0.33,1.76261264e6
30,0.16777460000462496,0.03166397103285872,0.8889698761251862,703697.6758977985,0.1875,1.6756795975e6
31,0.15977817941674402,0.03049254615077615,0.8372231853481816,670158.2570403671,0.085,1.6162867925e6
32,0.1784398580466683,0.03572634088079246,0.8912410886398298,748431.010364573,0.19,1.7134757875e6
33,0.1631163328685335,0.03042897833950969,0.8743947217554511,684159.4874158215,-0.06,1.6412015525e6
34,0.15206543644235182,0.02727720278366224,0.8477371064694752,637808.668331902,-0.13,1.5840660425e6
35,0.18141045371715223,0.03658940742897347,0.8994338807412143,760890.5916676664,0.28,1.73347399e6
36,0.1654308488978006,0.031030945779774433,0.8819378552388379,693867.2712554407,0.045,1.6624064775e6
37,0.1606347033430154,0.03061642292595958,0.8427995648119899,673750.7787704229,0.04,1.6181114875e6
38,0.16742770270120616,0.030895756427028655,0.9073102222957746,702242.6831504798,0.2225,1.682435295e6
39,0.16042533446975427,0.029651138894986176,0.8679696260869215,672872.6220678282,0.0375,1.62230856e6
40,0.16874155810399144,0.032430578575418915,0.8779896838764591,707753.3921218037,0.0975,1.672896555e6
41,0.15777010452853404,0.029001968335571764,0.8582660871474203,661735.7805044485,-0.06,1.6158919475e6
42,0.159008011657599,0.029959476503008634,0.8439248852951113,666927.9393275141,-0.07,1.59660519e6
43,0.1481207677022388,0.025450006575664166,0.8620729334380548,621263.528456571,-0.225,1.552459975e6
44,0.16355779911640694,0.03105873299960644,0.8613085940157927,686011.1310651421,0.1425,1.6320241675e6
45,0.14776230356297504,0.026390557311629793,0.8273299459505961,619760.0208834005,-0.22,1.5268786825e6
46,0.18602724579712115,0.037254105290980714,0.9289214143935095,780254.8211558484,0.34,1.7710401025e6
47,0.16979008842934662,0.03288533171585739,0.8766423394459508,712151.2470595622,0.2575,1.6814709075e6
48,0.1824152427703723,0.03614400409860645,0.9206318343754506,765104.9824127436,0.26,1.7470842475e6
49,0.16676896036231825,0.031915038288538075,0.8714351488124894,699479.7175235129,0.115,1.6527221175e6
50,0.16997070847659926,0.032642120133085525,0.8850540841786381,712908.8224462342,0.1475,1.6553061575e6
