block,m2,Rp,C1
1,0.030516934389434754,-1.6952,9152.0174
2,0.027596176436543465,-1.7372,8603.2054
3,0.026976410285942255,-1.7498,8582.2696
4,0.02891817646417767,-1.7296,8864.4788
5,0.029645557579025626,-1.715,9022.828
6,0.029731124467775226,-1.7042,9117.1472
7,0.028291150290332735,-1.7348,8606.2828
8,0.030511530826054515,-1.6904,9236.1444
9,0.03013754621837288,-1.7166,9092.856
10,0.027078057130612433,-1.758,8550.9454
11,0.02822297192644328,-1.7198,8772.1204
12,0.03169222011696547,-1.6674,9430.4096
13,0.028460210989415646,-1.7168,8832.6078
14,0.03032839633859694,-1.7152,8990.381
15,0.02962679971214384,-1.727,8956.3344
16,0.03126988569032401,-1.6796,9304.2024
17,0.028961203605122863,-1.7126,8877.5328
18,0.02689607162550092,-1.769,8541.153
19,0.02941112853474915,-1.7162,8941.0174
20,0.03120301706325263,-1.6858,9296.3632
