block,m2,m4
1,0.1633819169640541,0.036486472826583745
2,0.15473255206346512,0.031875599263656025
3,0.16606017018556596,0.03845309379265029
4,0.14223245000839232,0.029591287847374928
5,0.14691379117965697,0.03249062753088132
6,0.13213648142814635,0.026244563692750272
7,0.1888905724287033,0.04364042407287715
8,0.16553520691394805,0.035888424457345885
9,0.19335726916790008,0.04592124942370671
10,0.18324544278383256,0.0413069811556796
11,0.18174427576065064,0.042543856639872646
12,0.1492111224770546,0.030983421886240318
13,0.18579846733808517,0.043239738551063646
14,0.1649624460697174,0.03644039865599411
15,0.1591543172597885,0.034967815402518594
16,0.1855526840686798,0.04145172286589235
17,0.14671872779130934,0.031452433601029284
18,0.13754348249435425,0.028519720044728844
19,0.18056064207553862,0.04175248125608485
20,0.18260248725414277,0.04212558710851248
21,0.15447682625055312,0.03302657943895955
22,0.17949604457616805,0.03943859466468853
23,0.20284675514698028,0.046697214713205384
24,0.14493780564069747,0.03125775601232143
25,0.13205352121591568,0.02600521327302955
26,0.15410996981859207,0.03425514598753915
27,0.14702148209810256,0.03046334362845488
28,0.16087164739370347,0.035676455363610124
29,0.2102160122036934,0.051201622970935785
30,0.1716382472395897,0.03876169748866258
31,0.17402415418624878,0.03847331980291059
32,0.1836047662615776,0.0412506838607069
33,0.17340047154426574,0.03872906350560113
34,0.1633567464351654,0.03658920960421168
35,0.11759729195833206,0.02330582977944195
36,0.16879581696987153,0.036452591916089426
37,0.18136486262083054,0.04375827837306815
38,0.13256647948026656,0.027441943478234542
39,0.18541057451963425,0.042193230291759434
40,0.1606013643860817,0.034676859718699396
41,0.16255037902593614,0.03596976007668578
42,0.1889846522450447,0.043950618199335226
43,0.15878777165412902,0.03490656239362274
44,0.15602818911075592,0.03509033450158214
45,0.1761868168592453,0.039180893664551734
46,0.15212726722955705,0.03261281321619372
47,0.16867551225423813,0.03532433716423514
48,0.136804696726799,0.027955644392541668
49,0.14068696043491363,0.029829075895117473
50,0.18331250429153442,0.04299863976731799
