block,m2,Rp,C1
1,0.04027977368719876,-1.656,10569.8184
2,0.04048033307008445,-1.6232,10636.494
3,0.04069191463869065,-1.6402,10627.927
4,0.03965337271727622,-1.6436,10633.9906
5,0.04015655122082681,-1.65,10651.572
6,0.040035736359655856,-1.6632,10597.0288
7,0.03890520271956921,-1.6426,10532.186
8,0.04169323219321668,-1.6148,10851.482
9,0.04144799243733287,-1.627,10797.5272
10,0.04113720749765635,-1.6274,10801.0108
11,0.03999373532589525,-1.6304,10630.0964
12,0.042012693665362894,-1.6002,10938.74
13,0.04079016757775098,-1.6312,10788.0482
14,0.0416173259479925,-1.6092,10951.0648
15,0.04066667288374156,-1.6222,10663.8538
16,0.04098779312018305,-1.6244,10669.0578
17,0.039194444291107355,-1.6638,10571.5506
18,0.03686291532758623,-1.6904,10228.3386
19,0.040973969000391665,-1.649,10752.7966
20,0.04105522369816899,-1.6418,10830.6892
