block,m2,Rp,C1
1,0.30343188414142935,0.9844,144243.971
2,0.30274678151294354,0.9858,144155.8536
3,0.30271134666384897,0.9866,144109.0684
4,0.30504903593139027,0.9888,144559.782
5,0.3007413445793325,0.9838,143627.96
6,0.30494692857848715,0.987,144640.8438
7,0.30107405445466284,0.9836,143712.0674
8,0.30215116948137294,0.9878,143979.4144
9,0.3039390114500187,0.9874,144322.5892
10,0.3041894024778623,0.9856,144418.9442
11,0.3017056936373934,0.9882,143848.957
12,0.3055937536329031,0.9902,144701.6614
13,0.3044850474608247,0.9882,144440.2216
14,0.3038328193943482,0.9886,144354.805
15,0.3027549165576231,0.9864,144103.5854
16,0.30392500993044813,0.9878,144352.854
17,0.30478853092479985,0.9894,144572.287
18,0.30281714398043696,0.9848,144088.0576
19,0.30167028937974244,0.9862,143836.7402
20,0.3036674836087506,0.9876,144314.5884
