block,m2,m4
1,0.11601365668438375,0.015414913201599632
2,0.08981191822136753,0.012786994636741194
3,0.022852926920028403,0.0011729577357008415
4,0.10418167970324867,0.014432718728168778
5,0.08376270968471654,0.011322363658816557
6,0.1162195528502576,0.016346561011498
7,0.1424451676198747,0.021855011727476704
8,0.0699567877351772,0.00834389525210234
9,0.09999050702038222,0.012764590748863528
10,0.10521090975203551,0.012081935065689595
11,0.11275816930262372,0.01373594127709864
12,0.04528171921134926,0.0034889411826233697
13,0.08764578340770676,0.011081209351341277
14,0.1294157258541789,0.018543157754189944
15,0.11488150125956163,0.015925678097086855
16,0.06618993929666467,0.005907423740567309
17,0.13103681571600026,0.01805508290962509
18,0.10509692484796979,0.014218557887616728
19,0.08626630321172997,0.009575005055425495
20,0.11961719281822443,0.015766607724120845
21,0.1072404695762787,0.013247106397557891
22,0.09848405707599595,0.011049827701147067
23,0.13040163988168352,0.018620322411560256
24,0.11894318604781293,0.01689604414971269
25,0.14215745240612887,0.021065457484062022
26,0.13630019321171566,0.019516740373614522
27,0.12568818217208608,0.01702190814069528
28,0.12442928515076637,0.01641471595620888
29,0.0935228630063124,0.011384191601508274
30,0.08519842714588158,0.011278717716581772
31,0.10435649377708324,0.012641489534961543
32,0.13039879161468707,0.018778450332289472
33,0.0956897558285389,0.011959843859755662
34,0.11033926998316311,0.013639066881338556
35,0.11083599555017426,0.015089116191768755
36,0.12827660906412638,0.017806272972354792
37,0.13005000329962932,0.018316585094409994
38,0.054518213021149856,0.00515189336156901
39,0.10475747935427353,0.012588994942403732
40,0.12842395355491898,0.018058298980247856
41,0.0861830229730811,0.009794758449586043
42,0.10389363896376454,0.01392876928644379
43,0.10873468891740777,0.013992213783045642
44,0.12160901490957476,0.016008715167703087
45,0.0724186260832008,0.007607760487946726
46,0.1377047168861609,0.02045577255583193
47,0.14051807395913637,0.02085367624167222
48,0.09378135053543374,0.009948781550897803
49,0.08114472437421791,0.008709810305842303
50,0.08762591319847853,0.011619119365357568
