block,m2,m4,R0,R2,C1
1,0.3850806305885315,0.17352672211038644,0.2226,0.4807,2450.8866
2,0.3813026697635651,0.1709647081192361,0.2343,0.4748,2437.9165
3,0.3925372290611267,0.17834861473558278,0.2222,0.4964,2475.8771
4,0.37817423613071444,0.168643467405448,0.2385,0.4576,2421.1225
5,0.3937419967889786,0.179965766153621,0.2109,0.4976,2481.0961
6,0.3871425210237503,0.17518050752390485,0.221,0.4904,2458.1631
7,0.39198509085178374,0.17850444265608584,0.2178,0.4923,2470.8967
8,0.3808092599630356,0.17009893543377724,0.2322,0.4694,2434.004
9,0.38361664316654204,0.1733129787888271,0.2344,0.4762,2439.5812
10,0.3801313857793808,0.1698677164995888,0.241,0.4639,2423.9934
11,0.3831000996351242,0.17157395142864207,0.2296,0.474,2440.4993
12,0.38540903062820436,0.17348513996089193,0.2244,0.4783,2454.5293
13,0.3875681199789047,0.17583069088687162,0.23,0.4814,2451.4913
14,0.3894965680599213,0.17656702096482832,0.2218,0.4864,2463.8405
15,0.39402932720184325,0.17913294711680408,0.2099,0.4949,2484.3894
16,0.3865172818183899,0.1741030555828199,0.2208,0.4806,2455.4304
17,0.38733009066581725,0.17529718794174606,0.2252,0.481,2459.905
18,0.3779318356752396,0.16824761675436317,0.2305,0.4644,2423.8128
19,0.38717859263420107,0.17472275125762476,0.2228,0.4814,2453.4708
20,0.3932058875322342,0.17902677643360307,0.2137,0.4934,2470.8388
21,0.38835041360855105,0.17442595563936142,0.2219,0.4798,2461.3705
22,0.3916802408218384,0.17747549656829226,0.21,0.4985,2478.5348
23,0.384898277258873,0.1737703195508441,0.2304,0.4789,2444.9309
24,0.3826757697343826,0.17146741820231806,0.2303,0.4765,2441.0722
25,0.3850509570121765,0.1732870459226126,0.2207,0.4855,2455.2897
26,0.3868354708194733,0.1749465295121251,0.2282,0.482,2453.2889
27,0.3877544254541397,0.17430513619267798,0.2175,0.4788,2460.2458
28,0.3822298176050186,0.17149521241410567,0.233,0.4697,2436.5441
29,0.385295175075531,0.17245157437776235,0.2206,0.4826,2457.3053
30,0.37893007283210756,0.1692309810271479,0.2368,0.4742,2433.0939
31,0.37999543743133546,0.16940634137272662,0.2349,0.4651,2431.8814
32,0.3808760450124741,0.17019730853779216,0.2342,0.4651,2433.5292
33,0.3931532305002213,0.178370608868073,0.2072,0.495,2480.0572
34,0.3913524437189102,0.17783728755304282,0.2179,0.4927,2467.6614
35,0.386481240606308,0.17348305206185086,0.2179,0.4832,2459.2192
36,0.38091504294872286,0.17065849265690888,0.2348,0.4716,2431.016
37,0.3808114367723465,0.1705315804806084,0.2362,0.4634,2432.0201
38,0.38182496509552,0.1714895245306538,0.2369,0.4816,2440.1459
39,0.3832783398628235,0.17261196152082722,0.2325,0.4699,2441.0858
40,0.38144125459194184,0.17136537535910418,0.2368,0.4684,2434.3962
41,0.38850473206043246,0.17428904529660805,0.2224,0.4809,2470.5149
42,0.38246050631999967,0.17165707627983934,0.2292,0.4755,2438.0686
43,0.3900986526250839,0.17652153771175486,0.2218,0.4799,2468.6325
44,0.38966566789150237,0.17736494973438852,0.222,0.4878,2463.2594
45,0.38429346413612364,0.17175496710988544,0.2249,0.4722,2446.954
46,0.3868565732240677,0.1743024402332856,0.2256,0.4835,2453.5356
47,0.383710702252388,0.17165729159834295,0.2284,0.473,2441.5201
48,0.3912334396123886,0.17707739862720429,0.2133,0.492,2468.8468
49,0.3853164412975311,0.17307533148407236,0.2267,0.4837,2448.1205
50,0.38644753856658937,0.17459749847366485,0.2288,0.4885,2456.8554
51,0.3898450743436813,0.1773378732933811,0.2203,0.4892,2462.9267
52,0.38818657352924346,0.1751887815278351,0.2185,0.4823,2459.2291
53,0.3892075887680054,0.1748616581291807,0.216,0.4888,2469.2145
54,0.3853924653530121,0.1736118052892409,0.2331,0.4783,2446.7453
55,0.3795255425930023,0.16920414594070005,0.2362,0.4677,2431.655
56,0.38755219457149503,0.17441969881767938,0.2217,0.4862,2461.1909
57,0.3818549780845642,0.1709235922266841,0.235,0.4792,2436.7691
58,0.38356758685111997,0.17223731743698628,0.2259,0.4821,2446.8783
59,0.386747314786911,0.17480772598231809,0.2292,0.4764,2455.3353
60,0.3912701287031174,0.17704458148111815,0.2129,0.4953,2472.6109
61,0.39177371265888217,0.17774115533311766,0.2109,0.4934,2472.6245
62,0.38437540917396545,0.17262939647675485,0.2284,0.4715,2445.6017
63,0.3872407918691635,0.17455572046963108,0.2229,0.4819,2458.4036
64,0.38468411321640017,0.17275155292331862,0.2269,0.4758,2449.6792
65,0.3868179709672928,0.17430579115846526,0.2243,0.4845,2456.9336
66,0.38424653191566466,0.17196809536336125,0.2364,0.4642,2446.044
67,0.38930413744449616,0.17684164313434786,0.2223,0.488,2463.7346
68,0.3853959619283676,0.17418175438947156,0.2266,0.4735,2451.3468
69,0.38771999394893647,0.17428524898149073,0.2207,0.4824,2459.1575
70,0.3757809211730957,0.16713885166107012,0.2405,0.4622,2416.7825
71,0.3878599310398102,0.17507571688619614,0.2239,0.4912,2457.8065
72,0.38863546812534333,0.1762028034436621,0.2195,0.4932,2464.5458
73,0.38063086297512055,0.17107611504611167,0.2326,0.4746,2429.5655
74,0.37957612833976745,0.17059622356988197,0.238,0.469,2430.2046
75,0.38349010081291196,0.171909666023051,0.2243,0.4774,2445.0727
76,0.38586192281246184,0.17367828944831049,0.2353,0.4764,2450.2562
77,0.3827775588274002,0.1719832564627292,0.2342,0.4739,2435.2671
78,0.3858139933824539,0.17278064113780411,0.2237,0.4761,2458.6259
79,0.3833097938776016,0.1733476926282827,0.2317,0.4811,2437.1117
80,0.3855361839532852,0.173839814271877,0.2203,0.4821,2452.4214
81,0.38591665000915526,0.17391451853390952,0.2279,0.4847,2453.5526
82,0.3908116044998169,0.1774691580530653,0.2166,0.4855,2469.4013
83,0.38517838342189786,0.17292782143674768,0.226,0.4738,2453.8158
84,0.39032837171554563,0.17634980036032863,0.2197,0.488,2473.7481
85,0.3856448358297348,0.17435541194004273,0.2263,0.4755,2450.0191
86,0.38028144414424897,0.17064691034409257,0.2344,0.4707,2438.0348
87,0.38356549620628355,0.17255441026088547,0.2311,0.4769,2441.088
88,0.3901702128648758,0.17690669244539986,0.2192,0.4865,2463.4354
89,0.39008704960346224,0.1763595597571414,0.2167,0.4918,2469.4185
90,0.38587872426509856,0.17346849321095642,0.2262,0.482,2452.1324
91,0.3893600654125214,0.17557081399910066,0.2144,0.4899,2469.5643
92,0.3822196485280991,0.17235553960137845,0.2318,0.4784,2439.3784
93,0.3856753987789154,0.17342792410825067,0.2217,0.4843,2455.493
94,0.38389952807426453,0.17162264924170426,0.2193,0.4712,2451.1032
95,0.3897017625808716,0.1769156456640427,0.2201,0.4848,2459.1441
96,0.39265549249649045,0.17827204308866745,0.2164,0.494,2477.7833
97,0.3868961669206619,0.1740259106432369,0.2163,0.4784,2452.7678
98,0.38330703542232514,0.17280520101977787,0.2352,0.4816,2441.3576
99,0.38677970461845396,0.17454467835667178,0.2244,0.4868,2455.6764
100,0.3862130644798279,0.17375599345832915,0.2328,0.4857,2452.2225
