block,m2,Rp,C1
1,0.09542692958441461,-0.0886,174371.4014
2,0.09455155242262753,-0.0788,173364.267
3,0.09363645337862135,-0.135,171851.973
4,0.09251345411431458,-0.1598,170701.4228
5,0.09533043543598442,-0.0774,173649.5196
6,0.09136347507271965,-0.158,170376.4348
7,0.09350778142003183,-0.1658,170976.3288
8,0.09253366101715071,-0.1236,170943.9388
9,0.09082714345075742,-0.1882,167936.0946
10,0.08850817246120193,-0.2408,166139.3908
11,0.09630167836623245,-0.068,174667.1818
12,0.09536162921823563,-0.08,174261.0444
13,0.09187589520996461,-0.1678,169863.3072
14,0.09291103605161434,-0.1486,171322.931
15,0.09079102861853891,-0.1574,169138.2118
16,0.0926142262538964,-0.1208,171218.3792
17,0.09289871512656273,-0.1244,170675.5824
18,0.09614098385719147,-0.0812,174812.4418
19,0.0935553517009948,-0.1118,171868.7484
20,0.0927695240950028,-0.1338,171161.25
