block,m2,Rp,C1
1,0.15583638620078563,-0.2544,6114.5552
2,0.14974467218220233,-0.301,5986.7578
3,0.1607500564813614,-0.1672,6225.4758
4,0.15770641369223595,-0.2004,6159.8142
5,0.1523031854391098,-0.2506,6030.9576
6,0.15235825140476228,-0.2878,6026.6594
7,0.15244303953349592,-0.2622,6016.336
8,0.15636537068486214,-0.1964,6114.2132
9,0.14999068182706832,-0.2954,5968.3986
10,0.15856918922960758,-0.1992,6187.554
11,0.1506126873612404,-0.3136,5961.6798
12,0.15803924758136273,-0.2136,6165.528
13,0.16281418191492558,-0.1572,6256.6296
14,0.15618359733223916,-0.222,6095.0676
15,0.15280549327731133,-0.2604,6036.7482
16,0.15358039074838162,-0.2506,6061.2556
17,0.15729837194681168,-0.2124,6147.5202
18,0.15987957537174224,-0.208,6190.5326
19,0.1652816822618246,-0.1328,6311.7476
20,0.15457613106369972,-0.2662,6050.2404
