block,m2,Rp,C1
1,0.07102167002592114,-0.08,1.071712973e6
2,0.07074689816500813,-0.084,1.074251354e6
3,0.07443780046524603,0.05,1.109900321e6
4,0.07669521953333447,0.066,1.110174799e6
5,0.07286687832871826,-0.027,1.076250303e6
6,0.06393362510770316,-0.277,1.005112426e6
7,0.07241243025768654,-0.084,1.083265798e6
8,0.06948461528377356,-0.14,1.051779275e6
9,0.074988462173686,-0.003,1.100859325e6
10,0.07930565193831011,0.126,1.146793138e6
11,0.07484934901977067,0.033,1.107186003e6
12,0.070138302692362,-0.112,1.057169866e6
13,0.07611519926782853,0.098,1.121118155e6
14,0.06631770130397467,-0.253,1.027979997e6
15,0.07087779896514758,-0.098,1.068952203e6
16,0.0693525753569113,-0.153,1.049438364e6
17,0.07554836919832246,-0.016,1.110528334e6
18,0.07173052955628804,-0.155,1.068730031e6
19,0.0720927048369822,-0.086,1.07806899e6
20,0.06699729698225064,-0.29,1.028914307e6
