block,m2,Rp,C1
1,0.2069567048292607,0.0792,28730.5792
2,0.1966540646791458,-0.0026,28016.2192
3,0.19804661239143462,0.0016,28064.5452
4,0.2009315035512671,0.0368,28295.5604
5,0.19472566489893944,-0.03,27842.5952
6,0.19516447559781372,0.0004,27853.4366
7,0.18943064456824213,-0.0744,27358.157
8,0.20041432045996188,0.0526,28256.3796
9,0.19798856240492313,-0.0242,28070.8588
10,0.19581047774683685,0.0028,27899.9596
11,0.19203086799699814,-0.0422,27566.7932
12,0.19945520634818822,0.0306,28217.6972
13,0.20255475799981504,0.0632,28425.9018
14,0.19476819677259774,-0.0248,27688.4846
15,0.19712065693903713,-0.0148,28006.1156
16,0.20522926630917937,0.0718,28609.3404
17,0.19760533445328474,-0.006,27900.9268
18,0.20536216549649836,0.094,28734.266
19,0.19761828608941287,-0.0222,27897.2684
20,0.19741926509421318,-0.0252,27880.3096
