block,m2,Rp,C1
1,0.040385177202712466,-0.4662857142857143,439005.92914285715
2,0.04112357968833369,-0.3942857142857143,447116.452
3,0.04368228045825656,-0.2542857142857143,462649.5074285714
4,0.039931834754837525,-0.4165714285714286,438688.56685714284
5,0.039786529810328,-0.41314285714285715,437968.1417142857
6,0.04172867339080515,-0.3811428571428571,447368.31371428573
7,0.03870430618229549,-0.49942857142857144,429228.46
8,0.037972654615264854,-0.5302857142857142,424660.57485714287
9,0.0440096463863664,-0.21885714285714286,467436.89085714286
10,0.03941017210346768,-0.43257142857142855,435217.95257142856
11,0.04742955218134177,-0.12057142857142857,486089.816
12,0.04149923276889008,-0.344,451282.3537142857
13,0.04345436897294963,-0.2885714285714286,462467.73142857145
14,0.0425290821720961,-0.348,451545.36914285715
15,0.03854880430278157,-0.4657142857142857,428687.82971428573
16,0.03722368851073975,-0.5171428571428571,422549.6634285714
17,0.03789720296564577,-0.5731428571428572,421379.91028571426
18,0.03864900494187108,-0.4908571428571429,429757.93485714286
19,0.0397021359539746,-0.37885714285714284,441258.81314285717
20,0.03957085770005246,-0.4491428571428571,435601.0497142857
