block,m2,m4,Qm,chi,Rp,C1
1,0.32464567762613294,0.1242121434913504,0.8485065392070162,5318.994782226562,0.03,9012.91425
2,0.32153420439362523,0.12013540064739729,0.8605643635257761,5268.016404785156,-0.02875,8954.09675
3,0.32669821429252627,0.12436919638368878,0.8581845531320282,5352.62354296875,0.0465,9008.122
4,0.33032315649837257,0.12660492004478519,0.8618416067910363,5412.014596069336,0.069,9113.01325
5,0.3229185706190765,0.12209103060185035,0.8540873374287588,5290.697861022949,0.021,8966.69275
6,0.31371644357964396,0.11791208983190245,0.8346727389241118,5139.930211608887,-0.01675,8807.82175
7,0.3181178677454591,0.11961104857155874,0.8460671400131895,5212.043145141602,-0.01075,8908.89925
8,0.32568467409163715,0.12469417450033621,0.8506452475684011,5336.017700317383,0.048,9018.71075
9,0.3230110411345959,0.12261452535496858,0.8509279988875942,5292.212897949219,-0.01175,8949.291
10,0.31974314762651923,0.12083688306115278,0.846063535107695,5238.671730712891,-0.00775,8927.95275
11,0.3356122993938625,0.12931240467541125,0.8710348847596155,5498.671913269043,0.06625,9152.138
12,0.3167340377569199,0.11872295708797206,0.8449962259570901,5189.370474609375,-0.0235,8871.14825
13,0.33225774521380663,0.12743903570179843,0.8662589813758684,5443.710897583008,0.07575,9140.501
14,0.32468388825282457,0.12205737470479264,0.86368912608468,5319.620825134278,0.027,9016.8635
15,0.3215357313975692,0.1215315746783424,0.850686143407583,5268.041423217774,0.004,8953.32775
16,0.32460799209028485,0.12261185309647794,0.8593814208645478,5318.377342407227,0.0335,8979.65975
17,0.3322776998765767,0.12793706629516968,0.8629904767437745,5444.037834777832,0.09825,9124.40425
18,0.3176918887831271,0.11899517435589854,0.8481699929841553,5205.063905822754,-0.00775,8889.24175
19,0.31435091884434224,0.11756226407919809,0.8405460795796905,5150.325454345703,-0.02625,8823.59325
20,0.3280631798915565,0.12521976935081308,0.8594924791710687,5374.987139343261,0.04425,9072.3555
21,0.3245634242668748,0.12296832735629337,0.8566548690755053,5317.647143188477,-0.012,8978.13825
22,0.32574642182141544,0.1228062556742311,0.8640498869286928,5337.029375122071,0.05675,9012.06675
23,0.3220417702496052,0.12195412106514017,0.8504091610820079,5276.332363769531,-0.00825,8946.71225
24,0.32407266226783393,0.1229600227543897,0.8541238695046696,5309.606498596191,0.0285,8977.15275
25,0.3268465233743191,0.124359474088736,0.859031051913683,5355.053438964844,0.066,9012.61075
26,0.3321988839879632,0.12750741793708115,0.8654876736450245,5442.746515258789,0.0735,9115.263
27,0.32759227277338504,0.12518491879400218,0.8572653816026091,5367.2717971191405,0.0765,9041.679
28,0.3261419945061207,0.12312023729050373,0.8639408347585655,5343.510437988281,0.0595,9052.8015
29,0.3273213844075799,0.12510197213693874,0.8564156652400188,5362.833562133789,0.044,9050.64325
30,0.32090849842131136,0.12086181638811273,0.8520661647870911,5257.764838134765,0.006,8939.079
31,0.3203270034976304,0.12028473005042789,0.8530541584684371,5248.237625305176,-0.01525,8941.57825
32,0.32230305919796226,0.12130471311985558,0.8563497600107827,5280.613321899414,0.0005,8948.99725
33,0.30888201347738503,0.11382434736117907,0.8382046588600371,5060.722908813476,-0.06225,8754.28175
34,0.316067278817296,0.11875279687792262,0.8412309214212916,5178.446296142578,-0.036,8845.61575
35,0.3122491441220045,0.11542206783164244,0.8447217229476397,5115.889977294922,-0.031,8830.353
36,0.33011677975580095,0.12604009078657039,0.8646224197099003,5408.633319519043,0.078,9070.8995
37,0.32019707653671503,0.1208675366142304,0.8482523156725607,5246.108901977539,0.00725,8926.2035
38,0.33810101249814034,0.13061663242063312,0.8751741071086601,5539.446988769531,0.08325,9187.3465
39,0.3204780233167112,0.12182820006556819,0.8430409656689488,5250.7119340209965,0.01375,8935.6065
40,0.3106590595692396,0.11575973628570041,0.8337013748394826,5089.838031982422,-0.0515,8737.56475
41,0.33060576041415335,0.1274545176270135,0.8575621394518134,5416.6447786254885,0.072,9080.22675
42,0.3235630567483604,0.12304706267924968,0.8508374715554899,5301.257121765137,-0.0035,8956.246
43,0.3351600199341774,0.12978537340430535,0.8655231018393926,5491.261766601562,0.08525,9161.32775
44,0.3305691135078669,0.1267921810863502,0.861850769259628,5416.044355712891,0.0655,9099.0595
45,0.32535961144417525,0.12308200314875657,0.8600678738642556,5330.691873901367,0.02475,9022.17475
46,0.32954385513067247,0.1257919926925988,0.8633232539671444,5399.246522460938,0.05725,9087.053
47,0.31600604521855713,0.11892760061996241,0.8396690094991369,5177.44304486084,-0.00975,8865.357
48,0.31851602007076146,0.11970771830283665,0.8475013681662802,5218.566472839356,-0.006,8895.61075
49,0.3279357956983149,0.12414915629067269,0.8662313084794321,5372.900076721191,0.05425,9089.79675
50,0.32225337068736554,0.12157429842002301,0.8541874085967599,5279.799225341797,0.02125,8965.6125
