block,m2,Rp,C1
1,0.09783280086517333,-0.5674,4708.4634
2,0.1029590425312519,-0.4822,4831.3944
3,0.10092987489402294,-0.521,4787.051
4,0.1042131860256195,-0.4696,4870.5492
5,0.10176766683757305,-0.4912,4799.913
6,0.10227130275964737,-0.4856,4828.7632
7,0.10065924189090729,-0.5034,4791.6878
8,0.09613728166222572,-0.593,4655.4594
9,0.10313592573404312,-0.4732,4847.7724
10,0.09806654219627381,-0.5558,4697.1684
11,0.09311184886693954,-0.6256,4563.4956
12,0.09688704903721809,-0.5908,4674.385
13,0.09846754158735276,-0.5664,4719.7872
14,0.09834133862257004,-0.5754,4711.0272
15,0.10186853224337102,-0.5154,4817.933
16,0.0952180279046297,-0.5978,4650.8422
17,0.0970220535159111,-0.5694,4649.831
18,0.10268935611248016,-0.512,4819.9836
19,0.09872664252221584,-0.5412,4733.409
20,0.09979096443355083,-0.5312,4732.9954
