block,m2,m4,R0,R2,C1
1,0.3213174273043871,0.1208309951210967,0.2212,0.4701,8956.1489
2,0.3245813927397132,0.12300705526872885,0.2175,0.4782,8993.2363
3,0.3286342844054103,0.1256533675703989,0.2206,0.4896,9049.5621
4,0.32947442073225974,0.1261860266627908,0.2199,0.4915,9039.6613
5,0.3281492860123515,0.12524537868376587,0.2213,0.4931,9036.2395
6,0.32858311502486465,0.12512326358827922,0.2197,0.4949,9058.4448
7,0.3253833175897598,0.12383353211529038,0.2263,0.4855,9019.8282
8,0.3272682594552636,0.12470474725466865,0.2211,0.4918,9044.1411
9,0.3225206780895591,0.12173171002535951,0.2289,0.48,8975.9825
10,0.3251976564154029,0.12372327068467903,0.2311,0.4828,8984.2957
11,0.3227761268168688,0.12163923532654333,0.2299,0.475,8956.0664
12,0.32200259377360346,0.12116520041461935,0.221,0.4735,8953.3497
13,0.32867457858622073,0.12536007032699067,0.216,0.4919,9052.8938
14,0.32307908121496437,0.12223296444974821,0.2398,0.4722,8965.3937
15,0.3239855623409152,0.12247612348596316,0.2272,0.4844,9002.499
16,0.3272230685040355,0.12480142477070304,0.2278,0.4912,9040.2593
17,0.32025763364881277,0.12049804807970188,0.2325,0.4694,8935.7868
18,0.32299569018632174,0.12156583282630029,0.2246,0.4702,8978.1503
19,0.3183466323539615,0.1192237916482949,0.2347,0.4752,8912.343
20,0.32680360744595527,0.12437617524415677,0.2215,0.4825,9032.9136
21,0.325654855312407,0.12403923286005174,0.2241,0.4835,9004.4217
22,0.31955147378593685,0.12044128301608553,0.2364,0.4738,8907.2265
23,0.3267088295340538,0.12395485198613042,0.2196,0.4844,9022.2753
24,0.3310679756611586,0.12675232821423066,0.2183,0.4897,9088.8738
25,0.3214547422662377,0.12145577645005344,0.2335,0.4706,8948.8145
26,0.33209577551335095,0.12777454005179037,0.2125,0.5026,9108.4032
27,0.32586412849724294,0.12382499581968683,0.2291,0.4929,9011.5528
28,0.3244068550303578,0.12278501253116497,0.2232,0.4768,8996.4308
29,0.3279264599978924,0.12483272748011733,0.2154,0.4945,9044.9867
30,0.3205627352684736,0.12071209024939893,0.2339,0.4689,8935.1942
31,0.3336716996669769,0.12886704447830483,0.2121,0.5023,9128.14
32,0.31959473898261787,0.11996546187187787,0.2364,0.4618,8890.9205
33,0.3236810095474124,0.12226772048072071,0.2198,0.4804,8990.7187
34,0.3303121006682515,0.1261350013091509,0.2173,0.49,9080.2189
