sample,logA,logZ,Phi_L,gamma0,g1,g2,g3,g4,g5,d1,d2,d3
1,-133.05198348963867,-266.10396697927735,3.3262995872409666,-1.666792467475217,-1.6669173381906472,-1.9391758773954757,-2.0763401238755823,-2.316509035207023,-2.377535649700663,7.949516643256e-5,0.1734046644201407,0.26072613579127696,0.4136224134528686,0.4524731628801738
2,-141.03536820909676,-282.0707364181935,3.525884205227419,-1.7205768886297896,-1.7773959818391682,-2.063271342154367,-2.1050307173748046,-2.405704855652271,-2.3739488903690815,0.036172158185087004,0.2181660649944491,0.24475090894149656,0.4361660104085158,0.415949535018619
3,-148.18284459099215,-296.3656891819843,3.7045711147748035,-1.7808769173505117,-1.8707970127062796,-2.095754950559902,-2.0659621223243523,-2.3750115987536535,-2.409228553062446,0.0572449106366602,0.20045758182531367,0.18149087829581168,0.37823788563055366,0.40002107529372916
4,-148.0091182842501,-296.0182365685002,3.7002279571062524,-1.8729656275955,-1.881890734096359,-2.0165456740192966,-2.1767091128990472,-2.4300582451581154,-2.471134838089651,0.005681899268933336,0.09140589647084417,0.19336910847208003,0.3546561753803723,0.3808063466220824
5,-133.79019381977685,-267.5803876395537,3.344754845494421,-1.6599849422576431,-1.6915211374534902,-2.003750257653491,-2.1371281390829036,-2.316455922308969,-2.409792020735291,0.020076565406919763,0.21884779683517455,0.30375879334963735,0.4179224058861982,0.47734201162004153
6,-140.42904454204944,-280.8580890840989,3.510726113551236,-1.6821176031035514,-1.73690192773414,-2.0326737400676063,-2.0565499644414973,-2.336071817853555,-2.500609086371405,0.03487678427563698,0.22317096811611528,0.23837104464201908,0.4163201833329678,0.521067861762785
7,-141.79582991406573,-283.59165982813147,3.544895747851643,-1.7255322701274176,-1.7793602491754363,-2.037846744170831,-2.106492133355971,-2.302569629168763,-2.3797609484767377,0.034267955768556624,0.1988255693726186,0.24252658140974656,0.3673533921604916,0.4164949122870878
8,-143.31141529083285,-286.6228305816657,3.5827853822708216,-1.7717819105462995,-1.8429183403319778,-2.021243470563331,-2.223026222370718,-2.351163765175217,-2.465403965022125,0.04528685773720092,0.15881216155250438,0.28727105107582707,0.36884594440776863,0.44157351442953424
9,-137.0611388404695,-274.122277680939,3.426528471011738,-1.74333360041908,-1.7118730931064339,-2.053634318376732,-2.098030124128334,-2.243246079403253,-2.4232846858557235,-0.020028381003945425,0.19754357243169735,0.22580682018335763,0.31825416857461747,0.4328703052317659
10,-149.12796453627982,-298.25592907255964,3.7281991134069954,-1.8340772129012162,-1.8734671564154743,-2.027554709816457,-2.0845238339769687,-2.35687001816147,-2.39069332714507,0.025076416873618928,0.12317160004443006,0.1594392708994755,0.33282023668019206,0.35435282394604983
11,-137.18467967271005,-274.3693593454201,3.4296169918177513,-1.6995692492535983,-1.7251556611243009,-2.0244512541823614,-2.2121923199478317,-2.3924856042373537,-2.3890239023165165,0.016288815700829833,0.2068263080240726,0.32634598257573344,0.44112425217953255,0.43892046429068476
12,-138.69040804060396,-277.3808160812079,3.467260201015099,-1.7267630959515516,-1.755438702123215,-1.9711975539570186,-2.0010720549503125,-2.289901803953944,-2.372019326396687,0.01825545787350671,0.1556118090142335,0.17463050703617936,0.3585052360998568,0.41078287454474566
13,-137.48187557979986,-274.9637511595997,3.4370468894949964,-1.6626545774340276,-1.736906078669952,-2.070338947275402,-2.0802757044625486,-2.3626973955050876,-2.4279945794679527,0.04726997381476537,0.25953993072623677,0.26586586682478985,0.44566109948795846,0.4872305778786417
14,-142.72439853607972,-285.44879707215944,3.568109963401993,-1.7213003487434428,-1.7909849257473647,-2.0775426884245465,-2.077289790357285,-2.3759021368348194,-2.408069728990242,0.04436257954976791,0.2267909171954788,0.22662991728546653,0.4167324413261439,0.43721096652174235
15,-134.75272707443733,-269.50545414887466,3.368818176860933,-1.696163447224918,-1.733349960639202,-1.9783295809024177,-2.03523971315242,-2.342375598988412,-2.452290269708481,0.02367366970494544,0.17963253979161037,0.21586265523001577,0.4113914329568404,0.4813652856105084
16,-132.91850494922693,-265.83700989845386,3.3229626237306733,-1.6542082080773053,-1.6682727353285165,-1.9735964691555457,-2.1921708458688274,-2.2562407633880555,-2.254220411448741,0.008953756137123728,0.20332888206450703,0.34247765201310243,0.3832658283198031,0.38197963232809434
17,-146.28391376529348,-292.56782753058695,3.6570978441323367,-1.7017544858238578,-1.806012494000308,-2.099584814962046,-2.085608031256357,-2.2825879193769762,-2.407760823484159,0.06637270943278913,0.25326665357687334,0.24436875671572683,0.369770048252067,0.44945759397137086
