sample,g0,g1,g2,g3,g4,g5,neg_g0,x1,x2
1,6.864605842938103,6.790558855847046,4.951385550436629,4.879624434686355,4.669933312622493,4.450990263516911,-6.864605842938103,0.04713977606641391,1.2179938671013262
2,6.76251781061951,6.537215223371296,5.104323137933851,4.865528045598355,4.673688807357043,4.461021782028653,-6.76251781061951,0.14343208180778497,1.0556395150662805
3,6.750276899611378,6.637135738358827,5.095093203640016,4.993362262140623,4.688395178599955,4.440055981148769,-6.750276899611378,0.07202790032200257,1.0537226677558202
4,6.767050461795516,6.628708099845773,5.025965335884377,4.9022772572823365,4.644899281154393,4.44943231237229,-6.767050461795516,0.08807148297323882,1.1084092165301307
5,6.623345387172793,6.463946963940366,5.078548027805804,4.894556621770742,4.6755043785596575,4.477851398699326,-6.623345387172793,0.10147618791397923,0.9834485432742531
6,6.902932416306094,6.7443649336493054,4.9744313119742465,4.825617194330487,4.581060262493934,4.465697994347195,-6.902932416306094,0.10094719471386535,1.2277219340503702
7,6.895983093349053,6.815361224112677,4.99362421804771,4.84431353370913,4.660881952305515,4.467370843034437,-6.895983093349053,0.05132547604111063,1.2110792741557892
8,6.979105142359105,6.8238190158048475,5.052977704689628,4.886459155903681,4.653577513120065,4.489886779788146,-6.979105142359105,0.0988582185388146,1.226210810920095
9,6.783327809200898,6.63228908524339,5.068405772847371,4.895561623151167,4.673084486459548,4.489606602064412,-6.783327809200898,0.09615423806451867,1.0917532764115314
10,6.874875605988915,6.722398266450578,5.008234801482845,4.817138309803765,4.646976243047908,4.457135811040321,-6.874875605988915,0.09707008918811064,1.1883404440566934
11,6.7555700872746165,6.615611486038957,5.067484512991976,4.902016428351189,4.750125382086476,4.577923430390558,-6.7555700872746165,0.08910041285953064,1.0746686540368122
12,6.736358054552476,6.557675707208969,5.021240674871887,4.801758993020328,4.691396423927238,4.500638776937326,-6.736358054552476,0.11375271529192858,1.0918776358359394
13,6.725327137252437,6.607807811247087,4.9973756842674595,4.805571485773572,4.673587842786868,4.529578133071201,-6.725327137252437,0.07481512657031777,1.100048060661528
14,6.757438689811938,6.6271129367749255,4.9049254988692015,4.655493563564857,4.657615795978608,4.533824224609327,-6.757438689811938,0.08296795123205641,1.1793465259259066
15,6.914736936813422,6.835443662080328,4.943574301904454,4.803739200438922,4.668501100239968,4.5379557689010355,-6.914736936813422,0.050479666510862324,1.254881107935229
16,6.659058738954766,6.522755290309785,5.078896161377603,4.905774492700689,4.700488186856954,4.584811199143755,-6.659058738954766,0.08677347044928385,1.005962740440944
17,6.885623729362919,6.757006304044195,4.996613231507236,4.851669768418904,4.667732416859262,4.470238701840391,-6.885623729362919,0.08188039602891076,1.202581433144857
18,6.917955435195616,6.7114124763996434,5.129527503551869,4.934500468611953,4.646594102929349,4.530765915239377,-6.917955435195616,0.13148933141281854,1.1385485827388664
19,6.840177216023786,6.71154156987504,4.959251601316436,4.813263745196354,4.624085660682934,4.427473971264854,-6.840177216023786,0.0818919957695715,1.1974344366753464
20,6.8475766674964955,6.736103636537226,4.989482779562916,4.960106952174417,4.8057410584449345,4.512423180003093,-6.8475766674964955,0.07096593559441423,1.1828993079738694
21,6.885816827792652,6.721767789668949,4.994501555771364,4.8422751135440425,4.694047496071878,4.489827626739779,-6.885816827792652,0.10443686130743289,1.204048697949523
22,6.568104944913269,6.42423635025202,4.992939567034662,4.887480903053175,4.781407822183171,4.581833588148368,-6.568104944913269,0.09158959198408846,1.0027814243063746
23,6.779762038229006,6.578961012012166,5.055250067760818,4.8600224350152335,4.669257952542633,4.391746548213397,-6.779762038229006,0.12783390360134117,1.0978584180846267
24,6.802397744853834,6.690574331424648,4.918989650818232,4.822034168344206,4.660020118472897,4.447928548038172,-6.802397744853834,0.07118899600265391,1.199014832100205
25,6.819413168055244,6.687943945274546,5.047308027751005,4.873088552815609,4.6471568800063885,4.463494138723822,-6.819413168055244,0.08369590667999077,1.1281571710319056
26,6.728087671975308,6.624908205414062,5.042957914172458,4.87605400813989,4.665462771301082,4.581891015912899,-6.728087671975308,0.06568608851522861,1.0727869228222877
27,6.76867182379575,6.471648082971967,5.22792720438615,4.851028409742728,4.631126650387687,4.494236337746051,-6.76867182379575,0.18909118627100424,0.9808684888851155
28,6.885650754799026,6.732377371292211,4.95015620293751,4.799330879686063,4.63734709548842,4.46313958377157,-6.885650754799026,0.09757686651811769,1.2321741010247722
29,6.992843910307517,6.838937943524316,5.0362099121876405,4.8859807083202185,4.642527730373248,4.444776894009081,-6.992843910307517,0.09797958153953397,1.2456318904897465
30,7.0213695747677285,6.882407850062579,4.8918112698243625,4.823686517750931,4.740016508149512,4.472485959739356,-7.0213695747677285,0.08846578154959868,1.355718923336538
31,6.6575621097374595,6.476651041774156,5.101353086663484,4.8839757517758455,4.720180561165161,4.529098228000051,-6.6575621097374595,0.1151715629055743,0.9907134340257305
32,6.762712441402979,6.646153505484912,5.115649902104106,4.951880153792437,4.750592985236953,4.5738743721400645,-6.762712441402979,0.07420372325156731,1.0485525788436185
33,6.948629743961638,6.750353559255025,5.080018699986168,4.877977719725367,4.599218301919126,4.409036297504313,-6.948629743961638,0.12622653957383623,1.1895947374592122
34,6.711765545394139,6.556359678939236,4.948331615529426,4.773677701148056,4.721471635107083,4.456452199889757,-6.711765545394139,0.09893444732710735,1.1226369070157431
35,6.927316809767416,6.829239032242237,4.978362727962781,4.846559908449445,4.674947113813122,4.587013545889173,-6.927316809767416,0.06243825240239795,1.2407427039133352
36,6.728141551190981,6.5706768831169455,5.070679148144128,4.878297266600093,4.618707995554894,4.446173494494456,-6.728141551190981,0.10024512114522909,1.0551733377355117
37,6.871347445751045,6.757654760157524,4.998705381405725,4.908531956403287,4.739441409352228,4.5848444945248215,-6.871347445751045,0.07237901162240631,1.1921609647294753
38,6.698131851682197,6.5880033670595255,5.08397664524431,4.974696895587764,4.708606619302645,4.490978884473192,-6.698131851682197,0.07010997081167171,1.0276031200884337
39,6.9015218668174505,6.7598540946938614,4.928403340954047,4.77796702714754,4.624367249305158,4.444728708515811,-6.9015218668174505,0.09018850484114166,1.256126266789418
