sample,g0,g1,g2,g3,g4,g5,neg_g0,x1,x2
1,10.22138207839348,10.167185193196735,8.742172461235462,8.659102103615801,8.46951224059434,8.360779447703882,-10.22138207839348,0.051754213075475966,1.4125411346386119
2,10.096290893504932,10.048537139306996,8.668389652787672,8.667307961746632,8.491447822805634,8.32705707998801,-10.096290893504932,0.04560147619078142,1.3635452442432134
3,10.209844781641122,10.169389355702265,8.686465948222656,8.639319630040461,8.471503743698694,8.34855325744188,-10.209844781641122,0.03863208607834323,1.454719629240683
4,10.235371080325422,10.174694095403819,8.823041638668515,8.803828282193292,8.490213478668121,8.38993704872727,-10.235371080325422,0.057942252493113,1.3486752714834795
5,10.050835460223723,9.983237009792596,8.746768798884142,8.700620847230551,8.53811619486459,8.383326928247085,-10.050835460223723,0.06455176518879827,1.2452919316412339
6,9.926691412163244,9.861677079078234,8.632849742405668,8.611787941815825,8.44563256353944,8.277376195498366,-9.926691412163244,0.06208411489381369,1.2355277839211392
7,10.129664869705898,10.065280276841689,8.80011680827611,8.708704024274018,8.448266922831202,8.381136326815849,-10.129664869705898,0.06148275727978889,1.2696248763287863
8,10.126391319184007,10.057496082692692,8.712533262281072,8.63965426936911,8.477411907308998,8.298490281746211,-10.126391319184007,0.06579010465846737,1.3501349915184262
9,10.078818592676244,9.980891568422372,8.759982206335938,8.666784390842698,8.473621476540952,8.344850937255792,-10.078818592676244,0.09351341983370202,1.2593959800930743
10,10.218381755165705,10.15658390543814,8.80554273461244,8.798499192268347,8.5679176309822,8.364784250308766,-10.218381755165705,0.05901259953955272,1.349161883484985
11,10.000996306113743,9.936839509088713,8.654049292618762,8.622926435036113,8.474581093131352,8.306107368673578,-10.000996306113743,0.061265228276861226,1.2862396516835528
12,10.135062352405564,10.027603186041809,8.719870981882131,8.630076206371951,8.435051009844374,8.311031608153941,-10.135062352405564,0.10261594504395583,1.3514082122387896
13,9.98182493696493,9.87038958950068,8.750979292108708,8.662749566301109,8.423973230673475,8.310983537901263,-9.98182493696493,0.10641291830458932,1.1753710113719955
14,10.014626836772347,9.910589420362225,8.856851709511142,8.715266597342945,8.42436585575628,8.32948169357907,-10.014626836772347,0.09934841452908501,1.105593806954814
15,10.012898441032307,9.914421452414174,8.781982508003995,8.663905156332843,8.419788961847702,8.34260102202586,-10.012898441032307,0.09403859711628101,1.1754381316321694
16,10.269529398325993,10.204550141985182,8.744542505981704,8.673965969038498,8.441944536321085,8.324242417485431,-10.269529398325993,0.062050619070452645,1.4562552124016501
17,10.182921548162973,10.107398460355345,8.659854302316491,8.62915379745819,8.491370332588803,8.263031781370385,-10.182921548162973,0.07211923645288376,1.4544220850269596
18,10.18750261216694,10.116008020368481,8.770291786764924,8.713995584334146,8.445181642564213,8.331647590945193,-10.18750261216694,0.06827230613437182,1.3533366495964552
19,10.277970886078679,10.216451852803004,8.860649730764846,8.813553218139624,8.510009995044598,8.387376769680309,-10.277970886078679,0.05874634944035017,1.3534420069014739
20,10.299996211922561,10.224664474018585,8.785544937901525,8.706251121203573,8.520103439384318,8.368221904559434,-10.299996211922561,0.07193651075472564,1.4461944379935985
21,10.151391911171707,10.055888039842523,8.812294965961796,8.706079932079726,8.496702770581518,8.381304511502739,-10.151391911171707,0.09119947923871166,1.2787433886564863
22,10.172453491021546,10.07258051693612,8.717707704962,8.644738463160367,8.39150577344335,8.282236600285502,-10.172453491021546,0.09537166504190508,1.389179896760889
23,10.15881348271918,10.090761250633788,8.77079825209362,8.675374544526377,8.477292825427636,8.360348879606462,-10.15881348271918,0.06498509474896255,1.3254569102453706
24,10.13883820539883,10.049405782886245,8.8181029172532,8.748422733846029,8.430519281619377,8.315287448512832,-10.13883820539883,0.08540167269336514,1.2612092977456553
25,10.28919785650938,10.206240901799957,8.777932995001658,8.65496408650735,8.48106242729037,8.33798184283278,-10.28919785650938,0.07921805643513168,1.443151638180256
26,10.439904703647532,10.4002372300935,8.812501082930726,8.77810980573345,8.562905264290036,8.470491963466522,-10.439904703647532,0.03787964697654661,1.5540559838563655
27,10.137158976304713,10.044783362539771,8.89762074360335,8.773259822173733,8.516147580720466,8.412232161015229,-10.137158976304713,0.08821221331102913,1.1836718213148842
28,10.087928574076884,9.994345335877249,8.82051176229645,8.69452723346836,8.506269817728091,8.372191180450365,-10.087928574076884,0.08936540970010905,1.2102939033157583
29,10.079330485274907,10.022675917445715,8.685883028412348,8.664425182307328,8.45609310487777,8.319283828158602,-10.079330485274907,0.054101127112505525,1.3306443041910407
30,10.289073860266761,10.247236676709939,8.725157623990947,8.673264987075667,8.515827976874839,8.403953210757994,-10.289073860266761,0.039951567408667406,1.4934299975098098
31,10.209316317741038,10.155023361831205,8.694215845530485,8.670304844367871,8.487010580074886,8.323110934620013,-10.209316317741038,0.0518459538487218,1.4468143765990464
32,10.17871014949083,10.104524950728159,8.746433452206412,8.692949529059943,8.451118109219413,8.280763668283056,-10.17871014949083,0.07084164652400239,1.367723497488895
33,10.129646238567405,10.048738891611867,8.854840686748368,8.748120543635368,8.55859206770483,8.459339680200795,-10.129646238567405,0.07726082520254922,1.2173496303179467
34,10.171186849902494,10.094656740787299,8.702481720374301,8.643006874826831,8.409027928588712,8.250807354253984,-10.171186849902494,0.07308087096627248,1.4025100878530055
35,10.342702448681885,10.311755355677674,8.734099175104008,8.701302540990458,8.415655562240088,8.289184874541608,-10.342702448681885,0.029552296955669455,1.5361029747823416
36,10.102905038199129,10.017961739071408,8.70759103312656,8.606724925802007,8.400842636498213,8.214658974538372,-10.102905038199129,0.08111487563226148,1.3324267264358955
37,10.259920923846325,10.169838510440707,8.749034072425086,8.716134768975493,8.495844265459441,8.312859305240378,-10.259920923846325,0.08602236827491029,1.442790665137441
38,10.007276208751515,9.92747474626896,8.774079233602507,8.706186835672552,8.419218663399226,8.271169303534846,-10.007276208751515,0.07620478332036651,1.1776163664056272
39,10.173757874977973,10.096278741378704,8.687893399837959,8.617107876966008,8.441623652055277,8.330487233563824,-10.173757874977973,0.07398712259280592,1.418896055899067
40,10.26345642969699,10.19595480718762,8.846669997973121,8.753897316490203,8.516882012369786,8.365518875886337,-10.26345642969699,0.06445930133453659,1.352931383486291
41,10.075481930488245,9.966246603981192,8.767374028631098,8.65259304189738,8.44822010778789,8.283857901397642,-10.075481930488245,0.10431205304312725,1.2491510320687969
42,9.958891778647017,9.84825747210946,8.761524473641309,8.605881321025633,8.430648162766637,8.348166622840195,-9.958891778647017,0.10564798056597735,1.143401551729677
43,10.352773335349555,10.318662785195816,8.848997089556962,8.762277230862187,8.520478681390566,8.454133521266197,-10.352773335349555,0.03257317601130995,1.4360005369323856
44,10.193699923749328,10.109167562412344,8.775232675710383,8.751868654833103,8.521808660142948,8.378464535130323,-10.193699923749328,0.08072245894806791,1.3545364448361346
45,9.979024620866948,9.859557320051225,8.781466827244724,8.634007961028807,8.448068581025202,8.301664089629435,-9.979024620866948,0.11408286877601219,1.1435834549592045
46,9.98946252165792,9.897119704387048,8.690079112732793,8.556806318218817,8.40363345326206,8.249493783755165,-9.98946252165792,0.08818089496614534,1.2408197550121896
47,10.077180303362947,10.017900102128348,8.79004709760943,8.676750715258514,8.429070927201666,8.395537817766686,-10.077180303362947,0.05660842232381308,1.2291216726803398
48,10.25550214416468,10.181438763281106,8.820735677642363,8.734555907362866,8.516659705882713,8.407749255745786,-10.25550214416468,0.07072531901831175,1.370101051977115
49,10.06285393985071,9.990045276376247,8.726751246671723,8.683201727869589,8.473276617322277,8.313582659323318,-10.06285393985071,0.06952715215125083,1.2758840885869782
50,10.035943743707772,9.945862535637922,8.777670643206756,8.681620313545952,8.452104704579787,8.313569291195536,-10.035943743707772,0.08602121726403768,1.2015623022258117
51,10.290802555442712,10.225748898354446,8.680651959245244,8.614804477040844,8.419224321918351,8.33289267913436,-10.290802555442712,0.0621216665508153,1.5375805590431355
52,10.09666229082776,10.080197602947786,8.727132331790758,8.699693925619439,8.514907964894402,8.365103185210787,-10.09666229082776,0.015722618775378817,1.3078047761590794
53,10.142468209888047,10.056219477742395,8.825977045351381,8.746241460978426,8.486165168410198,8.380895905652968,-10.142468209888047,0.0823614723383362,1.2571564582368968
54,10.108228907109465,10.010735801151581,8.789769150146874,8.698198477916554,8.407828608863111,8.22465265877104,-10.108228907109465,0.09309905838347518,1.259036325530012
55,10.414592982974384,10.363451659725284,8.802660627474863,8.777438500663662,8.589831550537705,8.45025816823393,-10.414592982974384,0.04883636634812823,1.5392820138450662
56,10.189620357032856,10.062662530395606,8.732846382513385,8.598891459316404,8.4605330653788,8.34268445008387,-10.189620357032856,0.1212357940411336,1.3911166740744039
57,10.11412121493861,10.02575200113682,8.848804616107303,8.73957825162884,8.414409685527804,8.323246433337312,-10.11412121493861,0.08438638316219713,1.208288347681363
58,10.33553876862861,10.240809341463075,8.904550706821183,8.799518236321585,8.492863587533854,8.408885164182886,-10.33553876862861,0.09045993953795056,1.366492941252855
59,10.140171706383986,10.069209423377979,8.763708347405656,8.736190248676438,8.474223481542701,8.337123492225809,-10.140171706383986,0.06776398868095278,1.3144256853976521
60,9.953904882263842,9.845389390360227,8.632731902276653,8.519428239749704,8.322510093819174,8.154617042646155,-9.953904882263842,0.10362466163105355,1.261627262666465
61,9.997264333665552,9.926545178554502,8.71977095514815,8.608252000649466,8.412763471420252,8.29657587989307,-9.997264333665552,0.06753181864323626,1.2199163157492614
62,10.137682361595417,10.052816378238454,8.706181802430118,8.62636887915766,8.436007749029907,8.290341162110643,-10.137682361595417,0.08104104450969082,1.366982340179817
63,10.189297777845661,10.134077471185178,8.78673139423872,8.728660477845661,8.461295386624565,8.348027349363411,-10.189297777845661,0.052731508584397985,1.3393522377934097
64,10.072948545544463,10.014145268736561,8.78395366718641,8.687937984885597,8.526401671046406,8.412779654177628,-10.072948545544463,0.05615299304387176,1.2308994390649235
65,10.326221853960336,10.25726747282987,8.771880288002665,8.711367767930714,8.507436294447055,8.35715417345376,-10.326221853960336,0.06584658362853668,1.4842868608521635
66,10.139427122574192,10.082828323850466,8.703143051649441,8.646970511957463,8.456284715984385,8.293147592492804,-10.139427122574192,0.0540478715396659,1.371550257430947
67,10.013573899662212,9.946247122604856,8.658541041573375,8.598190877529317,8.407356730353676,8.28346550505087,-10.013573899662212,0.06429233622674596,1.2939610645006627
68,10.170071782845,10.10497513307512,8.689181431957941,8.625594369169347,8.455035613347881,8.34077687463112,-10.170071782845,0.06216272153758907,1.4141461171246004
69,10.125008494035454,10.052595300188054,8.765313607339378,8.681905331293134,8.47553482818732,8.34643196602675,-10.125008494035454,0.06914950647531154,1.2984129738867303
70,10.076666980580331,9.964915280442234,8.748403141698184,8.605733002518916,8.407458903298009,8.295185533232708,-10.076666980580331,0.10671501285540806,1.2683985341298638
71,10.00375784744886,9.953837143908345,8.690327571285097,8.602349903376394,8.414387910174602,8.370096840029996,-10.00375784744886,0.047670760386588185,1.2542335251480958
72,10.225825115215764,10.19486931229463,8.774270629585205,8.702972130486094,8.455494569457073,8.355134938409869,-10.225825115215764,0.029560614313662564,1.3861324293319026
73,10.178461262355373,10.128126322745432,8.714765338989658,8.663790295705082,8.46201585786856,8.368408717312775,-10.178461262355373,0.048066326694925166,1.3977266483226582
74,10.17740665751729,10.047724604069732,8.86562331197887,8.783256412182991,8.556843789261178,8.412479802995176,-10.17740665751729,0.12383723901891756,1.2526608222483793
75,10.123250840726556,10.045516820770832,8.766806768706935,8.65411474760838,8.4600562241093,8.408212632642787,-10.123250840726556,0.07423052113414479,1.2953086745377287
76,10.171613854728387,10.108736836894897,8.667336044781942,8.597277278364116,8.426151650095838,8.317625321603309,-10.171613854728387,0.0600431291704628,1.4364794954185636
77,10.379508216363739,10.3018122523775,8.722423984076668,8.643538649721089,8.452152817729582,8.28525750779145,-10.379508216363739,0.0741941803601986,1.582398880128755
78,10.258319109132938,10.190506055152431,8.768520196418732,8.686514840049183,8.423327407242777,8.344354285410775,-10.258319109132938,0.06475669648293074,1.422653167028381
79,10.104920593674986,10.033836333414174,8.70759954097223,8.655121246160075,8.448525577411406,8.244662438085637,-10.104920593674986,0.06788046837923485,1.3343433157440863
80,10.194270085195946,10.146045202942586,8.643634259520619,8.62766249675446,8.462401062136545,8.286448910297338,-10.194270085195946,0.04605137034388073,1.4807481395496649
81,10.097003283933917,10.045630436655413,8.668347457142495,8.591107856379388,8.52156915023846,8.389716503781827,-10.097003283933917,0.0490574555104736,1.3642658208653606
82,10.085479882466629,10.018439383375162,8.761244379215842,8.682363724948786,8.474029175287614,8.322686260172905,-10.085479882466629,0.0640189609065284,1.264551756960878
83,10.187070513635582,10.066997609220996,8.810714864798003,8.602911145166761,8.420157370320313,8.37306460675794,-10.187070513635582,0.11466117761389241,1.3143228297897218
84,10.142044496035473,10.048871486926284,8.728050339460363,8.610099836392768,8.461939486908555,8.29998535475127,-10.142044496035473,0.088973669774841,1.350264957131904
85,10.122492415329168,10.006562459454827,8.734220269729132,8.57214508953336,8.469972132125228,8.336330184852457,-10.122492415329168,0.11070495317896004,1.3257022459742227
86,10.138787625775727,10.047939881656065,8.756848361227476,8.603549347104675,8.49025415602518,8.407999749076996,-10.138787625775727,0.08675320527235125,1.3196547900337954
87,10.186086662446208,10.12149407145753,8.696789247315662,8.619273299660623,8.431561236448603,8.284297183606766,-10.186086662446208,0.06168138085776648,1.422174272112053
88,10.214444780219518,10.121985739362046,8.835730653575736,8.721908416205645,8.493396532231271,8.406625412101493,-10.214444780219518,0.08829188031601301,1.3165750101959
89,10.1208422987739,10.062043337729902,8.730765371351582,8.667343057507066,8.38715511493006,8.273905273962983,-10.1208422987739,0.05614887179292007,1.3274256856635338
90,9.903940325457423,9.778699731015363,8.695651145440925,8.601631868123807,8.49528895678035,8.364966310062389,-9.903940325457423,0.11959595808732704,1.153831174104472
91,10.104713835091262,10.016153509755622,8.767053534745981,8.669518759366548,8.401837504691878,8.307603435253762,-10.104713835091262,0.0845688812339615,1.2773714938664447
92,10.049293284606245,9.947595415058727,8.77083921611746,8.655578628677135,8.399951321759419,8.27502274017711,-10.049293284606245,0.09711431184241347,1.2208337070956072
93,10.22411208479725,10.166961710719866,8.777935658552265,8.699898776530208,8.495937102722586,8.442967008947438,-10.22411208479725,0.05457458720379969,1.3809967609191673
