sample,g0,g1,g2,g3,g4,g5,neg_g0,x1,x2
1,6.941806281820803,6.827598125372945,4.91837733328308,4.810148977560028,4.709591756265445,4.477376420123254,-6.941806281820803,0.0727071705603564,1.2881548766200597
2,6.932385020726824,6.844041102113414,4.8962923120662,4.775192255299185,4.650847319138846,4.446048571794069,-6.932385020726824,0.056241485357728827,1.2962168767068183
3,6.8347037808424345,6.746342163956125,4.874511588910827,4.803167475238215,4.614332928692903,4.391196140811348,-6.8347037808424345,0.056252752428193505,1.2478971070242104
4,6.820452849981316,6.738067465985405,5.023750102809263,4.874541729300947,4.645163560831321,4.453905196588402,-6.820452849981316,0.052448164405892644,1.1438164939168805
5,6.5323118583193445,6.327392986244977,5.14201510722048,4.907049219672204,4.736888754767616,4.552643346867783,-6.5323118583193445,0.1304554056938054,0.8850904012079469
6,6.769401236991705,6.647632126734712,5.047413077272914,4.9059502596584,4.750896350073834,4.58176155506354,-6.769401236991705,0.07752062325320945,1.096251710259847
7,6.556089268900948,6.361827647754497,4.964177075989888,4.725423912878837,4.668661793336222,4.43667513777883,-6.556089268900948,0.1236707890340108,1.013442777880216
8,6.7251767857273705,6.577812849165049,5.0725212827852495,4.886475533645434,4.639026732273306,4.515136689749264,-6.7251767857273705,0.09381479574949575,1.052113170085044
9,7.037225205645826,6.87142785372904,4.953181323439251,4.83343244052116,4.734623834391777,4.51595829466976,-7.037225205645826,0.10554987243641202,1.3267435418944002
10,6.938529666129718,6.745009262926451,5.018977827735289,4.83031446210156,4.638080111972581,4.4330491131031025,-6.938529666129718,0.12319891503574677,1.2220246544064342
11,6.883349843405081,6.783970627190121,4.93502732627954,4.830389684803032,4.670929081966193,4.4873907487924685,-6.883349843405081,0.06326677400483623,1.240340637351095
12,6.884582582853129,6.775185123126668,4.94586392438848,4.859807356787655,4.667959722299885,4.504916266586503,-6.884582582853129,0.06964458590865116,1.234226631036548
13,6.959963729331232,6.827592559569315,5.0140758893338555,4.880347985308414,4.642296997141194,4.41111282712585,-6.959963729331232,0.08427010396186178,1.2387906737519745
14,6.521097842590285,6.357995062503596,5.082166596986749,4.91459251560136,4.787192160769483,4.577006261605212,-6.521097842590285,0.10383445473130756,0.9160520820287233
15,6.806157963736911,6.6184572010278,4.927515225832418,4.727156974494725,4.711212505518239,4.532195386647133,-6.806157963736911,0.11949401682909591,1.1959811121647683
16,6.640391987740929,6.475787476568694,5.031380534738172,4.876781360742617,4.808604933779522,4.610625690648196,-6.640391987740929,0.10479048643314523,1.0243285049474464
17,6.8501806813111354,6.671010156128092,4.956631431852561,4.795193950237415,4.704241898415334,4.451165664248024,-6.8501806813111354,0.11406349895700933,1.2054708921571224
18,6.7581365327736584,6.554050915551815,5.049716114987823,4.820439833497169,4.719148565618366,4.48781677923618,-6.7581365327736584,0.12992493917926734,1.087614217478947
19,6.796859995920148,6.667136760833613,4.944332195509502,4.856052268974545,4.693897021258804,4.440297391368918,-6.796859995920148,0.08258437639157584,1.1793558266020414
20,6.730746107097535,6.525482364425333,5.19037517363128,5.019302329521859,4.787429108584645,4.586860359932734,-6.730746107097535,0.13067495713529528,0.980630593024926
21,6.761622289477738,6.574683058431077,5.081934633302298,4.877924022272798,4.724222584809365,4.537060700645468,-6.761622289477738,0.1190092107154958,1.0693223733230448
22,6.966509959732542,6.765852732536832,5.182319201540487,4.985042806352651,4.722327206759221,4.547084836269672,-6.966509959732542,0.1277423583012429,1.1358511143405683
23,6.750543023967835,6.6153565424070715,5.006959291797335,4.817004923995164,4.648720308893476,4.503435350135149,-6.750543023967835,0.08606238711838765,1.109999878678202
24,6.815389002183917,6.663956816730011,5.006776826646335,4.8864825328590795,4.728081617410393,4.53999477438399,-6.815389002183917,0.09640472343279059,1.1513982714919715
25,6.829255334489053,6.520836953945907,5.144554611421628,4.853671845378298,4.669754942871724,4.506178559665653,-6.829255334489053,0.19634523921535568,1.0725137908266837
26,6.880908436292168,6.712852540258162,5.170692812383357,4.9801040006224895,4.667592842928016,4.591721780484323,-6.880908436292168,0.10698770627819935,1.0887570811923089
27,6.897973294053289,6.669029329581495,5.091521908283783,4.860849311050136,4.667339921472038,4.506189336385042,-6.897973294053289,0.1457502545469652,1.150022670001685
28,6.827062884946184,6.7086129763419935,4.991209791311616,4.8433210968969895,4.673608426137153,4.468095656766285,-6.827062884946184,0.07540755385256034,1.1687403785699586
29,6.837056588564138,6.721825181010942,5.018531204369213,4.905043222274963,4.707555152773823,4.468749609453433,-6.837056588564138,0.07335859244611175,1.1577092161308415
30,6.735837807253416,6.564628823919201,5.058075856917165,4.887770511968501,4.685391602857175,4.532982199538829,-6.735837807253416,0.10899502399751297,1.0680964309100534
31,6.659515243693954,6.472550552741591,5.126352909441632,4.8976989361875765,4.653005774760935,4.583939626753545,-6.659515243693954,0.11902541899486827,0.9760414562342627
32,6.946204607930778,6.800438359187449,4.945909043781025,4.746741121218432,4.724899568921289,4.546736558177323,-6.946204607930778,0.09279767609385442,1.2734277067168986
33,6.746561196372549,6.5689544237992905,5.005330606156671,4.786283363789461,4.6980008467096805,4.594594774974168,-6.746561196372549,0.1130679831265287,1.1085018219827014
34,6.728833126078286,6.557908286915462,5.062669355804482,4.8913886566106175,4.703600827011786,4.5146983901347175,-6.728833126078286,0.10881413219980246,1.0607128001588202
35,6.7949365561606605,6.637601025726876,4.952190357206926,4.732713617062433,4.711247487986664,4.470974062411315,-6.7949365561606605,0.10016290957008868,1.1731286657091522
