block,m2,Rp,C1
1,0.15077363662719726,-0.7136,1438.0634
2,0.14595847144126892,-0.7528,1421.8116
3,0.14867705478668214,-0.72,1435.996
4,0.1519740692138672,-0.7076,1450.23
5,0.14787397289276122,-0.7326,1430.519
6,0.1504804238796234,-0.7268,1438.378
7,0.15261914014816283,-0.7086,1449.1236
8,0.14817488498687745,-0.7568,1435.0328
9,0.13963152351379393,-0.8126,1382.675
10,0.15440383167266847,-0.6718,1460.8952
11,0.15106277780532837,-0.7278,1445.4842
12,0.14290223393440246,-0.7774,1401.952
13,0.15269286966323853,-0.6812,1466.8062
14,0.14809054951667786,-0.7406,1432.8452
15,0.15816174550056458,-0.6452,1489.8616
16,0.14931002473831176,-0.7248,1435.2704
17,0.14709390234947203,-0.75,1430.2478
18,0.15334027471542358,-0.7002,1457.4862
19,0.1420758975982666,-0.785,1393.1894
20,0.1453783586025238,-0.7806,1417.04
