block,m2,Rp,C1
1,0.17038758220672606,-0.1432,1590.211
2,0.16482935996055603,-0.1944,1559.5776
3,0.17335790586471558,-0.0876,1617.4546
4,0.17258968954086304,-0.1134,1606.165
5,0.18044977741241455,-0.0432,1641.836
6,0.17317745671272278,-0.119,1611.2286
7,0.16890910806655884,-0.1478,1584.8822
8,0.17101539902687074,-0.1122,1604.797
9,0.17643839154243468,-0.074,1634.7292
10,0.1711791663646698,-0.1352,1598.5678
11,0.1682528084754944,-0.138,1584.966
12,0.17040774755477905,-0.1278,1594.2392
13,0.1691846260070801,-0.1362,1586.249
14,0.17172926621437073,-0.1456,1596.565
15,0.17616950206756593,-0.072,1627.7758
16,0.18066505494117738,-0.0156,1654.4524
17,0.17572309641838074,-0.08,1625.5818
18,0.17849393382072448,-0.0808,1634.4332
19,0.1668548581123352,-0.1782,1575.7864
20,0.17190234999656678,-0.1256,1610.172
