block,m2,Rp,C1
1,0.06980776582249659,-0.3686,145836.9664
2,0.07645190819643301,-0.1644,154433.2626
3,0.07808730271867258,-0.112,156795.0548
4,0.07241399768177466,-0.2484,149872.1632
5,0.07392143706685092,-0.242,151581.082
6,0.0750752237489953,-0.1944,152171.7936
7,0.07156694440379692,-0.3074,148856.4276
8,0.07285995226145528,-0.2196,149970.557
9,0.0697729730601641,-0.2892,146215.4548
10,0.07369221223810757,-0.2532,151382.9216
11,0.06896811074394917,-0.3488,145898.2568
12,0.07589322954386842,-0.1568,154193.626
13,0.07402287244490913,-0.1968,152114.791
14,0.07458531811497879,-0.1916,153044.8452
15,0.07336885406732975,-0.2448,151292.5632
16,0.07526651873860601,-0.2012,153515.2528
17,0.07533875852621356,-0.1724,153406.4762
18,0.07272583722242926,-0.243,149748.4106
19,0.07212583909112227,-0.2564,148768.6878
20,0.06884467055236025,-0.3692,144790.857
