distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0000272236511891,1.2850165376221412e-09,1.284981557383661e-09
2,0.1486781971224892,0.14867819840897023,1.2864810328139242e-09,8.652788759296368e-09
3,0.04877093262343844,0.04877093389109777,1.2676593247329393e-09,2.5992107522744497e-08
4,0.02212473895190495,0.0221247403369734,1.3850684522920265e-09,6.260270258116521e-08
5,0.011990703446034532,0.011990704338274944,8.922404117622795e-10,7.441101481476085e-08
6,0.007273997797641701,0.0072740000707269496,2.2730852486732567e-09,3.1249462976332113e-07
7,0.004770827877587333,0.0047708276113778425,2.662094902156076e-10,5.5799432938300226e-08
8,0.0033138263394606174,0.0033138288737280743,2.5342674569127366e-09,7.64755662279283e-07
9,0.0024055236591666437,0.0024055248808333416,1.2216666979252e-09,5.078589409294887e-07
10,0.0018084709214844735,0.0018084716418795424,7.203950689021327e-10,3.9834484499800545e-07
11,0.001399128266477947,0.001399129530974558,1.2644966109354866e-09,9.037746154029385e-07
12,0.0011087066700138993,0.001108708241746414,1.5717325147542732e-09,1.417627003844551e-06
13,0.0008967420804198297,0.0008967435186884489,1.4382686192200567e-09,1.6038821536586075e-06
14,0.0007383282928790199,0.000738329512191215,1.2193121951562316e-09,1.6514499131567537e-06
15,0.0006175402459769032,0.0006175413874605793,1.141483676136111e-09,1.8484360874818255e-06
16,0.0005238599928950874,0.0005238611905537538,1.1976586663598257e-09,2.286218994775726e-06
17,0.00045014433247692433,0.00045014562345520044,1.2909782761034994e-09,2.8679207599924153e-06
18,0.00039142320613279736,0.0003914245558174392,1.3496846418270536e-09,3.4481467135322294e-06
19,0.0003441648404469724,0.00034416619650501373,1.3560580413023333e-09,3.940141124064849e-06
20,0.00030581282856092357,0.0003058141560256582,1.327464734651989e-09,4.340775175778911e-06
21,0.0002744868041402074,0.00027448809401771167,1.2898775042860522e-09,4.69923320476705e-06
22,0.0002487843687193614,0.0002487856305489596,1.2618295981660019e-09,5.071981027832964e-06
